layer,hhi,low,high,top_share,shannon_effective_categories,panel,draw,mutual_information
,,,,,,b,2000.0,0.2994318872668438
,,,,,,b,2001.0,0.3762503082073039
,,,,,,b,2002.0,0.3816863665736907
,,,,,,b,2003.0,0.4259865627772625
,,,,,,b,2004.0,0.3821520221534902
,,,,,,b,2005.0,0.4001217471471547
,,,,,,b,2006.0,0.3348863633391921
,,,,,,b,2007.0,0.4097817505546799
,,,,,,b,2008.0,0.4417889783520916
,,,,,,b,2009.0,0.409928154348508
,,,,,,b,2010.0,0.3237451136398004
,,,,,,b,2011.0,0.4135710611106842
,,,,,,b,2012.0,0.2901653472712069
,,,,,,b,2013.0,0.3160689156942258
,,,,,,b,2014.0,0.2971452282072926
,,,,,,b,2015.0,0.3278117359768888
,,,,,,b,2016.0,0.2889337876860329
,,,,,,b,2017.0,0.2843152249756628
,,,,,,b,2018.0,0.2928055604609478
,,,,,,b,2019.0,0.3656881112289691
,,,,,,b,2020.0,0.3037475181433975
,,,,,,b,2021.0,0.4082474190889043
,,,,,,b,2022.0,0.3786755178350121
,,,,,,b,2023.0,0.3032923393671063
,,,,,,b,2024.0,0.2730498859205159
,,,,,,b,2025.0,0.353410910679615
,,,,,,b,2026.0,0.3526810911798614
,,,,,,b,2027.0,0.318403511560021
,,,,,,b,2028.0,0.3421621577495735
,,,,,,b,2029.0,0.3301201417734374
,,,,,,b,2030.0,0.4030890042051802
,,,,,,b,2031.0,0.4373048450867274
,,,,,,b,2032.0,0.3910935846609948
,,,,,,b,2033.0,0.3627308014570261
,,,,,,b,2034.0,0.4516129299976543
,,,,,,b,2035.0,0.3092604793489197
,,,,,,b,2036.0,0.3797112583203232
,,,,,,b,2037.0,0.3528699348128219
,,,,,,b,2038.0,0.3493379500003688
,,,,,,b,2039.0,0.3631818342759558
,,,,,,b,2040.0,0.3086427537597909
,,,,,,b,2041.0,0.3391809962610836
,,,,,,b,2042.0,0.3831361727606488
,,,,,,b,2043.0,0.3310999954140641
,,,,,,b,2044.0,0.2720085415471227
,,,,,,b,2045.0,0.2952707802435439
,,,,,,b,2046.0,0.2980210760602495
,,,,,,b,2047.0,0.3574839841871529
,,,,,,b,2048.0,0.3226952423818066
,,,,,,b,2049.0,0.3663734738831197
,,,,,,b,2050.0,0.3699485438016996
,,,,,,b,2051.0,0.3720790693586129
,,,,,,b,2052.0,0.3403853803880832
,,,,,,b,2053.0,0.3320870765500574
,,,,,,b,2054.0,0.3637348646801603
,,,,,,b,2055.0,0.3681960233390966
,,,,,,b,2056.0,0.3692318979547528
,,,,,,b,2057.0,0.383167024828789
,,,,,,b,2058.0,0.3741614133629656
,,,,,,b,2059.0,0.3116964366075034
,,,,,,b,2060.0,0.3838003426846601
,,,,,,b,2061.0,0.2960052920295375
,,,,,,b,2062.0,0.3718739423557085
,,,,,,b,2063.0,0.3057398415226946
,,,,,,b,2064.0,0.398065108926573
,,,,,,b,2065.0,0.3627300768012778
,,,,,,b,2066.0,0.3489996812321037
,,,,,,b,2067.0,0.3346747730023653
,,,,,,b,2068.0,0.306648901277569
,,,,,,b,2069.0,0.350982191222891
,,,,,,b,2070.0,0.3986687859750883
,,,,,,b,2071.0,0.3529923507048784
,,,,,,b,2072.0,0.3249406294891113
,,,,,,b,2073.0,0.3886958214580218
,,,,,,b,2074.0,0.3579239112220702
,,,,,,b,2075.0,0.3600161268365203
,,,,,,b,2076.0,0.3894079047246293
,,,,,,b,2077.0,0.310167043043279
,,,,,,b,2078.0,0.3236920104845944
,,,,,,b,2079.0,0.3105846209975125
,,,,,,b,2080.0,0.4097308264996386
,,,,,,b,2081.0,0.357944538965159
,,,,,,b,2082.0,0.3395006873520918
,,,,,,b,2083.0,0.3435660471167927
,,,,,,b,2084.0,0.3405159350567768
,,,,,,b,2085.0,0.3326070200573738
,,,,,,b,2086.0,0.3188177828747509
,,,,,,b,2087.0,0.3502791963601508
,,,,,,b,2088.0,0.3438329615583946
,,,,,,b,2089.0,0.3573172868420897
,,,,,,b,2090.0,0.4223992547929955
,,,,,,b,2091.0,0.3264102756530866
,,,,,,b,2092.0,0.3739451877223878
,,,,,,b,2093.0,0.292043419865609
,,,,,,b,2094.0,0.3675068100091563
,,,,,,b,2095.0,0.3437731519051885
,,,,,,b,2096.0,0.3679584120854913
,,,,,,b,2097.0,0.3740205218555776
,,,,,,b,2098.0,0.4045952102595813
,,,,,,b,2099.0,0.3224262508188236
,,,,,,b,2100.0,0.3213882326181982
,,,,,,b,2101.0,0.336107536927916
,,,,,,b,2102.0,0.3326684270175715
,,,,,,b,2103.0,0.2974929083981239
,,,,,,b,2104.0,0.3569397527271878
,,,,,,b,2105.0,0.3036103438786126
,,,,,,b,2106.0,0.3004751830313195
,,,,,,b,2107.0,0.4214394371706689
,,,,,,b,2108.0,0.3625784142495805
,,,,,,b,2109.0,0.3576023374211599
,,,,,,b,2110.0,0.3388353836068369
,,,,,,b,2111.0,0.3732072806980775
,,,,,,b,2112.0,0.3576933240107292
,,,,,,b,2113.0,0.2700301710030115
,,,,,,b,2114.0,0.4126522762406779
,,,,,,b,2115.0,0.4138162902707605
,,,,,,b,2116.0,0.4253217018416024
,,,,,,b,2117.0,0.3315390656127608
,,,,,,b,2118.0,0.3109411128324857
,,,,,,b,2119.0,0.3321563076044591
,,,,,,b,2120.0,0.3367635214696132
,,,,,,b,2121.0,0.3358280646041574
,,,,,,b,2122.0,0.3944014842962544
,,,,,,b,2123.0,0.3581122308489659
,,,,,,b,2124.0,0.3511641717489424
,,,,,,b,2125.0,0.4043764960790188
,,,,,,b,2126.0,0.3705087940388587
,,,,,,b,2127.0,0.3952161786734738
,,,,,,b,2128.0,0.309078831913911
,,,,,,b,2129.0,0.2491879418050802
,,,,,,b,2130.0,0.2841198230949029
,,,,,,b,2131.0,0.3347424988053551
,,,,,,b,2132.0,0.3735102834355066
,,,,,,b,2133.0,0.3159099245381433
,,,,,,b,2134.0,0.3474610390899206
,,,,,,b,2135.0,0.3710726806051632
,,,,,,b,2136.0,0.2979225634228344
,,,,,,b,2137.0,0.3380700662598901
,,,,,,b,2138.0,0.3106524985075269
,,,,,,b,2139.0,0.3237602185277883
,,,,,,b,2140.0,0.2927726716961785
,,,,,,b,2141.0,0.3000249749677248
,,,,,,b,2142.0,0.3605410791474224
,,,,,,b,2143.0,0.394106400736832
,,,,,,b,2144.0,0.3610135092156055
,,,,,,b,2145.0,0.3071382084112612
,,,,,,b,2146.0,0.3631623587955119
,,,,,,b,2147.0,0.3241432121046386
,,,,,,b,2148.0,0.3150981749749437
,,,,,,b,2149.0,0.3878912275083901
,,,,,,b,2150.0,0.3538641808088503
,,,,,,b,2151.0,0.366787516160715
,,,,,,b,2152.0,0.3176191519314524
,,,,,,b,2153.0,0.3573173395644184
,,,,,,b,2154.0,0.3959417607013638
,,,,,,b,2155.0,0.2799475834756406
,,,,,,b,2156.0,0.3527236327986056
,,,,,,b,2157.0,0.37039300132873
,,,,,,b,2158.0,0.3757234408196712
,,,,,,b,2159.0,0.3738015231976872
,,,,,,b,2160.0,0.4016873417551823
,,,,,,b,2161.0,0.3836727304693439
,,,,,,b,2162.0,0.4220121671441945
,,,,,,b,2163.0,0.3747613488556793
,,,,,,b,2164.0,0.3369539490352187
,,,,,,b,2165.0,0.3185604448687189
,,,,,,b,2166.0,0.375389864198802
,,,,,,b,2167.0,0.3391200339396256
,,,,,,b,2168.0,0.3655427862858662
,,,,,,b,2169.0,0.4120129145624061
,,,,,,b,2170.0,0.3572985814687053
,,,,,,b,2171.0,0.3905186313404383
,,,,,,b,2172.0,0.3339391405674905
,,,,,,b,2173.0,0.4194086977142941
,,,,,,b,2174.0,0.3302730775633784
,,,,,,b,2175.0,0.4040200445572699
,,,,,,b,2176.0,0.3513802674866766
,,,,,,b,2177.0,0.3164827312470857
,,,,,,b,2178.0,0.385938774144186
,,,,,,b,2179.0,0.4659888779035568
,,,,,,b,2180.0,0.3145615329758193
,,,,,,b,2181.0,0.3361164309487332
,,,,,,b,2182.0,0.3046364607342737
,,,,,,b,2183.0,0.3223882495293786
,,,,,,b,2184.0,0.3567662536514393
,,,,,,b,2185.0,0.3612257727889254
,,,,,,b,2186.0,0.3573968479204072
,,,,,,b,2187.0,0.4104942946212611
,,,,,,b,2188.0,0.2975659564841377
,,,,,,b,2189.0,0.36450021700331
,,,,,,b,2190.0,0.3519602883576418
,,,,,,b,2191.0,0.3920111226725673
,,,,,,b,2192.0,0.3524716062437196
,,,,,,b,2193.0,0.3981990260741654
,,,,,,b,2194.0,0.3823906580219169
,,,,,,b,2195.0,0.3686928302962089
,,,,,,b,2196.0,0.3717234331230488
,,,,,,b,2197.0,0.2749916149722948
,,,,,,b,2198.0,0.3218291897485734
,,,,,,b,2199.0,0.3219010977616658
,,,,,,b,2200.0,0.3350855660187766
,,,,,,b,2201.0,0.3051266014782299
,,,,,,b,2202.0,0.2869120483352825
,,,,,,b,2203.0,0.3799047995498577
,,,,,,b,2204.0,0.3046063846540212
,,,,,,b,2205.0,0.3375181255341779
,,,,,,b,2206.0,0.3383552127866531
,,,,,,b,2207.0,0.293377676112343
,,,,,,b,2208.0,0.4080194395786716
,,,,,,b,2209.0,0.2938896123791976
,,,,,,b,2210.0,0.3123832640547732
,,,,,,b,2211.0,0.3195588771484097
,,,,,,b,2212.0,0.3663834270619026
,,,,,,b,2213.0,0.4082210582518204
,,,,,,b,2214.0,0.3624417435952773
,,,,,,b,2215.0,0.3843894736912103
,,,,,,b,2216.0,0.2392912175505976
,,,,,,b,2217.0,0.365290201381256
,,,,,,b,2218.0,0.3456138218086444
,,,,,,b,2219.0,0.3198643166157175
,,,,,,b,2220.0,0.4148860443171882
,,,,,,b,2221.0,0.30847124042003
,,,,,,b,2222.0,0.3914661768394043
,,,,,,b,2223.0,0.325466633808134
,,,,,,b,2224.0,0.391881072026603
,,,,,,b,2225.0,0.3293726028744599
,,,,,,b,2226.0,0.3366330405558679
,,,,,,b,2227.0,0.336786498038407
,,,,,,b,2228.0,0.289816732070876
,,,,,,b,2229.0,0.3412286785125991
,,,,,,b,2230.0,0.3396358178224883
,,,,,,b,2231.0,0.3899909703575344
,,,,,,b,2232.0,0.360179780884982
,,,,,,b,2233.0,0.3219879366216069
,,,,,,b,2234.0,0.3430183129712807
,,,,,,b,2235.0,0.4221640134873006
,,,,,,b,2236.0,0.4203513654214306
,,,,,,b,2237.0,0.3253590698230426
,,,,,,b,2238.0,0.3597703925439721
,,,,,,b,2239.0,0.3228395312224035
,,,,,,b,2240.0,0.3887372735522754
,,,,,,b,2241.0,0.3203069867932213
,,,,,,b,2242.0,0.3234483914159369
,,,,,,b,2243.0,0.3920670985996546
,,,,,,b,2244.0,0.3062278548537165
,,,,,,b,2245.0,0.4259614180824393
,,,,,,b,2246.0,0.3417577968105272
,,,,,,b,2247.0,0.2973123176916088
,,,,,,b,2248.0,0.3713269881667469
,,,,,,b,2249.0,0.3248355823684963
,,,,,,b,2250.0,0.3406343419955382
,,,,,,b,2251.0,0.3746629028620094
,,,,,,b,2252.0,0.2611275358786766
,,,,,,b,2253.0,0.4262149338439873
,,,,,,b,2254.0,0.423396796310826
,,,,,,b,2255.0,0.2775230921257465
,,,,,,b,2256.0,0.2872019520628863
,,,,,,b,2257.0,0.3816707724291786
,,,,,,b,2258.0,0.3839692085421284
,,,,,,b,2259.0,0.2977673226029607
,,,,,,b,2260.0,0.422539732445812
,,,,,,b,2261.0,0.2890794423747125
,,,,,,b,2262.0,0.3410547601425531
,,,,,,b,2263.0,0.398702433288419
,,,,,,b,2264.0,0.3628701968356189
,,,,,,b,2265.0,0.4190643490979187
,,,,,,b,2266.0,0.3251649462380404
,,,,,,b,2267.0,0.3464505380361
,,,,,,b,2268.0,0.3331065152302228
,,,,,,b,2269.0,0.3259990480561567
,,,,,,b,2270.0,0.4067418311352844
,,,,,,b,2271.0,0.3414940324841611
,,,,,,b,2272.0,0.3781629688192782
,,,,,,b,2273.0,0.3578543911113012
,,,,,,b,2274.0,0.2939449883664506
,,,,,,b,2275.0,0.3379320255657032
,,,,,,b,2276.0,0.405671935762609
,,,,,,b,2277.0,0.3435227448161284
,,,,,,b,2278.0,0.2908238589722529
,,,,,,b,2279.0,0.3552632748625157
,,,,,,b,2280.0,0.3482313489940378
,,,,,,b,2281.0,0.3869824320016968
,,,,,,b,2282.0,0.4017502338270451
,,,,,,b,2283.0,0.3383907646935427
,,,,,,b,2284.0,0.2941224239970421
,,,,,,b,2285.0,0.3618370005239764
,,,,,,b,2286.0,0.3356036325661327
,,,,,,b,2287.0,0.3892063431522623
,,,,,,b,2288.0,0.369789113710572
,,,,,,b,2289.0,0.3650049347995048
,,,,,,b,2290.0,0.377628378799713
,,,,,,b,2291.0,0.3800489379647165
,,,,,,b,2292.0,0.315154883682101
,,,,,,b,2293.0,0.3641567954329798
,,,,,,b,2294.0,0.4292762750793084
,,,,,,b,2295.0,0.3736785676714658
,,,,,,b,2296.0,0.3527599381587465
,,,,,,b,2297.0,0.4197610321171039
,,,,,,b,2298.0,0.3715801381013555
,,,,,,b,2299.0,0.3452325476022202
,,,,,,b,2300.0,0.3551405007940671
,,,,,,b,2301.0,0.3388669892670899
,,,,,,b,2302.0,0.4683002556297766
,,,,,,b,2303.0,0.3927043479787611
,,,,,,b,2304.0,0.2785152417687011
,,,,,,b,2305.0,0.3494508893269112
,,,,,,b,2306.0,0.3943816377696989
,,,,,,b,2307.0,0.3157608824712099
,,,,,,b,2308.0,0.3181593126042421
,,,,,,b,2309.0,0.3776134335597731
,,,,,,b,2310.0,0.4300978841872762
,,,,,,b,2311.0,0.3668204780223489
,,,,,,b,2312.0,0.3195171410189621
,,,,,,b,2313.0,0.3040494532415403
,,,,,,b,2314.0,0.421715287340989
,,,,,,b,2315.0,0.3798461105012598
,,,,,,b,2316.0,0.3711249079829319
,,,,,,b,2317.0,0.4600058663416728
,,,,,,b,2318.0,0.3490946825041856
,,,,,,b,2319.0,0.3193024894109202
,,,,,,b,2320.0,0.3490857521783757
,,,,,,b,2321.0,0.3649751063474427
,,,,,,b,2322.0,0.3396169943632827
,,,,,,b,2323.0,0.3431456888346145
,,,,,,b,2324.0,0.3012836852429403
,,,,,,b,2325.0,0.3231205806410444
,,,,,,b,2326.0,0.3252580754401855
,,,,,,b,2327.0,0.3827433255134194
,,,,,,b,2328.0,0.3800259984429766
,,,,,,b,2329.0,0.332383462387642
,,,,,,b,2330.0,0.2881274698632152
,,,,,,b,2331.0,0.3662606369075876
,,,,,,b,2332.0,0.365088552883035
,,,,,,b,2333.0,0.3183416787550155
,,,,,,b,2334.0,0.4141263948751863
,,,,,,b,2335.0,0.3215520263344458
,,,,,,b,2336.0,0.3153238134286003
,,,,,,b,2337.0,0.3792571307145671
,,,,,,b,2338.0,0.4136146671333147
,,,,,,b,2339.0,0.3521779034079042
,,,,,,b,2340.0,0.3687850667042984
,,,,,,b,2341.0,0.3406233660128892
,,,,,,b,2342.0,0.4219076434228208
,,,,,,b,2343.0,0.301133392340537
,,,,,,b,2344.0,0.3584353806793734
,,,,,,b,2345.0,0.3728966643822717
,,,,,,b,2346.0,0.4279981105596198
,,,,,,b,2347.0,0.3410990342789244
,,,,,,b,2348.0,0.3086515986500662
,,,,,,b,2349.0,0.321822513067334
,,,,,,b,2350.0,0.3423146512748527
,,,,,,b,2351.0,0.4038254117429374
,,,,,,b,2352.0,0.3238152932407474
,,,,,,b,2353.0,0.4017244508807449
,,,,,,b,2354.0,0.3050886996740645
,,,,,,b,2355.0,0.4202572165150662
,,,,,,b,2356.0,0.3218995640583384
,,,,,,b,2357.0,0.3495594558370696
,,,,,,b,2358.0,0.3817142658319601
,,,,,,b,2359.0,0.3437783177020748
,,,,,,b,2360.0,0.3499987581612247
,,,,,,b,2361.0,0.3815879498630368
,,,,,,b,2362.0,0.3414038980741867
,,,,,,b,2363.0,0.3755127174716648
,,,,,,b,2364.0,0.372589465524999
,,,,,,b,2365.0,0.3936630557048679
,,,,,,b,2366.0,0.3760860668156183
,,,,,,b,2367.0,0.3894205579973793
,,,,,,b,2368.0,0.3578309622784279
,,,,,,b,2369.0,0.364296588901098
,,,,,,b,2370.0,0.3676650334239446
,,,,,,b,2371.0,0.3745545945906245
,,,,,,b,2372.0,0.3395801529284807
,,,,,,b,2373.0,0.3112552329948199
,,,,,,b,2374.0,0.3779617886584669
,,,,,,b,2375.0,0.3593722795119709
,,,,,,b,2376.0,0.359025270564314
,,,,,,b,2377.0,0.4010454851774589
,,,,,,b,2378.0,0.3325489264876116
,,,,,,b,2379.0,0.3431011023243338
,,,,,,b,2380.0,0.3684319092775556
,,,,,,b,2381.0,0.3629164792629669
,,,,,,b,2382.0,0.3288295980709605
,,,,,,b,2383.0,0.3361008629921609
,,,,,,b,2384.0,0.3434561546017711
,,,,,,b,2385.0,0.2808351237059918
,,,,,,b,2386.0,0.2903592597870359
,,,,,,b,2387.0,0.4068436420552737
,,,,,,b,2388.0,0.397429011275332
,,,,,,b,2389.0,0.4174739251290171
,,,,,,b,2390.0,0.3214420056049643
,,,,,,b,2391.0,0.4360932253505378
,,,,,,b,2392.0,0.3747669308141823
,,,,,,b,2393.0,0.3885886339317719
,,,,,,b,2394.0,0.3551267579183834
,,,,,,b,2395.0,0.3433380465916569
,,,,,,b,2396.0,0.3526589584553843
,,,,,,b,2397.0,0.3705761621450407
,,,,,,b,2398.0,0.3581252887662569
,,,,,,b,2399.0,0.367239233013314
,,,,,,b,2400.0,0.3948356718383419
,,,,,,b,2401.0,0.3926075143696059
,,,,,,b,2402.0,0.3698816629456103
,,,,,,b,2403.0,0.3447699738469105
,,,,,,b,2404.0,0.3584734526183788
,,,,,,b,2405.0,0.2829132875670685
,,,,,,b,2406.0,0.3919191548234364
,,,,,,b,2407.0,0.3232846974372783
,,,,,,b,2408.0,0.3491825079777833
,,,,,,b,2409.0,0.3931188313523779
,,,,,,b,2410.0,0.3467072328171401
,,,,,,b,2411.0,0.4014578211690094
,,,,,,b,2412.0,0.2793183880834311
,,,,,,b,2413.0,0.3548289158142501
,,,,,,b,2414.0,0.34815517839397
,,,,,,b,2415.0,0.3447500465909972
,,,,,,b,2416.0,0.3534255561990145
,,,,,,b,2417.0,0.3620489852367181
,,,,,,b,2418.0,0.4306768616034331
,,,,,,b,2419.0,0.3749307565502753
,,,,,,b,2420.0,0.280951934791843
,,,,,,b,2421.0,0.3266197969330759
,,,,,,b,2422.0,0.363089329878532
,,,,,,b,2423.0,0.3665350422161895
,,,,,,b,2424.0,0.3173432331146815
,,,,,,b,2425.0,0.3734930720268474
,,,,,,b,2426.0,0.3362888152725554
,,,,,,b,2427.0,0.3252587088465812
,,,,,,b,2428.0,0.3635480519698699
,,,,,,b,2429.0,0.390694348137321
,,,,,,b,2430.0,0.3290623939863324
,,,,,,b,2431.0,0.3433868963666171
,,,,,,b,2432.0,0.3923271850852585
,,,,,,b,2433.0,0.3499730377743715
,,,,,,b,2434.0,0.3678333252737933
,,,,,,b,2435.0,0.2796075451561206
,,,,,,b,2436.0,0.400272983516881
,,,,,,b,2437.0,0.3186023383233043
,,,,,,b,2438.0,0.3554208982758746
,,,,,,b,2439.0,0.3291306588639338
,,,,,,b,2440.0,0.422503839505068
,,,,,,b,2441.0,0.4093618989190499
,,,,,,b,2442.0,0.3285258021359136
,,,,,,b,2443.0,0.2833096848236249
,,,,,,b,2444.0,0.3801555177985039
,,,,,,b,2445.0,0.3204001418933746
,,,,,,b,2446.0,0.3008222903198452
,,,,,,b,2447.0,0.3341243114813568
,,,,,,b,2448.0,0.3293593042917573
,,,,,,b,2449.0,0.3538508205187889
,,,,,,b,2450.0,0.3085935142118083
,,,,,,b,2451.0,0.3829097921618896
,,,,,,b,2452.0,0.3803685873078715
,,,,,,b,2453.0,0.3490378271162258
,,,,,,b,2454.0,0.3606007523101664
,,,,,,b,2455.0,0.345553299451923
,,,,,,b,2456.0,0.3523719951867865
,,,,,,b,2457.0,0.3618210598351417
,,,,,,b,2458.0,0.3541828691182309
,,,,,,b,2459.0,0.3420642066732955
,,,,,,b,2460.0,0.3487043520892219
,,,,,,b,2461.0,0.3496916548975912
,,,,,,b,2462.0,0.3524627834574052
,,,,,,b,2463.0,0.4363915419211421
,,,,,,b,2464.0,0.3354524359924999
,,,,,,b,2465.0,0.3930616225512313
,,,,,,b,2466.0,0.2511283978444916
,,,,,,b,2467.0,0.3793457412269667
,,,,,,b,2468.0,0.3674861985808468
,,,,,,b,2469.0,0.3166734630962251
,,,,,,b,2470.0,0.3811387709354319
,,,,,,b,2471.0,0.2947916618295876
,,,,,,b,2472.0,0.2989289708254485
,,,,,,b,2473.0,0.3566761738322905
,,,,,,b,2474.0,0.3519004675412396
,,,,,,b,2475.0,0.3637261461345034
,,,,,,b,2476.0,0.3169484678632952
,,,,,,b,2477.0,0.387341750889119
,,,,,,b,2478.0,0.379548903170487
,,,,,,b,2479.0,0.3428107791806822
,,,,,,b,2480.0,0.3329101442564002
,,,,,,b,2481.0,0.3652149056666074
,,,,,,b,2482.0,0.4104092830633075
,,,,,,b,2483.0,0.3248405729825365
,,,,,,b,2484.0,0.3650629276646255
,,,,,,b,2485.0,0.3310785065807331
,,,,,,b,2486.0,0.3304297658988453
,,,,,,b,2487.0,0.3943307176696691
,,,,,,b,2488.0,0.3211130288638131
,,,,,,b,2489.0,0.354574327553244
,,,,,,b,2490.0,0.324193230792452
,,,,,,b,2491.0,0.3300687720555015
,,,,,,b,2492.0,0.3362005783004824
,,,,,,b,2493.0,0.3968478749917583
,,,,,,b,2494.0,0.4249116089501985
,,,,,,b,2495.0,0.4102165191754041
,,,,,,b,2496.0,0.2908781426496389
,,,,,,b,2497.0,0.3793384184731279
,,,,,,b,2498.0,0.3415560862060451
,,,,,,b,2499.0,0.3173460958223031
,,,,,,b,2500.0,0.405981616076188
,,,,,,b,2501.0,0.3159684359439394
,,,,,,b,2502.0,0.3328611405534367
,,,,,,b,2503.0,0.4114925953561661
,,,,,,b,2504.0,0.3269661634259142
,,,,,,b,2505.0,0.3555177905917412
,,,,,,b,2506.0,0.3350035859821592
,,,,,,b,2507.0,0.4343340007302467
,,,,,,b,2508.0,0.271977854180724
,,,,,,b,2509.0,0.3647062431722898
,,,,,,b,2510.0,0.3700478387184178
,,,,,,b,2511.0,0.437409323074279
,,,,,,b,2512.0,0.326689335294406
,,,,,,b,2513.0,0.3457414219586239
,,,,,,b,2514.0,0.3047962823251144
,,,,,,b,2515.0,0.3062343468632069
,,,,,,b,2516.0,0.3608490641577218
,,,,,,b,2517.0,0.3196408624517461
,,,,,,b,2518.0,0.3604915749152071
,,,,,,b,2519.0,0.3544720142980448
,,,,,,b,2520.0,0.3614898029166973
,,,,,,b,2521.0,0.3230361040036498
,,,,,,b,2522.0,0.3467455926236997
,,,,,,b,2523.0,0.3791357838549238
,,,,,,b,2524.0,0.363560595881693
,,,,,,b,2525.0,0.3609118653482217
,,,,,,b,2526.0,0.3750171301166336
,,,,,,b,2527.0,0.3502667207598602
,,,,,,b,2528.0,0.335623893658743
,,,,,,b,2529.0,0.3159661961533038
,,,,,,b,2530.0,0.2937071986936259
,,,,,,b,2531.0,0.3981406341816287
,,,,,,b,2532.0,0.3819102235741445
,,,,,,b,2533.0,0.3293057595714956
,,,,,,b,2534.0,0.4286080563913104
,,,,,,b,2535.0,0.3706915623764826
,,,,,,b,2536.0,0.4099074382261669
,,,,,,b,2537.0,0.3303763172011384
,,,,,,b,2538.0,0.3512506937353272
,,,,,,b,2539.0,0.3330097218250869
,,,,,,b,2540.0,0.3345252450765219
,,,,,,b,2541.0,0.4362710210999827
,,,,,,b,2542.0,0.3322674519785065
,,,,,,b,2543.0,0.3656869415941735
,,,,,,b,2544.0,0.3515489294411407
,,,,,,b,2545.0,0.4060580407367569
,,,,,,b,2546.0,0.3737843306667359
,,,,,,b,2547.0,0.3207837490655185
,,,,,,b,2548.0,0.3702469796485372
,,,,,,b,2549.0,0.3651767078301495
,,,,,,b,2550.0,0.3300613433571513
,,,,,,b,2551.0,0.366355983291823
,,,,,,b,2552.0,0.3447827728975632
,,,,,,b,2553.0,0.3482497281057872
,,,,,,b,2554.0,0.3354658654412832
,,,,,,b,2555.0,0.3680138425056389
,,,,,,b,2556.0,0.3134926319191797
,,,,,,b,2557.0,0.4019943271929103
,,,,,,b,2558.0,0.3525699433829441
,,,,,,b,2559.0,0.2864599205205023
,,,,,,b,2560.0,0.3969618719548999
,,,,,,b,2561.0,0.3291333477789746
,,,,,,b,2562.0,0.3308879167483405
,,,,,,b,2563.0,0.3301921052302536
,,,,,,b,2564.0,0.3694929770620403
,,,,,,b,2565.0,0.3791033662379881
,,,,,,b,2566.0,0.3696831968765623
,,,,,,b,2567.0,0.3840852255710332
,,,,,,b,2568.0,0.2997928598695845
,,,,,,b,2569.0,0.3016835787611307
,,,,,,b,2570.0,0.3214012505350991
,,,,,,b,2571.0,0.3123438985966178
,,,,,,b,2572.0,0.3562695396126401
,,,,,,b,2573.0,0.3540098661367303
,,,,,,b,2574.0,0.2988995507627479
,,,,,,b,2575.0,0.304988518597673
,,,,,,b,2576.0,0.3061096122747289
,,,,,,b,2577.0,0.3544079708104695
,,,,,,b,2578.0,0.3609294468835067
,,,,,,b,2579.0,0.3737403624620152
,,,,,,b,2580.0,0.3403792212963972
,,,,,,b,2581.0,0.3055600368613702
,,,,,,b,2582.0,0.4021876439373848
,,,,,,b,2583.0,0.2913975108368762
,,,,,,b,2584.0,0.3089436172765878
,,,,,,b,2585.0,0.3708893675514133
,,,,,,b,2586.0,0.4019930497469337
,,,,,,b,2587.0,0.3562422580385052
,,,,,,b,2588.0,0.3157475982251059
,,,,,,b,2589.0,0.3816306887883876
,,,,,,b,2590.0,0.3504066915437898
,,,,,,b,2591.0,0.3321133886245966
,,,,,,b,2592.0,0.3267548845653989
,,,,,,b,2593.0,0.3230903042483533
,,,,,,b,2594.0,0.364278896697364
,,,,,,b,2595.0,0.4184682714474932
,,,,,,b,2596.0,0.3778771829288483
,,,,,,b,2597.0,0.3346879270519762
,,,,,,b,2598.0,0.310024583578758
,,,,,,b,2599.0,0.3261755294545643
,,,,,,b,2600.0,0.3122805794506567
,,,,,,b,2601.0,0.3180822222600379
,,,,,,b,2602.0,0.3455995637065605
,,,,,,b,2603.0,0.3355504199280155
,,,,,,b,2604.0,0.2846120242060421
,,,,,,b,2605.0,0.3213665570715136
,,,,,,b,2606.0,0.3502897866801562
,,,,,,b,2607.0,0.3699375085446541
,,,,,,b,2608.0,0.3465749658145496
,,,,,,b,2609.0,0.3360660796605019
,,,,,,b,2610.0,0.383784744726189
,,,,,,b,2611.0,0.2733540323616159
,,,,,,b,2612.0,0.3809760817684875
,,,,,,b,2613.0,0.314727348113121
,,,,,,b,2614.0,0.3365023224108947
,,,,,,b,2615.0,0.3564385713430371
,,,,,,b,2616.0,0.3399342432724652
,,,,,,b,2617.0,0.3071125890588875
,,,,,,b,2618.0,0.385133382496174
,,,,,,b,2619.0,0.3827396367564302
,,,,,,b,2620.0,0.3722229230432141
,,,,,,b,2621.0,0.3816963514879656
,,,,,,b,2622.0,0.3150078374212857
,,,,,,b,2623.0,0.4242476368917991
,,,,,,b,2624.0,0.3196923528063546
,,,,,,b,2625.0,0.320582288457174
,,,,,,b,2626.0,0.3698058761220402
,,,,,,b,2627.0,0.3421604485375482
,,,,,,b,2628.0,0.3479494950059552
,,,,,,b,2629.0,0.3692105378386872
,,,,,,b,2630.0,0.2964937310308788
,,,,,,b,2631.0,0.3167194545706437
,,,,,,b,2632.0,0.2886593068737033
,,,,,,b,2633.0,0.3030379283299957
,,,,,,b,2634.0,0.360026370777974
,,,,,,b,2635.0,0.3533599350250371
,,,,,,b,2636.0,0.3469870374198005
