space_id,source_cluster_id,source_cluster_basis,source_file_digests,source_cluster_size,source_cluster_weight
bharath-wizard/study-assistant,unique:bharath-wizard/study-assistant,insufficient_files_for_clustering,1,1,1.0
bhaskarreddy2006/my-study-assistant,47b5789214b64ad4c9c4eed68f5e04a9cf5efaffa5d02b02277a4d71593c0843,exact_multifile_bundle,2,1,1.0
biagio619/noryai-clone-smart-learning-companion,bc88546e96b38c1851fcfcffa4d610224e5b09e2a33f543ce85f0290adc56158,exact_multifile_bundle,4,1,1.0
bielik-chatbot-devteam/english_tutor_bielik_ai,ef625acee2bc6036a2496f547b1b162124136bd6ec020acf55e7f69190b209ba,exact_multifile_bundle,4,1,1.0
bikki8121/edupioneer-offline-ai-learning-companion,unique:bikki8121/edupioneer-offline-ai-learning-companion,insufficient_files_for_clustering,1,1,1.0
bimboawo2026/AI-Tutor,8a4fc7e4d9becebe57bfbfd39b9bce04715e81d121e5ee179a1b9d66628ef8f0,exact_multifile_bundle,2,1,1.0
bimboawo2026/Smart-AI-Tutor,unique:bimboawo2026/Smart-AI-Tutor,insufficient_files_for_clustering,1,1,1.0
bobo0000/PDF-Quiz-Generator,4cb5777ad1655b0f3f42d5bbf598711ebeee70b546d2e26636d0fd066086aecd,exact_multifile_bundle,3,1,1.0
brcew/ai-engineering-tutor,6d424dbcdea82fbf7017194b9239aa2a23e2e8c655eeb7e4bbeb8998b484bb43,exact_multifile_bundle,8,1,1.0
bruce76/travel-quiz-generator,9673daaf759a32819ad1cf185a598f1302501e152bcbde9debf8a4c39e95b055,exact_multifile_bundle,2,1,1.0
build-small-hackathon/tutordesk-ai,403f9e913bcc96e2c9f89b360d14cfaa4dac2099fe2106d4ea9cd49351ba8b8a,exact_multifile_bundle,8,1,1.0
cONTACTOINC/urania-ai-stellar-learning-companion,8fe815bc2f8bc7144b3e9e74d4028e5d6f6412e72e18e795cfeab7aec68e5d9d,exact_multifile_bundle,5,1,1.0
cdgsdg/ahs-study-assistant,unique:cdgsdg/ahs-study-assistant,insufficient_files_for_clustering,1,1,1.0
chakrikajasti/AI_TUTOR,aa1fe329cc828c71e2a532552c4bdb49f0324880b372b3d73aa3e1711451d145,exact_multifile_bundle,2,7,0.14285714285714285
chandanareddy1234/AITutor,ca9eae46bbe257d8c10ad0a3025aa386c2e1c66c379b67b8f2bc0ee43843d452,exact_multifile_bundle,2,1,1.0
chandrakireeti/StudyAssistant,882d54290e9a55ed8823527f099c815860a0fac033345764ccfa76baa98175d3,exact_multifile_bundle,2,1,1.0
chapeljj/PISA-Teaching-Assistant-Chatbot,1cce5a4a853b13352927ba25bcdc5d1bfc65e86dc73b146dc64789d3a53a0d05,exact_multifile_bundle,3,1,1.0
chenna2004/StudyAssistant,unique:chenna2004/StudyAssistant,insufficient_files_for_clustering,1,1,1.0
cheriftassii/my-ai-tutor,5196eb3cc1e8d3ddf0606c822352af8b88986aec578fae16d5c3323894959f08,exact_multifile_bundle,2,1,1.0
chsubhasis/AI_Tutor,24c45c6b2c86ffc44e35410d0aa86eaee9357281b41869ae02782108a6a4eb7a,exact_multifile_bundle,2,1,1.0
cipher2150/Study-Assistant,ce74b4f472254cf49d4c0daef084da170983c273f5e2c0d6344a0de702d7f557,exact_multifile_bundle,2,1,1.0
ck-2004/StudyAssistant,unique:ck-2004/StudyAssistant,insufficient_files_for_clustering,1,1,1.0
cllllw/smart-study-assistant,unique:cllllw/smart-study-assistant,insufficient_files_for_clustering,1,1,1.0
clugg25/cluggos-ai-quiz-generator,720687555b162f13b55cd9786396292a6cdf63ff9b66b89ff6d141368d155a87,exact_multifile_bundle,3,1,1.0
codewithchaitanya15/StudyAssistant,030298761adc438c7472d6104ab0db9132fc8bbd0e73d80e65b07e0cac8b139b,exact_multifile_bundle,2,1,1.0
colindj/quizcraft-pro-ai-powered-quiz-generator,unique:colindj/quizcraft-pro-ai-powered-quiz-generator,insufficient_files_for_clustering,1,1,1.0
coolcoderAk/StudyAssistant,unique:coolcoderAk/StudyAssistant,insufficient_files_for_clustering,1,1,1.0
cosmoEagle/DSA-Teaching-Assistant,4f9acac55b146339f561213a53029921cbfe6e790c72d4610e379931ca5c0811,exact_multifile_bundle,9,1,1.0
crystallizedcrust/quiz-generator,fa390a515d4a7ada29ebaff6d7fb77cc9334b532e68b77fa21150fc502ab7366,exact_multifile_bundle,2,1,1.0
curalearning/lesson_plan_generator,f848e67aff523581ca268cc6d9930ffd477b2d803e45f39c7cf8b26c502676b5,exact_multifile_bundle,5,1,1.0
czdczcd/mentorai-your-ai-learning-companion,c4b4db362c8802af34cb45ecf66e6706b10c71b662ee79a9fd237e7fa2225610,exact_multifile_bundle,4,1,1.0
dakad52/edusphere-3d-tunisian-learning-companion,unique:dakad52/edusphere-3d-tunisian-learning-companion,insufficient_files_for_clustering,1,1,1.0
danielspba/Chatbot-Tutor-IA,e27c466eb6039acdc38d8d385a8a5e9df3d6a3d36e18b387475302eb5e062629,exact_multifile_bundle,2,1,1.0
danielspba/Chatbot_prof_tutor,ecf906e092c4f268af58e275d2e485e3b7788daa0d1e1e87294e08451aaba68f,exact_multifile_bundle,2,1,1.0
danrdoran/ai_tutor_flan_base,f3b7e5aa03ac240a403ccf78d35c62c6392ada3feeefd994a606cbb13f93a361,exact_multifile_bundle,2,1,1.0
danrdoran/ai_tutor_flan_t5_large,a4e92d3843344388f33333fc993cf0c2ca23ff047c0c458c64b7f28c99815d76,exact_multifile_bundle,2,1,1.0
danrdoran/ai_tutor_gpt_neox,e7b432c43cd14f7007a1f2ad234574745d1d50a0348efa38d568847bf3950527,exact_multifile_bundle,2,1,1.0
danrdoran/ai_tutor_llama,ec2e17fcb37b1b0d5c82689aa2045e21964150524f6b37f4d110d4a758ffcccb,exact_multifile_bundle,2,1,1.0
danrdoran/ai_tutor_v2,244471e8c95dca0e92afd4ba2f9ffbeae0e41443a874dfe878abb5a830d1018d,exact_multifile_bundle,2,1,1.0
daud97/edubuddy-fun-learning-companion,1092aa81de863c26cd62beae8585f0584a94b6b5772649b66b9379a7c712087b,exact_multifile_bundle,7,1,1.0
david280010195/Teaching_Assistant_AI,b17df9d429713e2d615ed3decd30dd2629bc5f45b346da3d89081c3f287fe896,exact_multifile_bundle,6,1,1.0
deepang1902/quiz-generator-api,aacd758635994ed90bf78ec45b70a8cb9ddefabd2602c90b8b9164929bbc1c19,exact_multifile_bundle,2,1,1.0
deepthi8518/StudyAssistantApp,458b99320f80a0fa720e491c4a9ef00e788f2c1d8aab7efacca23a7c397a9b00,exact_multifile_bundle,3,1,1.0
deneve07/pharma-quiz-generator,a6ac3d84c95bbf086cc7341467fcc2e7d1b0c5f2000f1b38930d6e9f846c3508,exact_multifile_bundle,2,1,1.0
dhanushshenoyh/study_assistant,e33261e3c278ca8fc44c318ef4b5904ebbc97e391c020cc8ed3e23b72e51da27,exact_multifile_bundle,2,1,1.0
dhivakar/my-study-assistant,cde4500fd0f533948d877bf41cf2ce222c2a15f4aaf044b6921422742cc4f558,exact_multifile_bundle,2,1,1.0
dikshita0503/pdf-to-quiz-generator,e9f8311adde4319f345a7bae9bc5f2def2734e9c835c408f4a35033e258422b5,exact_multifile_bundle,4,1,1.0
dineshstark7/StudyAssistant,648033f0cd7ff96d803fe52dd8ab773ad44e82b1c11410cde5fc19c272aa1530,exact_multifile_bundle,3,1,1.0
dinu143/Study-Assistant,f1d36668d008d9cacdf6590f8b8f8ca7e5850589940d5c0779f249d8d60b24ee,exact_multifile_bundle,2,2,0.5
djaber15/ai_tutor,60b5240c7d4a94e86dd12780a5adedbb7627d4fc5d8bdbff16f5e4e43b8e19c9,exact_multifile_bundle,7,1,1.0
dogukanada7474/tutor-chatbot,unique:dogukanada7474/tutor-chatbot,insufficient_files_for_clustering,1,1,1.0
dohael/education-maroc-chatbot,unique:dohael/education-maroc-chatbot,insufficient_files_for_clustering,1,1,1.0
doudoug1/educational-chatbot,6d784bb66ea659188da8bc578891a66cca55412ce21f863f5ec0ebd6632f7620,exact_multifile_bundle,2,1,1.0
echarif/education_chatbot,4a6fca81fc942d0355c57797c76391a2c122cdfca715d207c4aeef80d92ad922,exact_multifile_bundle,2,1,1.0
educationAI/education-ai-study-assistant,unique:educationAI/education-ai-study-assistant,insufficient_files_for_clustering,1,1,1.0
ekantabanik/Tutor_Ai,b90d7ae37fc6fa0e81a4bc125982a302a84c999352ce626d4ea392eb4261cdb9,exact_multifile_bundle,7,1,1.0
ekerin/german-tutor-chatbot,unique:ekerin/german-tutor-chatbot,insufficient_files_for_clustering,1,1,1.0
ekerin/german-tutor-chatbot-v2,a1c7b74af13794f639cd09684f56808c7a7bcf31ed619ee9bd60984e50a1b9b0,exact_multifile_bundle,2,1,1.0
elsi29/Quiz-Generator-NLP,ed9dd5c957ac4e47fecfdf4ce883c1b4d362346d841c02e4ad50c5cc30d5f6b1,exact_multifile_bundle,2,1,1.0
elsi29/Quiz-Generator-TextPy,54478699faca94f4794fe5dcfa9844506820da685c12460cdba3e769f613e037,exact_multifile_bundle,2,1,1.0
emanramadan/Tutor_Chatbot,fccbe8cff04760d8b03a463bae888d4220b3360e6b6edbf660b81438a6788f4d,exact_multifile_bundle,3,1,1.0
emanramadan/Tutor_Chatbot_,f5ce9c882b0a9ba86e8703b4de4cf280f198304b821a14c08ff34611b3976c35,exact_multifile_bundle,3,1,1.0
emashahzad/StudyAssistant,cea3ebf1d3a6e7fdaa05c11dae9be0a32b45b6b36e41d9a15343d82af97ccc7f,exact_multifile_bundle,2,1,1.0
engrsalman/Educational-AI-Chatbot,4d5b2e51e6281a0c29c8f4b0c3b221a642e8717b7bf4d2d1d9d29e415bfa4db9,exact_multifile_bundle,2,1,1.0
eoinmcg/ai_tutor,133a5da552da19cd1671d4e14ff276eab32666641037d1524a3f2bb3b5bd742e,exact_multifile_bundle,2,1,1.0
eugenelaw2809/wordbridge-english-learning-companion,bee983e75f63d8c3ad892a1a43dfeb4bc9fe2623b6a58e2c777e698602798274,exact_multifile_bundle,9,1,1.0
eureckaeurecka1/AI-Study-Assistant,unique:eureckaeurecka1/AI-Study-Assistant,insufficient_files_for_clustering,1,1,1.0
eureka33/edugenius-ai-smart-learning-companion,unique:eureka33/edugenius-ai-smart-learning-companion,insufficient_files_for_clustering,1,1,1.0
exonique/edubot-your-smart-study-assistant,unique:exonique/edubot-your-smart-study-assistant,insufficient_files_for_clustering,1,1,1.0
fabeha-raheel/ai_study_assistant,1a4174b525b784b514b9067ff404a0e97160f1da133f3263d3ff8a4581f1dbed,exact_multifile_bundle,2,1,1.0
fahadsiddiqui337/AI-education-chatbot,698fd7528522d4a211eeea58f65b3083aef8b6ee37d5f53a2ed2fd3e698bdd34,exact_multifile_bundle,2,1,1.0
fatymah12/AI_Quiz_Generator,26c8fdb92d0662a80254ea65b2c6af169b8645e5c4414073c7fe10f8088c8972,exact_multifile_bundle,2,1,1.0
firobeid/AI_Tutor,3dbed4b16e60794ee0b835ba6be0b0a239b5b7aacbd5bdb17965104bf04ef3ee,exact_multifile_bundle,2,1,1.0
fizailyas783/smart-study-assistant,b95815db097f2eda0704f030d8941033860a88bb40f4fd85f1553bff30d1997e,exact_multifile_bundle,2,1,1.0
flexfitfury9/Ai_educational_platform,2ce9c354ae01e861e8a319119d277378faa80d61e624cacb562dda7ca04c553e,exact_multifile_bundle,7,1,1.0
flexfitfury9/ai-educational-platform,e30f6119030b28661c2fcc7ca7d40a698ef9abe21afb9920b4ff4df09047995c,exact_multifile_bundle,9,1,1.0
forWard666/AL_TEACHING_ASSISTANT,23fe58352b3e1d311f8cc50a17ea1b2fd86ceb15f12a75181adf434454efc4d4,exact_multifile_bundle,2,4,0.25
forwebdevelopmentuse/quiz-ai-generator,671b7f7b907c981159e57c8778efdbcf24d6ad5a480bd3b6bf86e7b804385ed4,exact_multifile_bundle,2,1,1.0
galliumbot/studyflow-smart-learning-companion,45b9b9010549a37a924bcdfcd29fe11341bce4d5b64fc691ae55ba0a8da99125,exact_multifile_bundle,8,1,1.0
gaurav9821/AI-language-Tutor,6dc6764e4d75d91f8ed34bcd0815151de4138c8554f487c7cc89b354c857d593,exact_multifile_bundle,2,1,1.0
gauravtiwari31/studygenie-smart-learning-companion,e06241be484ba50af456b81794e983614853dc14071fe0c42646ba167ca35797,exact_multifile_bundle,4,1,1.0
geekaijosh/Agent_AI_Tutor,0e6915b3acf6a9e9d9405337189fef85779608cb1e6837bb9c67670048ed8f46,exact_multifile_bundle,2,1,1.0
gionarchitect/eduspark-ai-learning-companion,unique:gionarchitect/eduspark-ai-learning-companion,insufficient_files_for_clustering,1,1,1.0
gneya/educational_chatbot,82c1ef95e11f1d337fb1160771d4488673f4facb72a6cde8c22e4f545e9d56cd,exact_multifile_bundle,3,1,1.0
gobikrishna87/TechBytz-AI-Tutor,e4b36a9bdce739b30bfbd9c3a866f8bda75a4508e3490f18f7d7fe0733296277,exact_multifile_bundle,2,1,1.0
google/rad_learning_companion,cd3aa9c1f2d9eb84c6cd245ff2a5c2147d1d1e977a00c596443e1e6df65be67c,exact_multifile_bundle,8,1,1.0
gopichand55k/StudyAssistant,a676f1695a20df3839806ebebc203f8afc9d3a8022981574d46857ff829cdd8c,exact_multifile_bundle,2,1,1.0
gouravbathla/Language_Tutor,aeafb536412c9dc6507350c30da6c27c567b018c0528fc43c9b9798ddadc16a4,exact_multifile_bundle,4,1,1.0
gr3g0r-i/quiz-generator,220fdd29c5f705c95cc51dcf86f7951a423f987163e7f6618d78f26aefbe2f35,exact_multifile_bundle,2,1,1.0
guddolla/AI_TUTOR,4857930b6187de566d6d160d1776f655fe56c9dff1912e64c3eda0b276e45d4c,exact_multifile_bundle,5,2,0.5
guddolla/ai.tutor,4857930b6187de566d6d160d1776f655fe56c9dff1912e64c3eda0b276e45d4c,exact_multifile_bundle,5,2,0.5
habiba-elshrkawy/quiz-generator,2807343f5aa9ca7c3fcc7e034b15facdac7b9029aeaff6f65cb673deff8a1ed5,exact_multifile_bundle,3,1,1.0
hackmisty123/hack-misty-ai-tutor,80c030f3278f23940b361e6831e0f1cd497a9ed7073a76c4b57b34aef51683ca,exact_multifile_bundle,9,1,1.0
haiderijaz/mock-quiz-generator,a8e52024eded8b321f5773044960de17d686f6ed7fc2605ac0a241f33437d37c,exact_multifile_bundle,7,1,1.0
hamidamoosa/ai-generator-quiz,unique:hamidamoosa/ai-generator-quiz,insufficient_files_for_clustering,1,1,1.0
hamidamoosa/quiz-generator,unique:hamidamoosa/quiz-generator,insufficient_files_for_clustering,1,1,1.0
hamzaraeescarpet/bulk_quiz_video_generator,unique:hamzaraeescarpet/bulk_quiz_video_generator,insufficient_files_for_clustering,1,1,1.0
harika-donthula/my-study-assistant,265327b798966b37ababc460928c9dfbbb549955acedba2622102ffd1a3cc94c,exact_multifile_bundle,2,4,0.25
harikagajjala/AI_TUTOR,df282fbbce9e4bd4fd9f27598737c1160a5b03c43b2fae5e5aa7f2617affab2b,exact_multifile_bundle,2,1,1.0
harsha17v/StudyAssistant,b0710d49ed71d8927297fd83233f9ce1190f7a3988169d20e795bb4c6bd6d327,exact_multifile_bundle,3,1,1.0
harshj0506/teachingAssistant,73ca497eca8d3008dc789e3345e7e84fbba11fb111d61892a32feb3f1ab46cf6,exact_multifile_bundle,2,1,1.0
harshu07/ai_tutor,78f7d9624071228f2d57eb2e9c80f8fcc538d065630d82707d411117c71e7fde,exact_multifile_bundle,2,5,0.2
harshu07/ai_tutor_app,unique:harshu07/ai_tutor_app,insufficient_files_for_clustering,1,1,1.0
harwoldjosh/Silent-testing-educational-ai,1736ba2da7fe5ff318ad0afa3dc06466de14a345ee8cbe00d1cd56780ba6bc17,exact_multifile_bundle,2,1,1.0
hasithmutha/quiz-generator-ai,78f7d9624071228f2d57eb2e9c80f8fcc538d065630d82707d411117c71e7fde,exact_multifile_bundle,2,5,0.2
hemanthpara007/study_assistant,unique:hemanthpara007/study_assistant,insufficient_files_for_clustering,1,1,1.0
hussainzaidi/AI-Teaching-Assistant,936d17dee19f3b96af4c64d45bf8031d5a0a54e3a3faf4ee40101d975047dacf,exact_multifile_bundle,2,1,1.0
husseinhug321/Study-Buddy-AI-Learning-Assistant,f7c2c6bf6bdaaa2ccf52d2cf3675628f8047e759eddddc17e81a7b4ab4842e74,exact_multifile_bundle,6,1,1.0
hyder-ali/ai_tutor,ae741cb7409d85d48bdffb19790620b482316b5786fff79f813567ac9032d110,exact_multifile_bundle,2,1,1.0
iamyash222/studyAssistant,240fd160d9e3b2735f153234528e3a2126fe4af544143823959ec50f2b57973f,exact_multifile_bundle,2,1,1.0
ifaundezf/estudiapp-quiz-generator,cbb23832f0dd7874325e19de130f66077b5729d86ee736299a7b9bcbaf933a7d,exact_multifile_bundle,2,1,1.0
iju123/Quiz_Generator,f9edf1aa07152ba144a1b471bf4f075e1b4bbf5cb530755d2e140f598470d319,exact_multifile_bundle,2,1,1.0
ilangs/AI_Math_Tutor,ad73824505fa0bc8b73ae395d5b5ea5f3b3dd036ee993067833df79020699d6e,exact_multifile_bundle,9,1,1.0
ilsa15/educational_chatbot,fa47ecccdbc550afba8087cdcb4eb71027d1de6c0671a76d8627a4365bbfcb59,exact_multifile_bundle,2,1,1.0
imshopper/AI-Quiz-Generator,1430593ba6d922165abce2cc04148429716d070f2f7b3cd262758d423f36cf13,exact_multifile_bundle,3,1,1.0
ishanmm0410/rag-quiz-generator,0368e49bbfa93388ca23bc97d0512188c20fc3c32bc51051464251264a53e28e,exact_multifile_bundle,5,1,1.0
isreyas/Study_Assistant,d11ad792abd28aa0c1f730b4c6fd6c465b19c676a7e87aeb5ad88767f8fb1fa8,exact_multifile_bundle,2,1,1.0
istvankurucz/quiz-generator-embedding-server,fbb2e2c8e2103616e72e5bb63b0880de302851b72eff31dad866c6b42ec9fd45,exact_multifile_bundle,2,1,1.0
itsh4r01/AI-Quiz-Generator,636f62fbaa3c36b709821838c85066a1b993bf95ee3875629414902744035901,exact_multifile_bundle,2,1,1.0
jakeeeeeeee/my-study-assistant,265327b798966b37ababc460928c9dfbbb549955acedba2622102ffd1a3cc94c,exact_multifile_bundle,2,4,0.25
jatandw/edugenius-ai-smart-learning-companion,ad130af2d79c7557ad5df05e4aed209a68611c5f3933a3ebbc57040de5ad6297,exact_multifile_bundle,7,1,1.0
jayeshjachak/Study_Assistant,fb7b958a968a1c291ebe8c63ff26e068b6f2274382d752bad1689236c39d4b9d,exact_multifile_bundle,2,1,1.0
jdbolter/language-tutor,ce5b5a678b17f441eab60f772689ff4f32ed81a5bd9ed21094375a482de28414,exact_multifile_bundle,2,1,1.0
jee-ai-tutor/jee-ai-tutor-app,3697dc9cf48a4e5698e2eb6953fab981ca8b5fe3376f4f16b6c2337f7cbc9bbb,exact_multifile_bundle,2,1,1.0
jeffrey1963/Teaching_Assistant,cf164df263ce10324b7c536d580e632ad189edeec9056052c140c94fe8bb9ce6,exact_multifile_bundle,2,1,1.0
jenny-yuu/english-teaching-assistant,bb39bc464cbf101cd7bae49670a842ebe1b96496a03a4a86f8be99aae2493794,exact_multifile_bundle,2,1,1.0
jeyabala2905/12th-biology-ai-tutor,unique:jeyabala2905/12th-biology-ai-tutor,insufficient_files_for_clustering,1,1,1.0
jimmyyzz/Quiz_Generator,6075e2516205880ff6288bc0fce238c721a84c3f6058b402ecc679de988fd5ca,exact_multifile_bundle,5,1,1.0
jiophone716/studyzen-focused-learning-companion,unique:jiophone716/studyzen-focused-learning-companion,insufficient_files_for_clustering,1,1,1.0
jlazoflores/Language_Tutor,4fd8c480b236ca48fba4b2c83b9a88e8343d0a5bc55c940d987a7e162c231e39,exact_multifile_bundle,6,1,1.0
joaolucascosta/edunext-ai-powered-learning-companion,unique:joaolucascosta/edunext-ai-powered-learning-companion,insufficient_files_for_clustering,1,1,1.0
johhnpauull/edupulse-the-smart-learning-companion,a3ea65a3f50e41bb7443236ef76a1d3008c5cc9f01499c170b695d95c5adee88,exact_multifile_bundle,9,1,1.0
john-supplychain/cpim-ai-tutor,01989e31e7b05517ec654e48058d3194209c18bd5f2bfa0ced79ae77b45ed910,exact_multifile_bundle,3,1,1.0
johncxstlzzz/edubot-ai-your-smart-learning-companion,07fb1e3b52a6032ee68fab516193ef1c7338086d29cf6c9e5547a0748f894044,exact_multifile_bundle,3,1,1.0
jonowrenn/cs-study-assistant,149ab199ff8d0fa51c99018938fbe92044a6d96260caae33d09bd31da66cc5a3,exact_multifile_bundle,2,1,1.0
jsilbersky/AI-language-tutor,ab944f4e9f485f4413fcbe4d7cbe4d4b9bdd53dc10002281ab0c4ff06ae01f48,exact_multifile_bundle,2,1,1.0
jyoti210303/quiz-question-generator,unique:jyoti210303/quiz-question-generator,insufficient_files_for_clustering,1,1,1.0
kalai1915/AI-Tutor-Image-Gen,c1f7f8daf679cb5c8f7d31ecb07165c9c09b1244b14633f9f548fa393dbab909,exact_multifile_bundle,2,1,1.0
kamiangelova/ai-educational-quiz,unique:kamiangelova/ai-educational-quiz,insufficient_files_for_clustering,1,1,1.0
kanagaraj/StudyAssistant,55f73d637ba734b17af3be32d97d5a4603e01876ec927c936902a6ab22a878f0,exact_multifile_bundle,2,1,1.0
karibubybsf/ai_tutor,da46c0947c9d8b2fc6d95fdb975a442c60978241531cf50d3077dea5582ae364,exact_multifile_bundle,3,1,1.0
karibubybsf/ai_tutor_v2,c9f74d5886bead0199615298e660d84c25cc1dcaedf751c7ab623bfa23083190,exact_multifile_bundle,4,1,1.0
karibubybsf/ai_tutor_v3,242c5bec93605b3a55f7a08cbc80a719e49689fcb3db3619dd6775d0291637e9,exact_multifile_bundle,4,1,1.0
kastan/ai-teaching-assistant,07fb64c3cff588b054644b361a56660a03ee751c3e623003c751bae96e0507a0,exact_multifile_bundle,5,1,1.0
kastan/ai-teaching-assistant-beta,f0ce9ff4e56e713466d73b833cf992f232c8ced49fd94d8f3bc344acd6f75be4,exact_multifile_bundle,5,1,1.0
kavyasri0821/AI_Converstational_Data_Science_Tutor,3a5e0dc66e22d56c114f2b5ee97c5333510148b714545bd8ce4b957d4b8fa577,exact_multifile_bundle,2,1,1.0
ke955/smm2-course-generator,6410addffc8eed8cda00d93cda3397d3392dc8e59b3b335e65f0f866b64b69ae,exact_multifile_bundle,2,1,1.0
khankashif/education_assistant_chatbot,83013a420b844f54d261d2d1ba37c3932056d886d9e7d9972968d97f7ed91a6e,exact_multifile_bundle,2,1,1.0
kinely/Study-Assistant,db69ecf2f2980989a094fdc3d85050fbef165924dd7262c2e474be58524ed076,exact_multifile_bundle,2,1,1.0
king011/AI-quiz-generator,a0f6a3163ac8bc82ececde80534aed6dacd5071fba146258dd736a5d5b3c7972,exact_multifile_bundle,2,1,1.0
kodamkarthik281/AI_Conversational_Tutor,5cc29b8921b309cbed4d422c3ec0a73b451cd3889354d48fa24e56fdeb59dd3b,exact_multifile_bundle,2,1,1.0
kollalekhan/StudyAssistant,b0872c94273fd46a14044c6b8b1bbd6039cded0442f0672de785bfb7a0fb7f11,exact_multifile_bundle,3,1,1.0
kousarshaik/AI_TUTOR,unique:kousarshaik/AI_TUTOR,insufficient_files_for_clustering,1,1,1.0
kouseic/offlearn-ai-learning-companion,unique:kouseic/offlearn-ai-learning-companion,insufficient_files_for_clustering,1,1,1.0
kr1shnasharma/academic-tutor-ai,74bb5bf7572cc056f664002211dfa987bb361f3f23d6830457b87c5266813f20,exact_multifile_bundle,8,1,1.0
kr1shnasharma/swp1-academic-ai-tutor,decc1d08082049863c7009d1cd1f683c1d34ea0d71aaed1d2598f5323c883f1d,exact_multifile_bundle,4,1,1.0
krishala/TutorChatbot,cfa135b78d8266296d66e3386215a2fdc5691b6c4fc465ca8cd18e074c8b377a,exact_multifile_bundle,2,1,1.0
krishnachaithanya26/StudyAssistant,730d8f9d27052fa074d8418c9e8867ea4e9007aa79f58cac9c17b13f356f6fa4,exact_multifile_bundle,2,1,1.0
kshitijsingh030/KS_AI_TUTOR,unique:kshitijsingh030/KS_AI_TUTOR,insufficient_files_for_clustering,1,1,1.0
ktmc15/parleur-fran-ais-french-learning-companion,unique:ktmc15/parleur-fran-ais-french-learning-companion,insufficient_files_for_clustering,1,1,1.0
kunalhugface/Football_Tutor_Chatbot,9b973c1f62e306854340c4a71606686857bf0202ba39b0ec5e05f9eecda39445,exact_multifile_bundle,9,1,1.0
kundan857/StudyAssistant,5cd06a8bbd38af523e8d484420ba0524468584601aad228918fa4f6bc13e3d54,exact_multifile_bundle,2,1,1.0
kyokyo99/eduglide-smart-learning-companion,33ce4b2961ca3f600dfe48653996ab6510a84702595de4613ace7dc1978c139c,exact_multifile_bundle,8,1,1.0
laharikalva/ai-tutor,aa1fe329cc828c71e2a532552c4bdb49f0324880b372b3d73aa3e1711451d145,exact_multifile_bundle,2,7,0.14285714285714285
lekhankolla/StudyAssistant,c391fbb17741564381cd07b63edde9c7a88ec149461d901d9ddf40a67c6af674,exact_multifile_bundle,3,2,0.5
louiecerv/problem_solving_ai_tutor,6666987da17309d991927f921738c2b70770a897e762990eea1eaf3c876b1bad,exact_multifile_bundle,2,1,1.0
lynnnnrz/ai-teaching-assistant,2d701320210079682526cc36f23ba84ff3965d63be41d435f12512140c090b94,exact_multifile_bundle,8,2,0.5
lynnnnrz/ai_teaching_assistant,9e4ec3d87bf1acf5ea75608d26feff32b101fa8cf15966d041e7a1cdbc481831,exact_multifile_bundle,5,1,1.0
maheshj90/StudyAssistant,af914dee57cbf25dd71022bbbd43628a262eddad29ac92c4d1d9b151d3c2fca1,exact_multifile_bundle,2,1,1.0
mahmoudnageeb/studysphere-smart-learning-companion,c3ded0a14d9e811f192737f771ea51f42f2c0291b6e3c1d307ec9c4f5b2d29fa,exact_multifile_bundle,2,1,1.0
manojkonathala/educational-rag-chatbot,unique:manojkonathala/educational-rag-chatbot,insufficient_files_for_clustering,1,1,1.0
maria355/Ai_teaching_assistant,51c3ad24f215f9a3811c366dd0d8c55679580035fc8f5fa4010183ae088f5226,exact_multifile_bundle,2,1,1.0
maria355/Quiz-Generator,d7ff6be1df835d10400d5c0e3652666f1ff8a072d0172ad610dfe429fd641576,exact_multifile_bundle,2,1,1.0
marty331/AI_Tutor,8fc58158e5b985daa8845879bad13379e5ef394478d6049b3e5ff35816f5d861,exact_multifile_bundle,2,1,1.0
mashetti-17varshitha/AI_tutor,fb8a91042c27aaea7563b292f1b34dec38a0773be56fa12ca663b24d3b950c8b,exact_multifile_bundle,2,2,0.5
mattdotvaughn/reachy_mini_language_tutor,fd410f9c1dc84c5a140fcf930c3150593f616194030d550011a853b072caa431,exact_multifile_bundle,8,2,0.5
mattwritenow/clozemaster-multilingual-learning-companion,1d957bdae8fa1c2c73888c4e749936d72517ff38a0d853fa70f4d026507d8edd,exact_multifile_bundle,2,1,1.0
mayankjen/AI-Powered_Teaching-Assistant,1ede14307a13a9d3d90f47dc31c0310b4f619325b875ae586fe8cacfb76f517a,exact_multifile_bundle,2,1,1.0
mehakkhan/Kaggle_Study_Assistant,3d2d822988f471fa3b57736324d23a1cc2e5fad093530d345c98d6703254ff34,exact_multifile_bundle,2,1,1.0
mehtisham/AI-Powered-Educational-Video_Generator,4c7c9f6ce3e71605e98cd54a897c39d725052542975f803fc329dbb72f972439,exact_multifile_bundle,2,1,1.0
mehwishafsa/education_chatbot,c4341227ce1574de3d526053e4fc7047b828bd8535cd29accdb2c6af38ac9cb3,exact_multifile_bundle,2,1,1.0
mercLH44/new-ai-tutor,c017cbcd3245917ba4da50fd5cb9314409ff6591e6f8d0861139e5ed3705b722,exact_multifile_bundle,2,1,1.0
midlajvalappil/AI-Powered-YouTube-Transcript-Tutor,6d80ae6837113d8e2f8023daa407a7583a7988811c5c04415a571119d463531b,exact_multifile_bundle,2,1,1.0
