space_id,source_cluster_id,source_cluster_basis,source_file_digests,source_cluster_size,source_cluster_weight
Mohitha/Conversational_AI_Data_Science_Tutor,a7a4fbab88e530a950e1d3e8d486002e6b1f43bb114a228a0302de75799102a1,exact_multifile_bundle,2,1,1.0
Moon33/linda-quiz-generator,4342d5fdb9e6a672fa495f2589cca9a4cf493730a4a80f3545871a70357904aa,exact_multifile_bundle,2,1,1.0
Mpavan45/Ai_Data-Science_Tutor,69258e6c8a5d2eca4c30e64a4d045aa7e72513db5077d2c567b8e40a35e20fc7,exact_multifile_bundle,2,1,1.0
MrNittu/ai-gym-tutor,567179d0e54caf1a0d9fa995ef634146d0ede760167900aab5134235eed97bee,exact_multifile_bundle,7,1,1.0
MrSimple01/QuizGenerator,d05b7c1926700b73578c0a92d037130a4a12f42733b7fb67cd3a98a46d3f638e,exact_multifile_bundle,3,1,1.0
Muhamm2026/QuizGenerator,aa1fe329cc828c71e2a532552c4bdb49f0324880b372b3d73aa3e1711451d145,exact_multifile_bundle,2,7,0.14285714285714285
Mujahid1122/AI-Based-Quiz-Generator,1a69894873598cb12fdf8791d917c331ce5be0e06580226c0b91c4f7130ccf47,exact_multifile_bundle,2,1,1.0
Murtaza249/Text_to_Quiz_Generator,c2ff4c1729aac259f75f419bd15d132f7b313576bbd4dd3cfdbefd1fd7b8b0fa,exact_multifile_bundle,2,1,1.0
N-Mothish/personalized-study-assistant,d91d1ac99f015312e681b608a5561a722957a2a43d473c0aaca90aef0d92aa22,exact_multifile_bundle,2,1,1.0
NEOXXCODER/edutailor-smart-learning-companion,unique:NEOXXCODER/edutailor-smart-learning-companion,insufficient_files_for_clustering,1,1,1.0
NIKHITHA913/aitutor,3c4997fb8bacff0f2ec53b83969113ea70dcb8ef8b806db5ff8896406fbd1011,exact_multifile_bundle,2,1,1.0
NamrataRUBY/study_assistant,unique:NamrataRUBY/study_assistant,insufficient_files_for_clustering,1,1,1.0
NavenTheRaven/Quiz_Generator,b5fa7364d7d632d469d34b922d8a748db0c719604a3d70546e3c4c3f1224e64d,exact_multifile_bundle,2,1,1.0
Nijanth/teaching-assistant-backend,6d30b4e9b6040be3522b0353f9a34e65a5d4038c9ee2a9c57c843095130f38da,exact_multifile_bundle,9,1,1.0
Nishanthan02/quiz-generator,08ccb594dbde91834e3381b3e62e5fab5989228ad9cb2598bc0d5784c075718d,exact_multifile_bundle,9,1,1.0
Nitinane/StudyAssistant,d77d9323623d1d83ce97d0bd0de2fee3261ccf98404ae692983af333d92a1103,exact_multifile_bundle,2,1,1.0
NullCODER03/socratic-tutor-trackio,4f631ccdf7791862e87c9f78b97bb5616760991c53f6bb3a177ee21a849a05d8,exact_multifile_bundle,2,1,1.0
Nullpointer-KK/ai-tutor-chatbot_KK,673c0e9c57fdbc3bec64dab033af8949b71f5afa150ab30949ef41f6b2171f61,exact_multifile_bundle,7,1,1.0
One2SkipAfew/tutormina-ai,9f318ebdef5c55e5af90d29861dd6bfaa0285be14da30ea6e64b243a4ffeb42d,exact_multifile_bundle,3,1,1.0
ParulPandey/Colab_quiz_generator,2f58e4ca4b4458d78f4b31b3589b6fa748d2c16ad2ea6933bc2c678f6089553d,exact_multifile_bundle,2,1,1.0
Pavan-Kumar23/quiz-generator,552bcc154821d10848a99a05fc5fda55111fd78c096570b2b90d49db627eee56,exact_multifile_bundle,8,1,1.0
Phoenix3274/AI-Quiz-Generator,76777eb3a5d4ea55f2d70463ee9b2880a2f1821a1f474e32f52b6b6b2b79170f,exact_multifile_bundle,2,1,1.0
Pooja1218/ai-quiz-generator,dc6801b15f41907df3985f1fd03b797d72e92e539ac955af22e2091843afc383,exact_multifile_bundle,3,1,1.0
PorbAshish19/AI_Powered_Educational_Content_And_Assessment_Pipeline,3ce76d88186a7adf531607a99bc529a1d4a5e0da5e9a69be4af4dbe7e5fb6559,exact_multifile_bundle,2,1,1.0
Prak2005/AI-Powered-Personal-Study-Assistant,30433ed7463013373bfb7a8a53708fc42a0f7784559b134dfd5ff785cf3a93b8,exact_multifile_bundle,2,1,1.0
Pranshuu/educational-chatbot,9268d08405c51411f595b4571eb1b8fffbe630a93b6f2dca8f998964054f3dad,exact_multifile_bundle,2,1,1.0
Pratap1928/AI_Teaching_Assistant,e8f3debed3667cb2040b9e6459dfac8571fa1cb934ebea6df1d9495854cd16f8,exact_multifile_bundle,2,1,1.0
Premsp2005/StudyAssistant,unique:Premsp2005/StudyAssistant,insufficient_files_for_clustering,1,1,1.0
RAHYDV/teaching-assistant,62e0267f493509c488d34b7955500fb441967c592f629322d0c4cbf18ad081e8,exact_multifile_bundle,2,1,1.0
RAJKUMAR2504/AI-Study-Assistant,2e2177e58d174ba85f6a510c38e7da410cb0e4f7c21ee23f9215795ed79bedf1,exact_multifile_bundle,2,1,1.0
RabiaAbsar/genai-tutor-chatbot,7ae6561b62a6c536d8691448e52b1d6086c78ddb0fc602917b49b81d67054535,exact_multifile_bundle,2,1,1.0
Rahul2298/QuizGenerator,738e9414768c11be09fb9fc714eb423b312431311e6ab06ea25a0f9a1ea1343d,exact_multifile_bundle,2,1,1.0
Raja02424/education-chatbot,280d59d5f33bb04e478d761666273b49199470b1224932de55eade167ec31fd3,exact_multifile_bundle,2,1,1.0
Rajeev0102/StudyAssistant,94eec69e846150fc405c7f96aec61d4382773591f887987ddb87807b1376bf7e,exact_multifile_bundle,2,1,1.0
Rajesh20/AI_Tutor,044302482ef96f2639f493ba54dad6fd159b481ea83b867dee3b031b485e5117,exact_multifile_bundle,2,1,1.0
Ram05saran/ai-language-tutor,8d4d7999149508401d6191ee065b27f87df97f79dd3d75d61978ef1ebbcd5299,exact_multifile_bundle,2,1,1.0
Ramya8637/quiz-generator,b84290c7630b81c0c071d7842f22ce1d9ba62ed700ed68ac24869039a996d78f,exact_multifile_bundle,2,1,1.0
RamyaKammari/jee_ai_tutor,d9f56d5b318f2c128fc282aa5d41ef278dc5d66274cdace37f9720be1c65522e,exact_multifile_bundle,6,1,1.0
Rashpinder/RAG-based-Agentic-AI-tutor,bf9e0eeb4d9b6b0148a0f55c4068791118c6fa6dbdda57144eea4da3c10c2d90,exact_multifile_bundle,7,1,1.0
RayaRam11/Study-assistant,b727325c739c592a1672968b52068e2a72a480dfc408ab43cebb0f2c393fe35a,exact_multifile_bundle,3,2,0.5
Rayi-ss/AI-Powered-Study-Assistant,a9527c9b151bb1753707967d25e42cb2dc15ae2cba9fc04a298a7c473c6280eb,exact_multifile_bundle,2,1,1.0
Razzaqi3143/Engineering_Quiz_Generator,c5e7c0d2d1cffda0ceb609f14a356687a971905d87b787a36a0ea005104af4b9,exact_multifile_bundle,2,1,1.0
Renancaizen/quizcraft-factory-bulk-quiz-video-generator,c4325a1bc56dcc99124f1bcd2145d59d5f273ae66ff8e7a327102c3671d58e93,exact_multifile_bundle,5,1,1.0
Rishabh12j/AI_Powered_Teaching_Assistant,96352606117e00d917f399d001d7f9bb07151ee2ef4af74fe614f794daa29f70,exact_multifile_bundle,2,1,1.0
Rishabh12j/Teaching_Assistant_AI,fd0d1b1f75dfb9562c3aece1c124ec9c906ced785f9066a9fc4fad87bbc9a2d0,exact_multifile_bundle,6,1,1.0
Riya00/quiz_generator,83e53e22dac8325bfe5fd3cd473fa057fcc5b5ed2b7dda2d37e80bfd8b9e4e8d,exact_multifile_bundle,2,1,1.0
Rohit8827/StudyAssistant,dd5a4e1c41a931465d78a065acdd6fbb7be7886f6846391acd34accb5c3d9dfe,exact_multifile_bundle,2,1,1.0
Rosh-2/physics_tutor_chatbot,aa9ccc82e04e4eb2abb4b32b3cc70beb76458a117154446b159184d4f1290509,exact_multifile_bundle,2,1,1.0
Rupesx007/quiz_generator,a0554cd4a1f1b2533a24339f2814948baa9f1443614f9739d45ec60b7504e754,exact_multifile_bundle,2,1,1.0
Rushi420/StudyAssistant,14a96955246a41daf9ad3b4a2d81317920914062f4ba9b8ae7cc0b9a0b5411eb,exact_multifile_bundle,2,1,1.0
Rushikesh1137/my-study-assistant,unique:Rushikesh1137/my-study-assistant,insufficient_files_for_clustering,1,1,1.0
Rushikesh1137/studyAssistant,unique:Rushikesh1137/studyAssistant,insufficient_files_for_clustering,1,1,1.0
SBDeploy/Study_Assistant,02adadb918da4f918573370c5abcc8a7addb5923cc0db36394b39a5fcc0861a0,exact_multifile_bundle,2,1,1.0
SH1VAM-2027/studyAssistant,544be3296e26b14ebc65d27a49c75b9b2fbe092f5dd266528a6593fc19be758e,exact_multifile_bundle,2,1,1.0
STUDY-WITH-S-K/k-study-assistant,unique:STUDY-WITH-S-K/k-study-assistant,insufficient_files_for_clustering,1,1,1.0
SaanviWatrana/saanvi-ai-study-tutor,5e3cc0045c4d2e94490370bb420e53e67b02d0d4cd939f7d7f120b844b700482,exact_multifile_bundle,2,1,1.0
Sadem-12/AI_Study_Assistant,0686c6b8b7bc2b04ab25cd6b134237b5341ce9b9e452893ca1a34a9dadf01378,exact_multifile_bundle,6,1,1.0
SahilGupta4/Study_Assistant,f0fae8e9f86c1888f0e86041e009b320eef399f88420ef10ac8d175dc0642c82,exact_multifile_bundle,2,1,1.0
SaiAbhiYaswanth/study_assistant,c391fbb17741564381cd07b63edde9c7a88ec149461d901d9ddf40a67c6af674,exact_multifile_bundle,3,2,0.5
SaiRithwik2004/StudyAssistant,35d2a13aac80fc9feecbc9e93052e6548bb70f8b658a7b12f87d4add5dacf2e3,exact_multifile_bundle,2,1,1.0
Sajid1974/Socratic_QA_GenAI_Tutor,163ed0f670032c92a1d367d220824a9d509cdd21fe1cbc3bd04336b350dea6e1,exact_multifile_bundle,9,1,1.0
Samanfatima563474/tutor-ai,ccd7d367e7c4d998826e2482128aa771803e9fc0e5225bb2b09c9a530124b53a,exact_multifile_bundle,4,1,1.0
SambaReshma/AI_TUTOR,c988100a011274ab9499d06c2ddfe829e0d3eb595073cf81b134d95f2b0b853c,exact_multifile_bundle,2,3,0.3333333333333333
Samyakj69/Study_Assistant,35ead178104937448f1a490e043147793dbd5c407a042a520a937400264926a4,exact_multifile_bundle,2,1,1.0
SanaBegum23/AI_tutor,8a5f0dd3e6c99a317fbe289cf08cff22db7b49772a8c6e2661878d39aeb6cd7b,exact_multifile_bundle,2,1,1.0
Sanjay-Ai/AI-Powered-Socratic-Teaching-Assistant,bc9d37f95f35c44046f652cd421c9869ccd683ec274191f2c1f482327423d2ca,exact_multifile_bundle,2,1,1.0
Sanjay0102/StudyAssistant,28720aa836422f256d1a034181914cf84fa69a2519213fc8ebf86af96c8a040b,exact_multifile_bundle,2,1,1.0
Santoshtambe/ai-study-assistant,f7275bce02c9e5e3922c97d05302638ca76f8229e342ece9fb757f9c5ac47ce3,exact_multifile_bundle,2,1,1.0
Santoshtambe/study_Assistant,9c76d1d5092533c8c85e6973a09d54269845a3f8244ac484eba1d01a7a68cf55,exact_multifile_bundle,2,1,1.0
Saravana-Saro14/Educational-chatbot,unique:Saravana-Saro14/Educational-chatbot,insufficient_files_for_clustering,1,1,1.0
Sayan21/Video-Tutor-AI,4a0fbd69274cb677b60f63bfe188301939e179968261e3f059262dcd2c7a4547,exact_multifile_bundle,9,1,1.0
Sayu28/Education-Chatbot1,unique:Sayu28/Education-Chatbot1,insufficient_files_for_clustering,1,1,1.0
Sd2468/assamese-gyanguru-class-10-learning-companion,245dfb57774d6d7bf2f950bedbe42ee3f5ba0864a50b22ae264df709b6dab339,exact_multifile_bundle,4,1,1.0
Selenophile786/physics-ai-tutor,ffb29fff5cd9a02b030c001bd1fe3dd4db22deb55a797d916c08576ec8b7f147,exact_multifile_bundle,4,1,1.0
SenHoa/edupulse-smart-learning-companion,48a344cfdb8e9adc813290830fed3f0a09b82d991b34c6255d43924b0b0cdc39,exact_multifile_bundle,6,1,1.0
SerotoninRonin/Quiz-Generator,8412b8f9299722939e841fae0261f507a6626a02b24a4e7ac8da5f661e60b67e,exact_multifile_bundle,2,1,1.0
Shahbazakbar/AI-Tutor,a5f5694c3ef3b9c3da85f505dd3bb261330e1b855e46a03887addf13137d9637,exact_multifile_bundle,2,1,1.0
Shahbazakbar/RAG-AI-Tutor,bae103ad560685e39d0500676d13fbf5a8c25caa5faf4d9b362589adbdf9e20c,exact_multifile_bundle,2,1,1.0
Shiivamm/Rag_based_ai_teaching_assistant,909890c7b59ce52af0be1fc641958c8279d1ef3ae6f98b9829c19848ae79441a,exact_multifile_bundle,2,1,1.0
Shintu/techtutor-digital-learning-companion,unique:Shintu/techtutor-digital-learning-companion,insufficient_files_for_clustering,1,1,1.0
Shivam10lm/ai-teaching-assistant,c0926b1f803da6399eda9e375822ca816facef59194b1e211b31d69ea85d63d8,exact_multifile_bundle,3,1,1.0
Shivateja23/DS_AI_TUTOR,ee21355800465db68b5899020ff0cd2ebac4f1bfbcc8d33500eff14be97a74d4,exact_multifile_bundle,2,1,1.0
Shlok1005/Voice_chatbot_tutor,35f965f5b603753f5ecba2878d117ceaaeee6cb12e52ae7b4ad316fdccf3f7a5,exact_multifile_bundle,3,1,1.0
Shourya1708/my-study-assistant,unique:Shourya1708/my-study-assistant,insufficient_files_for_clustering,1,1,1.0
Shubham-8441/My-study-assistant,unique:Shubham-8441/My-study-assistant,insufficient_files_for_clustering,1,1,1.0
Siddhisapkal/AI_Tutor,09b2d4119b174aa282343e4eeb0eb548f866fec038f67292793a319d8c0a2921,exact_multifile_bundle,2,1,1.0
Sindu31/IntelliGent-AI-Tutor-System,da1f617320bb1e338e52313203d584c7d1099698d389e7fe6fbf68cdfddb7a91,exact_multifile_bundle,3,1,1.0
Sirichandanasamala/AI_TUTOR,19d5ec0595fdd4997cf2747896ecf2aa0b93914533ff5944e6f6ff9dfbc59eba,exact_multifile_bundle,2,1,1.0
SirigajjeDurga/AI-Personal-Tutor,6f932376ea5747f8766d970fd24c0e187841bcb02c3c29ea0c4db065facbecba,exact_multifile_bundle,7,1,1.0
Solkyash/Ai-study-assistant,unique:Solkyash/Ai-study-assistant,insufficient_files_for_clustering,1,1,1.0
SonuKumarML/StudyAssistant,unique:SonuKumarML/StudyAssistant,insufficient_files_for_clustering,1,1,1.0
Sonusawant06/brainybytes-ai-smart-learning-companion,unique:Sonusawant06/brainybytes-ai-smart-learning-companion,insufficient_files_for_clustering,1,1,1.0
Sree1216/AI_tutor,unique:Sree1216/AI_tutor,insufficient_files_for_clustering,1,1,1.0
Sreehan1223/socratic-scholar-ai-tutor,cf9e49345c39748421b96a82bea5dc8ca7a93d3da5ae3b908a525ad7e1ca86b1,exact_multifile_bundle,4,1,1.0
Sri921980/Ai_Tutor,f1f8ed2abd31f9ef64f638c2e5f3556562c9dd6f373633c504702a60f59e430b,exact_multifile_bundle,2,1,1.0
SrihithaReddy123/AI_TUTOR,8440081c8d48abc4045f9aece34bb3b8f82335d6a22aa39156c3b69165e2589c,exact_multifile_bundle,2,3,0.3333333333333333
Srushtii-13/Study_Assistant,c8798b2068d6e43a7b707e8d2bacbc80de9509e4ab990886a9c8f786c02f0337,exact_multifile_bundle,2,1,1.0
Suharika25/AI_TUTOR_GEMINI,aa1fe329cc828c71e2a532552c4bdb49f0324880b372b3d73aa3e1711451d145,exact_multifile_bundle,2,7,0.14285714285714285
SujithRaam07/StudyAssistant,e73c0c59a872e3be894827bc8a20fd091348b55df87794d1f9ec2a5d55bde4e4,exact_multifile_bundle,3,1,1.0
Sujithraam/StudyAssistant,85df7b822ee1e37304f7a92dbf2aa4c72284a0a0228b82c91c23cc9f8ea4ce3a,exact_multifile_bundle,3,1,1.0
TANVEERMAKHDOOM/Ai-quiz-generator,3d2b36ed8681c6a6ec6f14f00ab00e5e8e45fb28f8f89407eb7195b5d581d782,exact_multifile_bundle,2,1,1.0
Tas01/ABA-AI-Tutor,f202411b091dc7b3f951308fbc04a4f6bdce60752122a378287ac8fcb4a8cc10,exact_multifile_bundle,2,1,1.0
Techplayer/brainscribe-local-learning-companion,c7459ad14181ce72c440d0bd04ee1d1e890a2954fde8141272d7adaf6ef071fe,exact_multifile_bundle,6,1,1.0
TeerthPurohit/RAG-TradingWithML-Teaching-Assistant,0984532fe05d93d1eede4d571b4c7e21baa4a3e667ffefbadd6a2cad61e1ca66,exact_multifile_bundle,4,1,1.0
Tejas088/edugenius-ai-smart-learning-companion,1ef633da206b7bdeaf075ffbfa0a75b958af2585c1f516d07bad4cf29ba35c0a,exact_multifile_bundle,4,1,1.0
TheBeast017/eduweave-ai-learning-companion,unique:TheBeast017/eduweave-ai-learning-companion,insufficient_files_for_clustering,1,1,1.0
TheMEGALODON55681/brainybyte-ai-learning-companion,unique:TheMEGALODON55681/brainybyte-ai-learning-companion,insufficient_files_for_clustering,1,1,1.0
Thepatelsuraj12/Rag-based-AI-Teaching-Assistant,4f046a5644a878cdf888ae9b2d74a6b39bfcba354039c117f69d30dc9baa8249,exact_multifile_bundle,2,1,1.0
Tomjedo/Education_Chatbot,1f9b6e787c2647ad7ddefae5e72f0b5c977e3bd4415896ed00a92a047d402f24,exact_multifile_bundle,2,1,1.0
Tonic/open-gpt-Lesson-Plan-Generator,unique:Tonic/open-gpt-Lesson-Plan-Generator,insufficient_files_for_clustering,1,1,1.0
Trinesh16/StudyAssistant,35190972623d5926bde25f32f89521ecdbfe12b1cb6c64add83dec398eafd643,exact_multifile_bundle,2,1,1.0
Trivikrama/Physics_Lesson_Plan_Generator,04f61257a39b10f03d348ce53a9a908cfa4fe415ec85a4cd1a12627e9e591fbe,exact_multifile_bundle,2,1,1.0
Troy88/Quiz-Generator,537cb658540356b42c75ebb6458c07b5b1603b5b03c97dadea49d26fb4efff17,exact_multifile_bundle,2,1,1.0
Turbiling/Backward-Design-Lesson-Plan-Generator,48e7753beb53b8a284060d2595cae4f74823a7fe60519aa05fae897a6d1a6cd6,exact_multifile_bundle,2,1,1.0
Turbiling/GB_Education_Chatbot,bd7424d7eb2c6799eca45f1df51f2787f03f71596aaecb6bbf1110ee64368385,exact_multifile_bundle,2,1,1.0
Turbiling/Lesson_Plan_Generator,1011a7d17aa98fa842e72da04147f2dd9b383e6a9e8c0719822ff3b39bb2074d,exact_multifile_bundle,2,1,1.0
Turbiling/Sharqi_Education_Chatbot,07aa9e02a2d3cf3ad71a3770d0cb87812bbfbdd54a836fc6d4be43e79c64dbe0,exact_multifile_bundle,4,1,1.0
Tutor-Ai-100/AI_Tutor_Chatbot,2260ed0a9bb371b11b87c33d34465925dd5f973d099c33321a39ae1f76e9e657,exact_multifile_bundle,2,1,1.0
Ty890/merlin-ai-is-an-advanced-educational-pla,c647279f1d1f303923136de21ea241918dc5557df1b613c816768e17d9008529,exact_multifile_bundle,4,1,1.0
Udayveer1990/Language_tutor,74c5e8b0518943921f0f010e446788edbbbdd58b6eacde14a04c16b609b8feab,exact_multifile_bundle,2,1,1.0
Ukhanyo/quiz-generator-ai,unique:Ukhanyo/quiz-generator-ai,insufficient_files_for_clustering,1,1,1.0
Ukiji/darsiyar-the-smart-learning-companion,1f1800dbc39deb0f8761e9759b76be5fe9aa976ebe57d131a00b9b85aa57da9b,exact_multifile_bundle,4,1,1.0
UlliInduSree/AI_Tutor_Chatbot,50cf63802d172890d3b706f149de716f3529e24b4cada39cab6c556d96ebcbab,exact_multifile_bundle,2,1,1.0
UmarIqbal000/quiz-generator-ai,3f6fd9a8de2f2d7d730e6e34e3e98f214277230366551278fb0f259070cb7fe1,exact_multifile_bundle,2,1,1.0
Us-er-na-me/QuizGenerator,7abf0dc40c7ae32078f92e086e539678aaa1e28539b70077f8cb6ebadc6d048d,exact_multifile_bundle,2,1,1.0
VENDORXX/studyfetch-ai-learning-companion,unique:VENDORXX/studyfetch-ai-learning-companion,insufficient_files_for_clustering,1,1,1.0
VSrilekha/AI-Tutor,929c51ca8107566e01f708c0cda6eded60389eea0debf29bae402e39477c63e2,exact_multifile_bundle,2,1,1.0
Vaibhava24/my-study-assistant,2e357c61ef3741d187f8615d4d3a1feedd3865e8beb238af498215cc7166c18c,exact_multifile_bundle,2,1,1.0
Vaishnav-00299/my-study-assistant,54ada45b78b66a01b0aad5cdd6666fc7232f2a11773975214052c3e34dddb190,exact_multifile_bundle,2,1,1.0
Varshareddy1106/AI_TUTOR,8440081c8d48abc4045f9aece34bb3b8f82335d6a22aa39156c3b69165e2589c,exact_multifile_bundle,2,3,0.3333333333333333
VarunGoud314/Study_assistant,5b08144521c5eb0ebfeb77ebd85d6140460743d34aabf498b84fecbd90826a00,exact_multifile_bundle,2,1,1.0
Vijayendra3233/my-study-assistant,unique:Vijayendra3233/my-study-assistant,insufficient_files_for_clustering,1,1,1.0
VinayKarthik800/ai-tutor,unique:VinayKarthik800/ai-tutor,insufficient_files_for_clustering,1,1,1.0
VishnuSai05/Study_Assistant,1a64c5a2ddc990299631b00e15ba2286d16879abaa7f9beb568ef1a5ef6d6959,exact_multifile_bundle,2,1,1.0
Xzylie/studysync-your-smarter-learning-companion,unique:Xzylie/studysync-your-smarter-learning-companion,insufficient_files_for_clustering,1,1,1.0
YKDep/StudyAssistant,2d227688bda816a695fee8c4342791eb9bdf31a5cba2e35c2ae1107d772f25a3,exact_multifile_bundle,2,1,1.0
Yasir-Bhatti/Education_tutor_chatbot,6256a7c1b68ba2946e46d5a1f81c596209ce6b13b34103a9308f0e19383221c6,exact_multifile_bundle,2,1,1.0
YasirAnsari/AI_tutor,5b676ff123db87a3300e1d9080c68bc9abe4380f85d00eb8c6fa3025f4d1e70b,exact_multifile_bundle,2,1,1.0
Yasirkhalil12/ai-quiz-generator,dc3d9bf7100cadd1f02cae4345549234a0d7fd9804e10ffbdb3724f6f2184496,exact_multifile_bundle,2,1,1.0
Yenuli-Bimanya-404/ai-study-assistant-multilang,1b651eb5fe0639ab14bff6c7b54d191bcd72037c6027d9178533b6dafb4e8e8b,exact_multifile_bundle,2,1,1.0
Younis123/Education_Assistant_chatbot,72ff77a504ea2013ba5d3744e1d20c091692c3a21dbd47119af51183745e5718,exact_multifile_bundle,2,1,1.0
Yuvasriiii/personalized_study_assistant,3bbb422fa66c6ad9ac745ca394c2d13a3f223727e1e8a9cd7d4a8a4f080373f0,exact_multifile_bundle,2,1,1.0
Zukhanyezux/hr-mentor-bot-pro-your-ai-learning-companion,a399649cc4b9c8acda516359fcc818571b9f74868c33b8da1fdcad889540b4ee,exact_multifile_bundle,6,1,1.0
aakashdevdat/Quiz_generator_1,dd01c889d3dda70f96ad4ed21bab2b534ee36a268a52e440482a4ded6365470d,exact_multifile_bundle,2,1,1.0
aankitroy/AI_Course_Generator,unique:aankitroy/AI_Course_Generator,insufficient_files_for_clustering,1,1,1.0
aazankhanYousafzai/Ai_Study_Assistant,054f2e380c9ae3a286c7d9a870f43c6a5fbfa874420a921f3c08e269f8d9513a,exact_multifile_bundle,2,1,1.0
abai-cn/linux-teaching-assistant,ba3f90765ba98c3cb529749e3c665d4317e006a947dfddb3938719d47a86f86f,exact_multifile_bundle,9,1,1.0
abdullahkhankakar/quiz-generator,1e880781e1bf41d2976195ad422e32645386089fd42c9fc86b1009f031a9f119,exact_multifile_bundle,6,1,1.0
abhey-patel/quiz-generator-space,5dc1ea10c0859727ec7af6ee4715d02d9f9a7104cc082faba44b7c5712949291,exact_multifile_bundle,2,1,1.0
abisheakm/brainybytes-ai-learning-companion,unique:abisheakm/brainybytes-ai-learning-companion,insufficient_files_for_clustering,1,1,1.0
abubakaraabi786/programming-tutor-chatbot,402a87239d07edbba11c613864f54c579b274213b45eea3b4e7d046e8745712b,exact_multifile_bundle,2,1,1.0
adil1598/edubot-ai-latex-learning-companion,c3d461496a32c8bfab87666869ab187230f01a10e6111f4c5dbc9fc337b74dda,exact_multifile_bundle,5,1,1.0
adriiita/TeachingAssistant,77462e0ba05b90aef1718cf3bb8ba5f994ce7a3adcdaa5ebf266a1c396121bae,exact_multifile_bundle,5,1,1.0
ajmalllllllll/loksewaai-pal-your-study-buddy-assistant,9d657adb816ade8d3209125acc6b39b4284d6958eaef72fb71c1d5a02d7690d6,exact_multifile_bundle,6,1,1.0
akhileshjethi/Study-assistant-ai,7bf4cfdfa971560d0d72c13d918dc6345bd5a28a3ec8a81d1d16c7d6e6b8cc03,exact_multifile_bundle,2,1,1.0
akshay0149/TeachingAssistant,265327b798966b37ababc460928c9dfbbb549955acedba2622102ffd1a3cc94c,exact_multifile_bundle,2,4,0.25
alusinebarrie/ai-teaching-assistant,23fe58352b3e1d311f8cc50a17ea1b2fd86ceb15f12a75181adf434454efc4d4,exact_multifile_bundle,2,4,0.25
alusinebarrie/your-ai-teaching-assistant,faf7aea4cb7c00816f5f7342b6fc4e72919d9a3e05e9e0384e15cd5077691ec2,exact_multifile_bundle,2,1,1.0
amalrajmp/StudyAssistant,26f24aca53111aa51658a333f87ae219b962ec152c1f0fffb76fae63065ef114,exact_multifile_bundle,2,1,1.0
aman7935/Quiz_generator,unique:aman7935/Quiz_generator,insufficient_files_for_clustering,1,1,1.0
anir-1995/AI_Quiz_Generator,4084745d0b8470df5ae19ddb707e1a5082dcb919d746b4e7c24961c17bf5031a,exact_multifile_bundle,3,1,1.0
anissh2026/StudyAssistant,unique:anissh2026/StudyAssistant,insufficient_files_for_clustering,1,1,1.0
ankittumu/Ace-Study-Assistant,cd96d4872dc4683c4dd10c0bc912bb3f0dd9c06f8d8046804fe077acf53365d7,exact_multifile_bundle,2,1,1.0
antedotee/teachingAssistant,b3542bc971d4307063d940bdd1849b4d3fab5f630b5e2c628c10628b7e1be22c,exact_multifile_bundle,4,1,1.0
appcreator199/studyassistant,78f7d9624071228f2d57eb2e9c80f8fcc538d065630d82707d411117c71e7fde,exact_multifile_bundle,2,5,0.2
ariyonshayne/StudyAssistant,unique:ariyonshayne/StudyAssistant,insufficient_files_for_clustering,1,1,1.0
arjunjuneja/socratic-tutor,a92d217bc3d5cda3bee6894c507e621532f347a18d594b2ebea39f9e1865857f,exact_multifile_bundle,9,1,1.0
arjunnnnn0720/StudyAssistant,64360d1c65a8f9d8e5eded7e9e23a725cebf9fe6b4f0cb30cd8974cb90a6a849,exact_multifile_bundle,2,1,1.0
arkiitkgp/AITutor,05314f4fd64a6ae5668c03dbfef67be3c310babe2bc5b1aa101f34d777886f9a,exact_multifile_bundle,2,1,1.0
arsalan16/Quiz-Generator-App,35b1dd906d72b307fa5aab5944671c472aca00e7329975d8d8bbadaea0daa1e2,exact_multifile_bundle,2,1,1.0
arumugam-rockstar/Myfirst-AITutor,unique:arumugam-rockstar/Myfirst-AITutor,insufficient_files_for_clustering,1,1,1.0
asad9641/AI-Study-Assistant-Ragbase,5a0ff86c700e5a16e45475ffc56802b591e10a1e1e561d9aeb62f378e35a1a1a,exact_multifile_bundle,2,1,1.0
astro546/brainyboost-turbocharged-learning-companion,ee22fae5687d76e66f28d07286daa6f76d4c67022ee2ff1633a03772fff8f7fa,exact_multifile_bundle,2,1,1.0
aviatrix/Ai_Powered_Study_Assistant,fca443d552bc1c90c2fc44142069ff2207c4a4bcc161d9a82fe5c4216b2dc85a,exact_multifile_bundle,2,1,1.0
ay3shaa/ai-study-assistant,44f41309c5a94130226a69c4097d3400d4de17db41f2dd7dd49cac0846f06f72,exact_multifile_bundle,6,1,1.0
ayudellastuti/rag-quiz-generator,cec094b24475450fea14441b3c83edf96cd8f2c1a3fa1496ef7f4c1622b107ab,exact_multifile_bundle,9,1,1.0
ayushpatil003/study_assistant,unique:ayushpatil003/study_assistant,insufficient_files_for_clustering,1,1,1.0
ayushsainime/socratic_maths_tutor.ai,a4dd8c8c387d85cb2de52c3ca1aa46c4ee37c8efc8bc78316e8f475117be0ad9,exact_multifile_bundle,9,1,1.0
barjacca/medcoach-ai-medical-learning-companion,8c44f00d7810ad5f136f764a23860336791bc07cc84ab8c2eabaed382110b2f1,exact_multifile_bundle,5,1,1.0
