space_id,revision_role,revision,revision_date,provider,layer,evidence_type,evidence_value,source_file,confidence
Ramya8637/quiz-generator,earliest_analyzable,6e9c03c8b1ada1d52d1839dfd9a7ccc8ac2bb90a,2025-09-21T09:55:41.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
RamyaKammari/jee_ai_tutor,earliest_analyzable,e2edd9030a9fb410fc14fbcdb785ad0df8791199,2024-07-09T21:08:32.000Z,Hugging Face,inference_service,code_signature,hf_inference,query_data_models.py,high
RamyaKammari/jee_ai_tutor,earliest_analyzable,e2edd9030a9fb410fc14fbcdb785ad0df8791199,2024-07-09T21:08:32.000Z,OpenAI,inference_service,code_signature,openai_official,create_database.py,high
Rashpinder/RAG-based-Agentic-AI-tutor,earliest_analyzable,db3b226b4e445b6971f74053900c410497f232d5,2026-01-13T09:03:50.000Z,OpenAI,inference_service,code_signature,openai_official,app.py,high
Rayi-ss/AI-Powered-Study-Assistant,earliest_analyzable,b15a6dfea7199ac475007f51210240a82cc37bef,2025-10-27T11:43:47.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
Razzaqi3143/Engineering_Quiz_Generator,earliest_analyzable,ac774985c09be081fd945a8c7214cd1d084d6493,2024-11-10T04:52:05.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
rcventura108000/Sophia-Ai-english-tutor,earliest_analyzable,fc80cd6b8991897877ddf499db2c64972584395a,2025-07-27T22:34:33.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
rexiy/study_assistant,earliest_analyzable,1db32839ec86d8fd9689ccfcd78e8fc3d6df2c35,2026-02-19T08:59:41.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
rexiy/study_assistant,earliest_analyzable,1db32839ec86d8fd9689ccfcd78e8fc3d6df2c35,2026-02-19T08:59:41.000Z,Google,inference_service,package,google-genai,requirements.txt,high
rgos20000/Quiz_Generator,earliest_analyzable,cc5b226578ddc5332a1707a4f73d69c2e09637f7,2026-03-16T01:12:11.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
Rishabh12j/AI_Powered_Teaching_Assistant,earliest_analyzable,9c6536f8a830d55956dd4d2b5d738999d6c6c398,2024-04-27T03:35:47.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
Rishabh12j/Teaching_Assistant_AI,earliest_analyzable,14dd2583fa8e242345f23e8480f6ea76fcde6089,2024-09-28T10:11:39.000Z,OpenAI,inference_service,code_signature,openai_official,app.py,high
rk803/Data_Science_Tutor_Ai,earliest_analyzable,01baaa1272f08d5e2910a4fc274205ad746b417c,2025-03-15T03:54:41.000Z,Google,inference_service,package,google-generativeai,requirements.txt,high
rk803/Data_Science_Tutor_Ai,earliest_analyzable,01baaa1272f08d5e2910a4fc274205ad746b417c,2025-03-15T03:54:41.000Z,Google,inference_service,package,langchain-google-genai,requirements.txt,high
Rohit8827/StudyAssistant,earliest_analyzable,f7a5535d26c5bef179ae91e77ebdc3e480eaae9c,2026-06-13T12:40:41.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Rohit8827/StudyAssistant,earliest_analyzable,f7a5535d26c5bef179ae91e77ebdc3e480eaae9c,2026-06-13T12:40:41.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Rosh-2/physics_tutor_chatbot,earliest_analyzable,2e86b79517352c6fb722056d352128e0afdc26e6,2025-05-23T15:02:29.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
Rosh-2/physics_tutor_chatbot,earliest_analyzable,2e86b79517352c6fb722056d352128e0afdc26e6,2025-05-23T15:02:29.000Z,Groq,inference_service,package,groq,requirements.txt,high
roshandakhore2003/nuron-teaching-assistant,earliest_analyzable,9334d7c76cd43121f797810f64182dbbe8d8b8b2,2026-05-21T16:21:06.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
roxqtang/ai-teaching-assistant,earliest_analyzable,8fe50ee1144e7770398710848711332b25a71c3a,2025-04-25T23:41:04.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
roxqtang/ai-teaching-assistant,earliest_analyzable,8fe50ee1144e7770398710848711332b25a71c3a,2025-04-25T23:41:04.000Z,Google,inference_service,code_signature,gemini_sdk,gemini_chatbot.py,high
Rupesx007/quiz_generator,earliest_analyzable,7936e2f46cc6c26b6ac6b06f06010fe70da128e1,2025-03-03T23:34:11.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
Rushi420/StudyAssistant,earliest_analyzable,c97394d4f5f0ac8f729647d15e3496477f4e6ca7,2026-08-29T12:52:33.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Rushi420/StudyAssistant,earliest_analyzable,c97394d4f5f0ac8f729647d15e3496477f4e6ca7,2026-08-29T12:52:33.000Z,Google,inference_service,package,google-genai,requirements.txt,high
sabahat-shakeel/study-assistant,earliest_analyzable,55f86b3a55c3f846a72c2d1af86dbe8c194c3dbd,2024-11-06T11:18:58.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
sabrineoueslati/quiz-generator,earliest_analyzable,64256d77097d7a7422332bef66065e4579a0c570,2026-05-10T23:05:30.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
sabrineoueslati/quiz-generator,earliest_analyzable,64256d77097d7a7422332bef66065e4579a0c570,2026-05-10T23:05:30.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
sachi2004/ai-study-assistant,earliest_analyzable,00085906d4c14aa2df367eb9f7d5f6cedf7a3d63,2026-07-30T12:49:27.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
sachi2004/ai-study-assistant,earliest_analyzable,00085906d4c14aa2df367eb9f7d5f6cedf7a3d63,2026-07-30T12:49:27.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Sadem-12/AI_Study_Assistant,earliest_analyzable,2e1c7d84212ad36833d9abd232e9523ec9a68b12,2025-02-25T13:15:36.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,summarization.py,high
SahilGupta4/Study_Assistant,earliest_analyzable,38f9ee2c8ae6ff9b91992c3894c973c310ddd060,2026-04-23T08:50:55.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
SahilGupta4/Study_Assistant,earliest_analyzable,38f9ee2c8ae6ff9b91992c3894c973c310ddd060,2026-04-23T08:50:55.000Z,Google,inference_service,package,google-genai,requirements.txt,high
saikumar27/AI_Powered_Data_Science_Tutor,earliest_analyzable,4db7ba9a8f6f2df63303a1730fe69e0d9fd4e6ab,2025-03-11T15:23:47.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
saimahashmi/ai-study-assistant,earliest_analyzable,5e4509d88871214833cb6625d75ca2b7d5840d7e,2026-03-27T04:50:05.000Z,Google,inference_service,package,google-generativeai,requirements.txt,high
saimahashmi/ai-study-assistant,earliest_analyzable,5e4509d88871214833cb6625d75ca2b7d5840d7e,2026-03-27T04:50:05.000Z,Groq,inference_service,package,groq,requirements.txt,high
saimahashmi/ai-study-assistant,earliest_analyzable,5e4509d88871214833cb6625d75ca2b7d5840d7e,2026-03-27T04:50:05.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
sairaarif89/AITutor,earliest_analyzable,ac871ea885c2c194f6c245bc911a606ca5710a92,2025-02-13T16:05:25.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
SaiRithwik2004/StudyAssistant,earliest_analyzable,6577004e8e9b185e557875beb35eb1c39e2c4ca5,2026-07-06T07:35:03.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
SaiRithwik2004/StudyAssistant,earliest_analyzable,6577004e8e9b185e557875beb35eb1c39e2c4ca5,2026-07-06T07:35:03.000Z,Google,inference_service,package,google-genai,requirements.txt,high
salsh093/SEG_StudyAssistant,earliest_analyzable,667a57673e4ad3924f144aabd302ce3a1a100d9c,2025-02-21T16:26:02.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
sameekghosh/ai-python-teaching-assistant,earliest_analyzable,d03833821a65f16b8a0de1a6f12c9005e013fd4f,2025-06-29T11:16:17.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
sameekghosh/ai-python-teaching-assistant,earliest_analyzable,d03833821a65f16b8a0de1a6f12c9005e013fd4f,2025-06-29T11:16:17.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
samekbotfactorycz/aitutor,earliest_analyzable,78de347498eb9f5df0ad634cc01b96691591f667,2025-01-12T21:27:21.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
Samyakj69/Study_Assistant,earliest_analyzable,9323a7744d61e8e389cb73083591875a1401dfee,2026-04-26T04:56:38.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Samyakj69/Study_Assistant,earliest_analyzable,9323a7744d61e8e389cb73083591875a1401dfee,2026-04-26T04:56:38.000Z,Google,inference_service,package,google-genai,requirements.txt,high
SanaBegum23/AI_tutor,earliest_analyzable,5caa2e0134e9c32eda6f6d9929ab31426fcb2b7b,2026-07-03T09:52:38.000Z,Google,inference_service,package,google-genai,requirements.txt,high
sanakousar/AI_TUTOR,earliest_analyzable,3f9fca1819e6a18fd7b1fedf806d6bba0c942f71,2026-07-02T09:42:26.000Z,Google,inference_service,package,google-genai,requirements.txt,high
sanchezpaez/speech_to_text_to_speech_language_tutor,earliest_analyzable,a8b3c6795296e080f2f4c39d6285288af69b8754,2025-04-23T09:31:01.000Z,OpenAI,inference_service,code_signature,openai_official,app.py,high
sangareddijaswanth/study_assistant,earliest_analyzable,0a58705ef85874f31a60e1cce8d513d672e67aba,2026-07-15T07:37:39.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
sangareddijaswanth/study_assistant,earliest_analyzable,0a58705ef85874f31a60e1cce8d513d672e67aba,2026-07-15T07:37:39.000Z,Google,inference_service,package,google-genai,requirements.txt,high
sanjana033/my-study-assistant,earliest_analyzable,a41826ee7cfa02e3e10cf8e4e3e78cb946607ed6,2026-05-04T16:11:45.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Sanjay-Ai/AI-Powered-Socratic-Teaching-Assistant,earliest_analyzable,08d966e6e3eec38432386846be28c88169ee0fd4,2024-10-01T20:05:04.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Sanjay-Ai/AI-Powered-Socratic-Teaching-Assistant,earliest_analyzable,08d966e6e3eec38432386846be28c88169ee0fd4,2024-10-01T20:05:04.000Z,Google,inference_service,package,google-generativeai,requirements.txt,high
Sanjay0102/StudyAssistant,earliest_analyzable,bd6ef27b88668f0d448dc7625d09fd00aae0b18c,2026-05-02T03:08:03.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Santoshtambe/ai-study-assistant,earliest_analyzable,5667d714606ea6e8682d6c398a0eced66c249b9d,2026-07-16T18:38:28.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Santoshtambe/ai-study-assistant,earliest_analyzable,5667d714606ea6e8682d6c398a0eced66c249b9d,2026-07-16T18:38:28.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Santoshtambe/study_Assistant,earliest_analyzable,af94f1e1da791f22c76fb1aaf004658947896002,2026-07-16T19:09:08.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Santoshtambe/study_Assistant,earliest_analyzable,af94f1e1da791f22c76fb1aaf004658947896002,2026-07-16T19:09:08.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Saravana-Saro14/Educational-chatbot,earliest_analyzable,ae57ae7fda4ea4a7823aa41bd3355b28eb421c0c,2026-01-31T15:07:00.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
saru21/study_assistant,earliest_analyzable,aada67008cbfca89b7b6f9700a57cf4043a7af1f,2026-07-07T05:39:42.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
satvik452007/Study_assistant,earliest_analyzable,73e19a800415a12e2243e3f99e7361cbc947bbcf,2026-03-30T08:32:48.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
satvik452007/Study_assistant,earliest_analyzable,73e19a800415a12e2243e3f99e7361cbc947bbcf,2026-03-30T08:32:48.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Sayan21/Video-Tutor-AI,earliest_analyzable,5db49a721c1312d7c79451b91b83ae3e669492e5,2026-03-21T20:07:36.000Z,Google,inference_service,code_signature,gemini_sdk,backend/rag.py,high
Sayan21/Video-Tutor-AI,earliest_analyzable,5db49a721c1312d7c79451b91b83ae3e669492e5,2026-03-21T20:07:36.000Z,Google,inference_service,code_signature,gemini_sdk,backend/utils.py,high
Sayan21/Video-Tutor-AI,earliest_analyzable,5db49a721c1312d7c79451b91b83ae3e669492e5,2026-03-21T20:07:36.000Z,Google,inference_service,package,google-genai,backend/requirements.txt,high
SBDeploy/Study_Assistant,earliest_analyzable,edc833ca09c6a846faa6f84da6f70ead30d94749,2025-11-26T11:38:19.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
SBDeploy/Study_Assistant,earliest_analyzable,edc833ca09c6a846faa6f84da6f70ead30d94749,2025-11-26T11:38:19.000Z,Google,inference_service,package,google-genai,requirements.txt,high
SerotoninRonin/Quiz-Generator,earliest_analyzable,7e947e210bf3d7226316025148a00ac65e078e6e,2025-08-17T00:04:36.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
SH1VAM-2027/studyAssistant,earliest_analyzable,5ad2bfc64fda0a14ff55069da6535ed47c7c253e,2026-07-15T07:59:27.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
SH1VAM-2027/studyAssistant,earliest_analyzable,5ad2bfc64fda0a14ff55069da6535ed47c7c253e,2026-07-15T07:59:27.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Shahbazakbar/AI-Tutor,earliest_analyzable,04b53e558e22a406e216d0e25a2bfd95b31753e0,2025-02-22T11:23:51.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
Shahbazakbar/RAG-AI-Tutor,earliest_analyzable,4bf2d92e4291ed3a5d3f064f8bd07794ab897086,2025-02-23T08:06:57.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
shaheerawan3/AI-Teaching-Assistant,earliest_analyzable,f5c561b88d9c4f37b0486376442a407f3916af5d,2024-12-14T16:15:40.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,model.py,high
shahzaib41202/AI_ML_Tutor,earliest_analyzable,22b7a34e019e6a276d98e88761f8066e7ad8c037,2025-11-30T17:43:49.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
shb59na/ai-study-tutor,earliest_analyzable,08613911c843af614c2712482d3091451a7b8e26,2026-08-08T01:07:19.000Z,Google,inference_service,code_signature,gemini_sdk,app/llm.py,high
shb59na/ai-study-tutor,earliest_analyzable,08613911c843af614c2712482d3091451a7b8e26,2026-08-08T01:07:19.000Z,Google,inference_service,configuration_signature,gemini_sdk,.env.example,medium
shb59na/ai-study-tutor,earliest_analyzable,08613911c843af614c2712482d3091451a7b8e26,2026-08-08T01:07:19.000Z,Google,inference_service,configuration_signature,gemini_sdk,ai-study-tutor/.env.example,medium
shb59na/ai-study-tutor,earliest_analyzable,08613911c843af614c2712482d3091451a7b8e26,2026-08-08T01:07:19.000Z,Google,inference_service,package,google-genai,ai-study-tutor/requirements.txt,high
shb59na/ai-study-tutor,earliest_analyzable,08613911c843af614c2712482d3091451a7b8e26,2026-08-08T01:07:19.000Z,Google,inference_service,package,google-genai,requirements.txt,high
shikhahaljmili/ai-quiz-generator,earliest_analyzable,0c4489d2e58bfeeab690ab26ae6720713f06604b,2025-10-30T10:54:57.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
shirosh/ai-tutor,earliest_analyzable,6fbc30675c6c80e1ef1d4d007911e70e061da2da,2024-04-24T18:54:41.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
shivasai02/StudyAssistant,earliest_analyzable,aa1e4176ae9fee9c6d893a823382f20c5236ef86,2026-04-29T06:00:47.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
shivasai02/StudyAssistant,earliest_analyzable,aa1e4176ae9fee9c6d893a823382f20c5236ef86,2026-04-29T06:00:47.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Shlok1005/Voice_chatbot_tutor,earliest_analyzable,fca4c7612ebd6360275af1128e0b67443aaef2f8,2025-12-17T12:00:23.000Z,User-managed runtime,local_runtime,package,ollama,requirements.txt,high
shroukelnagdy/quiz-generator,earliest_analyzable,b93372bf32d96ff49ada9c96ac23dd6018ca8929,2026-04-28T21:00:57.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
shuklavartika/AI_Study_Assistant,earliest_analyzable,ecb6143764d2880138283e25215d110749351bed,2025-07-03T10:09:27.000Z,Google,inference_service,code_signature,gemini_sdk,agents/qa.py,high
shuklavartika/AI_Study_Assistant,earliest_analyzable,ecb6143764d2880138283e25215d110749351bed,2025-07-03T10:09:27.000Z,Google,inference_service,code_signature,gemini_sdk,agents/quiz.py,high
shuklavartika/AI_Study_Assistant,earliest_analyzable,ecb6143764d2880138283e25215d110749351bed,2025-07-03T10:09:27.000Z,Google,inference_service,code_signature,gemini_sdk,agents/summarizer.py,high
shuklavartika/AI_Study_Assistant,earliest_analyzable,ecb6143764d2880138283e25215d110749351bed,2025-07-03T10:09:27.000Z,Google,inference_service,package,google-generativeai,requirements.txt,high
Siddhisapkal/AI_Tutor,earliest_analyzable,a958d458339c98600a646f6fcd002e9a305a0685,2025-02-16T12:34:07.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
sk-12/EDUBUDDY-AI-TUTOR,earliest_analyzable,500cf4613acdafa01f3fd5a68e9c43cb795bba3d,2026-06-14T04:16:40.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
sk-12/EDUBUDDY-AI-TUTOR,earliest_analyzable,500cf4613acdafa01f3fd5a68e9c43cb795bba3d,2026-06-14T04:16:40.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Solkyash/Ai-study-assistant,earliest_analyzable,edb9a5ba88da6e24dc5ceddfd27ec2bcc17bd00e,2025-09-28T07:53:10.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
sravani30/AI_QUIZ_GENERATOR,earliest_analyzable,3201294bcd08f3296ad2825d0390e9212bd6c9a6,2025-02-23T05:41:45.000Z,Google,inference_service,code_signature,gemini_sdk,model.py,high
sravani30/AI_QUIZ_GENERATOR,earliest_analyzable,3201294bcd08f3296ad2825d0390e9212bd6c9a6,2025-02-23T05:41:45.000Z,Google,inference_service,package,google-generativeai,requirements.txt,high
Sree1216/AI_tutor,earliest_analyzable,6884af2d01af953341c9069e48bdda32dd598690,2026-07-03T05:57:26.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
sreenivasulaReddy/StudyAssistant,earliest_analyzable,61053a156360436392e8b6991f5dac2b67674dd6,2026-07-04T07:28:14.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
sreenivasulaReddy/StudyAssistant,earliest_analyzable,61053a156360436392e8b6991f5dac2b67674dd6,2026-07-04T07:28:14.000Z,Google,inference_service,package,google-genai,requirements.txt,high
SrihithaReddy123/AI_TUTOR,earliest_analyzable,d7546df5a08d01f99b21d679ec1999264662abf9,2026-07-06T07:51:55.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Srushtii-13/Study_Assistant,earliest_analyzable,8002aa8303146ca9cae02c52437bc46510966c98,2026-02-13T03:52:56.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Srushtii-13/Study_Assistant,earliest_analyzable,8002aa8303146ca9cae02c52437bc46510966c98,2026-02-13T03:52:56.000Z,Google,inference_service,package,google-genai,requirements.txt,high
starkbyte45896/Quiz_Generator,earliest_analyzable,b5ca9338a909f8529ac748d264d50829ed6e0c65,2025-04-05T21:00:43.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
sultan-hassan/adaptive_language_tutor,earliest_analyzable,fa209805b4dc7b88ee51f0a1024ac467f19d4d79,2025-07-26T01:41:00.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
tayy786/Ai_Tutor_App,earliest_analyzable,38be8c8d64653ff3a5943c0476ca0e995e08a884,2026-05-07T11:31:27.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
TeerthPurohit/RAG-TradingWithML-Teaching-Assistant,earliest_analyzable,0ab20f494a5ae3b02ab7bfe0df3c0a36fa706135,2026-05-26T18:30:06.000Z,Google,inference_service,package,google-genai,requirements.txt,high
TeerthPurohit/RAG-TradingWithML-Teaching-Assistant,earliest_analyzable,0ab20f494a5ae3b02ab7bfe0df3c0a36fa706135,2026-05-26T18:30:06.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
tejuu23/ai-tutor,earliest_analyzable,962d9c7c35d1bee0dfb8cbecd36598d11b9a6027,2026-07-03T05:40:37.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
thabassum9/ai_tutor,earliest_analyzable,1cdb5481672f3b32282dab599413c31b43f1ab6e,2026-07-03T04:22:11.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
thilak1/RAG-BASED-AI-TEACHING-ASSISTANT,earliest_analyzable,8e0fb14695fd5bf2418d33e587088342cc9bca58,2025-11-14T09:21:02.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
Tomjedo/Education_Chatbot,earliest_analyzable,f7189d16134a45e0aa0199b6c4d038822ba5b646,2025-03-12T16:11:10.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
towardsai-tutors/ai-tutor-chatbot,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Anthropic,inference_service,code_signature,anthropic_import,scripts/contextual_retrieval.py,high
towardsai-tutors/ai-tutor-chatbot,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Anthropic,inference_service,package,anthropic,requirements.txt,high
towardsai-tutors/ai-tutor-chatbot,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Cohere,inference_service,code_signature,cohere_sdk,scripts/custom_retriever.py,high
towardsai-tutors/ai-tutor-chatbot,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Cohere,inference_service,code_signature,cohere_sdk,scripts/evaluate_rag_system.py,high
towardsai-tutors/ai-tutor-chatbot,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Cohere,inference_service,code_signature,cohere_sdk,scripts/setup.py,high
towardsai-tutors/ai-tutor-chatbot,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Cohere,inference_service,package,cohere,requirements.txt,high
towardsai-tutors/ai-tutor-chatbot,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Google,inference_service,package,google-generativeai,requirements.txt,high
towardsai-tutors/ai-tutor-chatbot,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,OpenAI,inference_service,code_signature,openai_official,scripts/contextual_retrieval.py,high
towardsai-tutors/ai-tutor-chatbot,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,OpenAI,inference_service,code_signature,openai_official,scripts/evaluate_rag_system.py,high
towardsai-tutors/ai-tutor-chatbot,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,OpenAI,inference_service,code_signature,openai_official,scripts/main.py,high
towardsai-tutors/ai-tutor-chatbot,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,User-managed runtime,local_runtime,package,transformers,scripts/setup.py,high
Trinesh16/StudyAssistant,earliest_analyzable,9d2fd6e97138d816d351cb2b8e23a18925926cb0,2026-03-03T06:18:40.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Trinesh16/StudyAssistant,earliest_analyzable,9d2fd6e97138d816d351cb2b8e23a18925926cb0,2026-03-03T06:18:40.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Trivikrama/Physics_Lesson_Plan_Generator,earliest_analyzable,9c5dd3df6175d4c386a8cd97b2578477629313df,2024-10-18T14:30:00.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
Trivikrama/Physics_Lesson_Plan_Generator,earliest_analyzable,9c5dd3df6175d4c386a8cd97b2578477629313df,2024-10-18T14:30:00.000Z,Groq,inference_service,package,groq,requirements.txt,high
Troy88/Quiz-Generator,earliest_analyzable,5454c59e1e39924756c45174319857c63f4283ef,2024-10-18T06:19:18.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
Turbiling/Backward-Design-Lesson-Plan-Generator,earliest_analyzable,96252bf8b0028e8fab5140fe4e8ae53f01d108c8,2025-10-07T20:38:31.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
Turbiling/GB_Education_Chatbot,earliest_analyzable,1a6960369c84d50a0a541a1bfae9a89bd216e9f9,2025-06-11T19:34:47.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
Turbiling/Lesson_Plan_Generator,earliest_analyzable,5a15d4f6c1653fbeb14e72650069836aee62d15b,2025-10-05T07:29:13.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
Tutor-Ai-100/AI_Tutor_Chatbot,earliest_analyzable,568035135633afad4ddef9826c543de15e2eb31c,2024-11-15T15:41:56.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
tyapab/ai-study-assistant,earliest_analyzable,0f621ddc8aab0b10297f949a21740c575c498ffd,2026-01-16T19:31:47.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
uc-msai631-2025-spring/group2_study_assistant,earliest_analyzable,5abad61d9934125d70efa83c79010ad65b4fab1a,2025-02-22T19:14:55.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
Udayveer1990/Language_tutor,earliest_analyzable,8bf1ee5d6023c133a04fda295ef9e26546974843,2026-06-05T09:09:58.000Z,Hugging Face,inference_service,code_signature,hf_inference,main.py,high
Ukhanyo/quiz-generator-ai,earliest_analyzable,3a6cfd1486b311ab5436c51de0ec0d8c2815031a,2025-08-04T08:56:35.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
UlliInduSree/AI_Tutor_Chatbot,earliest_analyzable,6802992421c0256313f31d097a597308431ec69e,2025-08-01T06:09:02.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
umerforsure/AI-Study-Assistant,earliest_analyzable,c577877feeaaafb0ac1fb18ba6af3bc1ad8b186f,2025-08-06T11:29:13.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
umerforsure/AI-Study-Assistant,earliest_analyzable,c577877feeaaafb0ac1fb18ba6af3bc1ad8b186f,2025-08-06T11:29:13.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
Vaishnav-00299/my-study-assistant,earliest_analyzable,f6a3e40810e489cd45661b7ccab3625c05cc1fbc,2026-06-13T16:34:19.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Vaishnav-00299/my-study-assistant,earliest_analyzable,f6a3e40810e489cd45661b7ccab3625c05cc1fbc,2026-06-13T16:34:19.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Varshareddy1106/AI_TUTOR,earliest_analyzable,80d5722c7e35554de61a9ea0cd187466317fb2d3,2026-07-03T09:40:13.000Z,Google,inference_service,package,google-genai,requirements.txt,high
