space_id,revision_role,revision,revision_date,provider,layer,evidence_type,evidence_value,source_file,confidence
Keerthana96/bridge_course_generator,earliest_analyzable,32ffd41032da5b56b80b3efbc35763b11eea0665,2026-02-24T09:06:50.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
khankashif/education_assistant_chatbot,earliest_analyzable,70a0e1f8339fd542cb8a97beed03827803f53f70,2025-02-18T11:33:05.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
Khanmx99/Pak-Angels-AI-Tutor,earliest_analyzable,cebd780c2f666a1a5ebc138160db755ecf4e143d,2026-07-11T07:46:16.000Z,OpenAI,inference_service,code_signature,openai_official,app.py,high
Khanmx99/Pak-Angels-AI-Tutor,earliest_analyzable,cebd780c2f666a1a5ebc138160db755ecf4e143d,2026-07-11T07:46:16.000Z,OpenAI,inference_service,code_signature,openai_official,config.py,high
Khanmx99/Pak-Angels-AI-Tutor,earliest_analyzable,cebd780c2f666a1a5ebc138160db755ecf4e143d,2026-07-11T07:46:16.000Z,OpenAI,inference_service,code_signature,openai_official,deploy_to_huggingface.py,high
Khanmx99/Pak-Angels-AI-Tutor,earliest_analyzable,cebd780c2f666a1a5ebc138160db755ecf4e143d,2026-07-11T07:46:16.000Z,OpenAI,inference_service,code_signature,openai_official,openai_service.py,high
Khanmx99/Pak-Angels-AI-Tutor,earliest_analyzable,cebd780c2f666a1a5ebc138160db755ecf4e143d,2026-07-11T07:46:16.000Z,OpenAI,inference_service,configuration_signature,openai_official,.env.example,medium
KhansaAQureshi/AI_Tutor,earliest_analyzable,eda1b4fe6690bcfb602c1b55a838a7bbbd080b66,2025-02-13T19:31:53.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
kinely/Study-Assistant,earliest_analyzable,f4947f0576279ed67e7df8e95ee7d45e1d3a6950,2024-11-25T05:15:35.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
king011/AI-quiz-generator,earliest_analyzable,a1366ba1b8e617dd70f17561c276e328d613cc53,2025-02-27T09:39:01.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
kodamkarthik281/AI_Conversational_Tutor,earliest_analyzable,8f1bfb7ea10098a2be3144f135d815685f67ba03,2025-03-24T18:18:15.000Z,Google,inference_service,package,langchain-google-genai,requirements.txt,high
kr1shnasharma/academic-tutor-ai,earliest_analyzable,2a18e19e9f55893add07b90743694f0a9a87d21d,2026-06-23T13:14:53.000Z,Google,inference_service,configuration_signature,gemini_sdk,backend/.env.example,medium
kr1shnasharma/academic-tutor-ai,earliest_analyzable,2a18e19e9f55893add07b90743694f0a9a87d21d,2026-06-23T13:14:53.000Z,Groq,inference_service,code_signature,groq_sdk,backend/main.py,high
kr1shnasharma/swp1-academic-ai-tutor,earliest_analyzable,8a1093332f1335febb7eb17e59dedfff2bba17b0,2026-04-12T11:17:22.000Z,Google,inference_service,code_signature,gemini_sdk,app/config.py,high
kr1shnasharma/swp1-academic-ai-tutor,earliest_analyzable,8a1093332f1335febb7eb17e59dedfff2bba17b0,2026-04-12T11:17:22.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Krishna-108/study-assistant,earliest_analyzable,337108269a9f9141ba7ef5b99eb1800f7b2d9e7b,2026-07-27T16:17:26.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Krishna-108/study-assistant,earliest_analyzable,337108269a9f9141ba7ef5b99eb1800f7b2d9e7b,2026-07-27T16:17:26.000Z,Google,inference_service,package,google-genai,requirements.txt,high
krishnachaithanya26/StudyAssistant,earliest_analyzable,3130ae9c21eef7bfc29c3bb159506c0f8c5c14d7,2026-02-25T08:39:57.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
krishnachaithanya26/StudyAssistant,earliest_analyzable,3130ae9c21eef7bfc29c3bb159506c0f8c5c14d7,2026-02-25T08:39:57.000Z,Google,inference_service,package,google-genai,requirements.txt,high
KunalGupta1212/Quiz-generator,earliest_analyzable,7462e5c276efc8e007aa19cc415f7b79248fb326,2025-08-16T17:38:19.000Z,Hugging Face,inference_service,code_signature,hf_inference,hf_quiz_generator.py,high
kundan857/StudyAssistant,earliest_analyzable,ef41d22aeecb2f71fe8efd02e1c73a78293f917e,2026-05-08T05:00:42.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
kundan857/StudyAssistant,earliest_analyzable,ef41d22aeecb2f71fe8efd02e1c73a78293f917e,2026-05-08T05:00:42.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Lesterchia1/FPOC2_AI-Tutor_Chatbot,earliest_analyzable,0ff6f8a4a38cc112472f32fed39032dbc39eef22,2025-04-09T03:55:26.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
Lesterchia1/FPOC2_AI-Tutor_Chatbot,earliest_analyzable,0ff6f8a4a38cc112472f32fed39032dbc39eef22,2025-04-09T03:55:26.000Z,Groq,inference_service,package,groq,requirements.txt,high
Lesterchia1/FPOC2_AI-Tutor_Chatbot,earliest_analyzable,0ff6f8a4a38cc112472f32fed39032dbc39eef22,2025-04-09T03:55:26.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
Lesterchia1/FPOC2_AI-Tutor_Chatbot,earliest_analyzable,0ff6f8a4a38cc112472f32fed39032dbc39eef22,2025-04-09T03:55:26.000Z,User-managed runtime,local_runtime,package,llama-cpp-python,requirements.txt,high
Lesterchia1/FPOC2_AI-Tutor_Chatbot,earliest_analyzable,0ff6f8a4a38cc112472f32fed39032dbc39eef22,2025-04-09T03:55:26.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
louiecerv/problem_solving_ai_tutor,earliest_analyzable,f28ca6486181dfcef504bc5047e0a8c428612867,2025-02-28T08:32:35.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
louiecerv/problem_solving_ai_tutor,earliest_analyzable,f28ca6486181dfcef504bc5047e0a8c428612867,2025-02-28T08:32:35.000Z,Google,inference_service,package,google-generativeai,requirements.txt,high
LoveJesus/biblical-language-tutor-chirho,earliest_analyzable,83f56b9a7dbcbf4e659eabf45b21d93683caa785,2026-02-14T12:28:33.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
LoveJesus/biblical-language-tutor-chirho,earliest_analyzable,83f56b9a7dbcbf4e659eabf45b21d93683caa785,2026-02-14T12:28:33.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
LSATAdaptiveTutor/chatbot_tutor,earliest_analyzable,b66710c4b42643e46efdfdf9205bdf33072cebe1,2025-04-08T23:39:28.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
lynnnnrz/ai-teaching-assistant,earliest_analyzable,8fe50ee1144e7770398710848711332b25a71c3a,2025-04-25T23:41:04.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
lynnnnrz/ai-teaching-assistant,earliest_analyzable,8fe50ee1144e7770398710848711332b25a71c3a,2025-04-25T23:41:04.000Z,Google,inference_service,code_signature,gemini_sdk,gemini_chatbot.py,high
lynnnnrz/ai_teaching_assistant,earliest_analyzable,eb4cabe9f328d17f81ba8181b70f7110c89b109c,2025-04-25T21:44:11.000Z,Google,inference_service,code_signature,gemini_sdk,gemini_chatbot.py,high
Madni2025/MDCAT-AI-TUTOR,earliest_analyzable,04577391896906a47d64f11adb671254ddd2b5da,2026-06-19T17:14:11.000Z,Groq,inference_service,package,groq,requirements.txt,high
Madni2025/MDCAT_AI_TUTOR,earliest_analyzable,edd115cd7ffaee928dc4767f9b7ac5ef8609026b,2026-06-21T17:23:46.000Z,Groq,inference_service,package,groq,requirements.txt,high
maheshj90/StudyAssistant,earliest_analyzable,88de989f9ba8da6fb741c81cfd8fbc18d0a3e8b3,2025-12-09T15:03:25.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
maheshj90/StudyAssistant,earliest_analyzable,88de989f9ba8da6fb741c81cfd8fbc18d0a3e8b3,2025-12-09T15:03:25.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Manikanta2793/my-study-assistant,earliest_analyzable,faa38f10168490115b2d890f08a4a551afd871d8,2026-04-20T06:37:51.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Maram-almasary/AI_Study_Assistant,earliest_analyzable,17e4cef44f68c85c09bb6c7f18c3b4ee490ce82f,2025-02-26T18:32:47.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
maria355/Ai_teaching_assistant,earliest_analyzable,3a62c951aec8a9b155534c11cb07d189fc9e5be3,2025-04-30T18:29:27.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
marty331/AI_Tutor,earliest_analyzable,db28e1f5177b1bc2e81edff4b976fc8ae50600d2,2024-11-09T09:29:15.000Z,Cohere,inference_service,package,cohere,requirements.txt,high
marty331/AI_Tutor,earliest_analyzable,db28e1f5177b1bc2e81edff4b976fc8ae50600d2,2024-11-09T09:29:15.000Z,OpenAI,inference_service,code_signature,openai_official,app.py,high
Masterlew/math-tutor-chatbot,earliest_analyzable,dfaa963965ae2ae69374905b540ffcaa45ad6812,2026-02-03T12:37:52.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
mayankjen/AI-Powered_Teaching-Assistant,earliest_analyzable,0d33e3e2eb13c311184d5731036a921162b3644d,2024-06-30T01:10:58.000Z,OpenAI,inference_service,code_signature,openai_official,app.py,high
MeetThakkar/quiz-generator,earliest_analyzable,98439e2e737835a0d2015ff936948c8caf9efd18,2026-01-16T05:45:26.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
Megana10/ai_study_assistant,earliest_analyzable,11ecc77d27940c3fd8030264f4b5a3d78578dc1a,2026-02-25T06:53:06.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Megana10/ai_study_assistant,earliest_analyzable,11ecc77d27940c3fd8030264f4b5a3d78578dc1a,2026-02-25T06:53:06.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Mehak0711/AI_TUTOR,earliest_analyzable,0bbfe3b23f3e9f6ef2aa23a97c8d824f13c3312c,2026-07-02T09:25:02.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
mehakkhan/Kaggle_Study_Assistant,earliest_analyzable,6b1e99e5fdbb6ac279313d2329cc0afcee46caef,2025-05-07T13:23:01.000Z,Groq,inference_service,package,groq,requirements.txt,high
Mehrann123/MMB-Quiz-Generator,earliest_analyzable,fd45da7874411f347e668354a1246def0ec51b87,2026-08-19T19:04:16.000Z,Groq,inference_service,package,groq,requirements.txt,high
mehwishafsa/education_chatbot,earliest_analyzable,f89cead9cd95acd5c46c8a7ef40ae8be265eec0f,2026-06-25T05:30:04.000Z,User-managed runtime,local_runtime,package,transformers,Requirements .txt,high
mercLH44/new-ai-tutor,earliest_analyzable,189440f1ac0d443586181974f768ecd82f595a06,2024-10-02T15:51:33.000Z,Google,inference_service,package,google-generativeai,requirements.txt,high
mithilesh22/StudyAssistant,earliest_analyzable,a063d9e1ceb2efc7d96521a520eb0a893f6dc8a6,2026-06-14T04:24:11.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
mithilesh22/StudyAssistant,earliest_analyzable,a063d9e1ceb2efc7d96521a520eb0a893f6dc8a6,2026-06-14T04:24:11.000Z,Google,inference_service,package,google-genai,requirements.txt,high
mkT83303/spanish-tutor-chatbot,earliest_analyzable,59b50a2fb66bda07c1d47e05331775f469ca0180,2025-06-10T14:31:25.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
MMustafa313/RAG_Study_Assistant,earliest_analyzable,7206876446533a1c5bafc97f9f9dfd75ea0869d8,2025-07-14T02:43:30.000Z,Groq,inference_service,package,groq,requirements.txt,high
mogbuehi/LO_AI_Tutor,earliest_analyzable,fdb2b4a8e13c7c8c7d9afaece32d45aa908334e8,2023-08-29T05:39:28.000Z,OpenAI,inference_service,code_signature,openai_official,app.py,high
mogbuehi/YT_Language_Tutor,earliest_analyzable,7e2faeb13ff074634b9cfeff32fefde1fd79f868,2023-09-28T04:08:40.000Z,OpenAI,inference_service,code_signature,openai_official,ai_lang_teacher/app-Copy1.py,high
mogbuehi/YT_Language_Tutor,earliest_analyzable,7e2faeb13ff074634b9cfeff32fefde1fd79f868,2023-09-28T04:08:40.000Z,OpenAI,inference_service,code_signature,openai_official,ai_lang_teacher/app.py,high
mogbuehi/YT_Language_Tutor_2,earliest_analyzable,7e2faeb13ff074634b9cfeff32fefde1fd79f868,2023-09-28T04:08:40.000Z,OpenAI,inference_service,code_signature,openai_official,ai_lang_teacher/app-Copy1.py,high
mogbuehi/YT_Language_Tutor_2,earliest_analyzable,7e2faeb13ff074634b9cfeff32fefde1fd79f868,2023-09-28T04:08:40.000Z,OpenAI,inference_service,code_signature,openai_official,ai_lang_teacher/app.py,high
MohammadYaseen/personalized-study-assistant-chatbot,earliest_analyzable,0377ea6ba2bad759df387a291c68dbfe3fb5ebd0,2024-11-16T02:58:54.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
mohammednouman/CB-Quiz-Generator,earliest_analyzable,faa1a3c800b52fd8afb253c08b91e457b617ac32,2024-02-20T04:49:20.000Z,OpenAI,inference_service,code_signature,openai_official,app.py,high
Mohd-Dilshan/ai-quiz-generator,earliest_analyzable,a70ef985338f93d1ce87a48489dceb5f96a122be,2026-03-13T14:34:24.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
Mohd-Dilshan/ai-quiz-generator,earliest_analyzable,a70ef985338f93d1ce87a48489dceb5f96a122be,2026-03-13T14:34:24.000Z,Groq,inference_service,package,groq,requirements.txt,high
Mohit99Chand/EducationalAIChatbot,earliest_analyzable,5873e1e63be2bd6ca343b849759c57869625bf8f,2024-01-26T22:48:57.000Z,User-managed runtime,local_runtime,package,llama-cpp-python,requirements.txt,high
montue/Teaching_Assistant,earliest_analyzable,9b289145f759e3fca8b3157d4730acc7dbe30814,2024-10-02T17:54:46.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
MOrgan27/AI-study-assistant,earliest_analyzable,7fe23d6dd9c6f64ed0abe9986ec91a641b466a7c,2025-05-17T19:44:09.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
motsimaslam/Afri-AI-Tutor,earliest_analyzable,80ace653b1ca793338893e66d12375c1c0b3edf1,2025-03-02T14:46:54.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
Mpavan45/Ai_Data-Science_Tutor,earliest_analyzable,09b69a330a42ecfdb5b14503971f7dba6f283b06,2025-03-14T13:12:23.000Z,Google,inference_service,package,google-generativeai,requirements.txt,high
MrSimple01/QuizGenerator,earliest_analyzable,b29c0f7881cde74a9c627f5f3245edab158bbfb3,2025-03-15T19:10:53.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
muhammadHassan123/quiz-generator-ai,earliest_analyzable,f3e8aa19bd3a6372f53551f369843e817710bb97,2026-06-10T06:48:20.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Mujahid1122/AI-Based-Quiz-Generator,earliest_analyzable,f8c7b743c5d676c0a4bea8b4c7775ed0853d3dc5,2024-11-09T09:45:17.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
mukeshpatel1006/Study_Assistant,earliest_analyzable,b9f44506ee1c86d6d062303250d9d472702edbbb,2026-08-13T07:08:01.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
mukeshpatel1006/Study_Assistant,earliest_analyzable,b9f44506ee1c86d6d062303250d9d472702edbbb,2026-08-13T07:08:01.000Z,Groq,inference_service,package,groq,requirements.txt,high
Murtaza249/Text_to_Quiz_Generator,earliest_analyzable,4104208a0ca523d648cce0ebef1fe7ed21aea168,2025-04-21T17:13:10.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
nandini1810/AI_TUTOR,earliest_analyzable,8eb1a20b49c31f77effe1c040d66e2dbd1a4c99b,2026-07-06T08:05:01.000Z,Google,inference_service,package,google-genai,requirements.txt,high
naveensngc/AI-Tutor,earliest_analyzable,6ff59c10ef41dfb731661515ceb501b304a6b4f9,2026-07-03T07:31:59.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
NavenTheRaven/Quiz_Generator,earliest_analyzable,f439effdb97064b0de176236d9b1427f15c46374,2026-03-16T01:12:58.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
nhu445/ai-english-tutor,earliest_analyzable,1264ea7634e7a45a0e444249905495869e845133,2026-03-25T18:03:49.000Z,Google,inference_service,package,google-genai,requirements.txt,high
nhu445/ai-english-tutor,earliest_analyzable,1264ea7634e7a45a0e444249905495869e845133,2026-03-25T18:03:49.000Z,Google,inference_service,package,langchain-google-genai,requirements.txt,high
nhu445/ai-english-tutor,earliest_analyzable,1264ea7634e7a45a0e444249905495869e845133,2026-03-25T18:03:49.000Z,Groq,inference_service,code_signature,groq_sdk,core/engine.py,high
nhu445/ai-english-tutor,earliest_analyzable,1264ea7634e7a45a0e444249905495869e845133,2026-03-25T18:03:49.000Z,Groq,inference_service,package,groq,requirements.txt,high
Nijanth/teaching-assistant-backend,earliest_analyzable,4df825a7aad7f342e32dba08041d1ec83a7ece2e,2026-04-08T15:33:05.000Z,Google,inference_service,package,google-genai,requirements.txt,high
NIKHITHA913/aitutor,earliest_analyzable,99efbf3a151ed343080f2b6694701e11fb7a4967,2026-07-03T09:46:38.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
nishayaseen001/StudyAssistant,earliest_analyzable,e563f4ae211c791e1978302ce9fa29106d4cc9a8,2025-11-25T10:44:53.000Z,Groq,inference_service,package,groq,requirements.txt,high
Nitinane/StudyAssistant,earliest_analyzable,87f862837a9fde55720f1e904498c4a034288462,2026-02-24T06:42:49.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Nitinane/StudyAssistant,earliest_analyzable,87f862837a9fde55720f1e904498c4a034288462,2026-02-24T06:42:49.000Z,Google,inference_service,package,google-genai,requirements.txt,high
nruhh/Ai_tutor,earliest_analyzable,8ba5abe56a7a496bd2a7950f03bafb4439d5dcb7,2026-07-02T09:39:14.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
nublelouch/study-assistant,earliest_analyzable,c0326087ccfe9798825a8e37a523fdbbf682bf26,2026-06-14T15:47:38.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
Nullpointer-KK/ai-tutor-chatbot_KK,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Anthropic,inference_service,code_signature,anthropic_import,scripts/contextual_retrieval.py,high
Nullpointer-KK/ai-tutor-chatbot_KK,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Anthropic,inference_service,package,anthropic,requirements.txt,high
Nullpointer-KK/ai-tutor-chatbot_KK,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Cohere,inference_service,code_signature,cohere_sdk,scripts/custom_retriever.py,high
Nullpointer-KK/ai-tutor-chatbot_KK,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Cohere,inference_service,code_signature,cohere_sdk,scripts/evaluate_rag_system.py,high
Nullpointer-KK/ai-tutor-chatbot_KK,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Cohere,inference_service,code_signature,cohere_sdk,scripts/setup.py,high
Nullpointer-KK/ai-tutor-chatbot_KK,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Cohere,inference_service,package,cohere,requirements.txt,high
Nullpointer-KK/ai-tutor-chatbot_KK,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,Google,inference_service,package,google-generativeai,requirements.txt,high
Nullpointer-KK/ai-tutor-chatbot_KK,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,OpenAI,inference_service,code_signature,openai_official,scripts/contextual_retrieval.py,high
Nullpointer-KK/ai-tutor-chatbot_KK,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,OpenAI,inference_service,code_signature,openai_official,scripts/evaluate_rag_system.py,high
Nullpointer-KK/ai-tutor-chatbot_KK,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,OpenAI,inference_service,code_signature,openai_official,scripts/main.py,high
Nullpointer-KK/ai-tutor-chatbot_KK,earliest_analyzable,5ddcfe572f80394c5559eec4c959a3c176a91c6f,2025-01-30T18:58:20.000Z,User-managed runtime,local_runtime,package,transformers,scripts/setup.py,high
oluinioluwa814/Ai-tutor,earliest_analyzable,7208ceb28ec18e2c67804ee9ac82fe0a5f9aa036,2025-12-23T21:42:37.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
omprasadmahapatra/Ai_Math_Tutor,earliest_analyzable,11be2914849e1b6aac9f1e6e901ba00a3b60eada,2025-02-19T04:42:58.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
One2SkipAfew/tutormina-ai,earliest_analyzable,bf8ae7eb04ed8c9fa8c93d1f99ad82dcf9474fff,2026-07-26T21:39:10.000Z,Google,inference_service,code_signature,gemini_sdk,main.py,high
One2SkipAfew/tutormina-ai,earliest_analyzable,bf8ae7eb04ed8c9fa8c93d1f99ad82dcf9474fff,2026-07-26T21:39:10.000Z,Google,inference_service,configuration_signature,gemini_sdk,.env.example,medium
One2SkipAfew/tutormina-ai,earliest_analyzable,bf8ae7eb04ed8c9fa8c93d1f99ad82dcf9474fff,2026-07-26T21:39:10.000Z,Google,inference_service,package,google-genai,requirements.txt,high
patilyash22/Python-tutor-chatbot,earliest_analyzable,36029551c2335583c3ac1e4ebe853bff6c50ca39,2025-01-31T12:21:01.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
pattato1/language-tutor,earliest_analyzable,05c383f1d23d0d28e3407334bdc524aecd407e46,2026-02-15T22:09:58.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
pattato1/language-tutor,earliest_analyzable,05c383f1d23d0d28e3407334bdc524aecd407e46,2026-02-15T22:09:58.000Z,Groq,inference_service,code_signature,groq_sdk,languagetutor.py,high
pattato1/language-tutor,earliest_analyzable,05c383f1d23d0d28e3407334bdc524aecd407e46,2026-02-15T22:09:58.000Z,Groq,inference_service,code_signature,groq_sdk,voice_handler.py,high
pattato1/language-tutor,earliest_analyzable,05c383f1d23d0d28e3407334bdc524aecd407e46,2026-02-15T22:09:58.000Z,Groq,inference_service,package,groq,requirements.txt,high
pattato1/languagetutor,earliest_analyzable,3a1871f3f188320c8aa344dcda668ecd816e6631,2026-02-15T22:20:08.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
pattato1/languagetutor,earliest_analyzable,3a1871f3f188320c8aa344dcda668ecd816e6631,2026-02-15T22:20:08.000Z,Groq,inference_service,package,groq,requirements.txt,high
Pavan-Kumar23/quiz-generator,earliest_analyzable,3e3f813b400acf7a32f479b96d4de464f03f66f8,2026-06-28T10:11:07.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,document_processor.py,high
Pavan-Kumar23/quiz-generator,earliest_analyzable,3e3f813b400acf7a32f479b96d4de464f03f66f8,2026-06-28T10:11:07.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,question_generator.py,high
Pavan-Kumar23/quiz-generator,earliest_analyzable,3e3f813b400acf7a32f479b96d4de464f03f66f8,2026-06-28T10:11:07.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
philipobiorah/socratic-tutor,earliest_analyzable,a5373bf5d57e22424638381a511cb5a407fdeb41,2026-08-26T16:14:52.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
philipobiorah/socratic-tutor,earliest_analyzable,a5373bf5d57e22424638381a511cb5a407fdeb41,2026-08-26T16:14:52.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
Pooja1218/ai-quiz-generator,earliest_analyzable,e07f8a1f5cbb4c7aa998b5192c6a5717f8b1b270,2025-05-02T05:26:13.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,question_gen.py,high
Pooja1218/ai-quiz-generator,earliest_analyzable,e07f8a1f5cbb4c7aa998b5192c6a5717f8b1b270,2025-05-02T05:26:13.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
pranaymachi/StudyAssistant,earliest_analyzable,7c2ca950fab2d0b4edb9fac3650751adc9ff92a4,2026-08-24T08:01:15.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
pranaymachi/StudyAssistant,earliest_analyzable,7c2ca950fab2d0b4edb9fac3650751adc9ff92a4,2026-08-24T08:01:15.000Z,Google,inference_service,package,google-genai,requirements.txt,high
prasanth22118131/StudyAssistant,earliest_analyzable,5b8f555ce35a4748bb55f8ec34009035df656aae,2026-04-02T13:18:42.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
prasanth22118131/StudyAssistant,earliest_analyzable,5b8f555ce35a4748bb55f8ec34009035df656aae,2026-04-02T13:18:42.000Z,Google,inference_service,package,google-genai,requirements.txt,high
pratikshahp/Education-Chatbot-Guardrail,earliest_analyzable,8ccc56337366064885d7c40f09f8786d53a8081e,2025-01-24T11:40:54.000Z,OpenAI,inference_service,code_signature,openai_official,app.py,high
Premsp2005/StudyAssistant,earliest_analyzable,44b0f31669473cb5390a27cbd712316bf9b9e542,2026-08-01T10:08:21.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
qhaData/quiz-generator-pipeline,earliest_analyzable,6676d10963d2e08b26ef83f5251e4d214c4a4ef3,2025-10-26T09:42:39.000Z,User-managed runtime,local_runtime,package,ollama,requirements.txt,high
RabiaAbsar/genai-tutor-chatbot,earliest_analyzable,2a06224499a87dc9ec9461e22fc9e2b67f197421,2026-06-23T02:38:09.000Z,User-managed runtime,local_runtime,package,transformers,requirements.txt,high
rachapich/PISA-Teaching-Assistant-ChatBot-Guru,earliest_analyzable,151cc933b48b3082efca6cbb6c763d686406daf7,2025-09-11T09:35:07.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
RAHYDV/teaching-assistant,earliest_analyzable,38e8c87eab7518b89467d277ee09d48d40df4d73,2024-11-20T10:45:16.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
Raja02424/education-chatbot,earliest_analyzable,92e3e87a367a8615afc2d811603568c20f70c96d,2026-04-30T11:25:39.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
Rajeev0102/StudyAssistant,earliest_analyzable,1dd72bb241eafda38dc2b8448e74f3016513e6ca,2026-08-23T18:57:50.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Rajeev0102/StudyAssistant,earliest_analyzable,1dd72bb241eafda38dc2b8448e74f3016513e6ca,2026-08-23T18:57:50.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Rajesh20/AI_Tutor,earliest_analyzable,83829b100a7141c8ada8e3e1759765a438ef9d26,2025-03-10T10:22:30.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
Ram05saran/ai-language-tutor,earliest_analyzable,2dc26376eedafb1acca6bbc64a02978ed16cc470,2025-09-22T17:18:19.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
ramashandoubeh/Education-chatbot,earliest_analyzable,f0e1a9fc2807e77157adbcf3cef49adb8ac2771e,2025-10-13T14:56:18.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
