space_id,provider,layer,evidence_type,evidence_value,source_file,confidence,model_family,upstream_license,provider_basis
karibubybsf/ai_tutor_v3,Fireworks AI,inference_service,package,fireworks-ai,requirements.txt,high,,not_applicable,package
karibubybsf/ai_tutor_v3,Fireworks AI,inference_service,code_signature,fireworks_endpoint,main.py,high,,not_applicable,code_signature
karibubybsf/ai_tutor_v3,Meta,model_dependency,hf_linked_model,meta-llama/Llama-3.3-70B-Instruct,hub_metadata,high,Llama,llama3.3,base_model_namespace
Karishma-19/AI-Tutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
KashishM/study_assistant,Groq,inference_service,code_signature,groq_sdk,backend/poc_app.py,high,,not_applicable,code_signature
KashishM/study_assistant,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
KashishM/study_assistant,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-120b,hub_metadata,high,gpt,apache-2.0,model_namespace
KashTheDev123/Accounting-Tutor-AI,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
KashTheDev123/Accounting-Tutor-AI,Mistral AI,model_dependency,hf_linked_model,mistralai/Mistral-7B-Instruct-v0.2,hub_metadata,high,Mistral/Mixtral,apache-2.0,model_namespace
kastan/ai-teaching-assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
kastan/ai-teaching-assistant,BigScience,model_dependency,hf_linked_model,bigscience/bloom,hub_metadata,high,BLOOM,bigscience-bloom-rail-1.0,model_namespace
kastan/ai-teaching-assistant,BigScience,model_dependency,hf_linked_model,bigscience/bloomz,hub_metadata,high,BLOOM,bigscience-bloom-rail-1.0,model_namespace
kastan/ai-teaching-assistant,EleutherAI,model_dependency,hf_linked_model,EleutherAI/gpt-neox-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
kastan/ai-teaching-assistant,Google,model_dependency,hf_linked_model,google/flan-t5-xxl,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
kastan/ai-teaching-assistant,Google,model_dependency,hf_linked_model,google/flan-ul2,hub_metadata,high,flan,apache-2.0,model_namespace
kastan/ai-teaching-assistant,namespace:intfloat,model_dependency,hf_linked_model,intfloat/e5-large,hub_metadata,high,e5,mit,unmapped_public_namespace
kastan/ai-teaching-assistant,namespace:OpenAssistant,model_dependency,hf_linked_model,OpenAssistant/oasst-sft-1-pythia-12b,hub_metadata,high,oasst,apache-2.0,unmapped_public_namespace
kastan/ai-teaching-assistant,namespace:togethercomputer,model_dependency,hf_linked_model,togethercomputer/GPT-NeoXT-Chat-Base-20B,hub_metadata,high,GPT,apache-2.0,unmapped_public_namespace
kastan/ai-teaching-assistant-beta,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
kastan/ai-teaching-assistant-beta,BigScience,model_dependency,hf_linked_model,bigscience/bloom,hub_metadata,high,BLOOM,bigscience-bloom-rail-1.0,model_namespace
kastan/ai-teaching-assistant-beta,BigScience,model_dependency,hf_linked_model,bigscience/bloomz,hub_metadata,high,BLOOM,bigscience-bloom-rail-1.0,model_namespace
kastan/ai-teaching-assistant-beta,EleutherAI,model_dependency,hf_linked_model,EleutherAI/gpt-neox-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
kastan/ai-teaching-assistant-beta,Google,model_dependency,hf_linked_model,google/flan-t5-xxl,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
kastan/ai-teaching-assistant-beta,Google,model_dependency,hf_linked_model,google/flan-ul2,hub_metadata,high,flan,apache-2.0,model_namespace
kastan/ai-teaching-assistant-beta,namespace:intfloat,model_dependency,hf_linked_model,intfloat/e5-large,hub_metadata,high,e5,mit,unmapped_public_namespace
kastan/ai-teaching-assistant-beta,namespace:OpenAssistant,model_dependency,hf_linked_model,OpenAssistant/oasst-sft-1-pythia-12b,hub_metadata,high,oasst,apache-2.0,unmapped_public_namespace
kastan/ai-teaching-assistant-beta,namespace:togethercomputer,model_dependency,hf_linked_model,togethercomputer/GPT-NeoXT-Chat-Base-20B,hub_metadata,high,GPT,apache-2.0,unmapped_public_namespace
Kaveri2109/rag-teaching-assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Kaveri2109/rag-teaching-assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Kaveri2109/rag-teaching-assistant,namespace:cross-encoder,model_dependency,code_model_id,cross-encoder/ms-marco-MiniLM-L-6-v2,selected_source_files,medium,ms,apache-2.0,unmapped_public_namespace
Kaveri2109/rag-teaching-assistant,namespace:cross-encoder,model_dependency,hf_linked_model,cross-encoder/ms-marco-MiniLM-L6-v2,hub_metadata,high,ms,apache-2.0,unmapped_public_namespace
Kavya-Thakar/ai-teaching-assistant-v2,Google,inference_service,code_signature,gemini_sdk,src/streamlit_app.py,high,,not_applicable,code_signature
Kavya-Thakar/ai-teaching-assistant-v2,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
kavyasri0821/AI_Converstational_Data_Science_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
kavyasri0821/AI_Converstational_Data_Science_Tutor,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
ke955/smm2-course-generator,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
ke955/smm2-course-generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
ke955/smm2-course-generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
ke955/smm2-course-generator,namespace:ke955,model_dependency,hf_linked_model,ke955/smm2-course-generator,hub_metadata,high,smm2,missing,unmapped_public_namespace
Keerthana96/bridge_course_generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Keerthana96/bridge_course_generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Keerthana96/bridge_course_generator,Google,model_dependency,hf_linked_model,google/flan-t5-base,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
khankashif/education_assistant_chatbot,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
khankashif/education_assistant_chatbot,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Khanmx99/Pak-Angels-AI-Tutor,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
Khanmx99/Pak-Angels-AI-Tutor,OpenAI,inference_service,code_signature,openai_official,config.py,high,,not_applicable,code_signature
Khanmx99/Pak-Angels-AI-Tutor,OpenAI,inference_service,code_signature,openai_official,deploy_to_huggingface.py,high,,not_applicable,code_signature
Khanmx99/Pak-Angels-AI-Tutor,OpenAI,inference_service,code_signature,openai_official,openai_service.py,high,,not_applicable,code_signature
Khanmx99/Pak-Angels-AI-Tutor,OpenAI,inference_service,configuration_signature,openai_official,.env.example,medium,,not_applicable,configuration_signature
KhansaAQureshi/AI_Tutor,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
KhansaAQureshi/AI_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
kinely/Study-Assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
kinely/Study-Assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
kinely/Study-Assistant,Google,model_dependency,hf_linked_model,google/flan-t5-base,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
king011/AI-quiz-generator,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
king011/AI-quiz-generator,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
king011/AI-quiz-generator,Mistral AI,model_dependency,hf_linked_model,HuggingFaceH4/zephyr-7b-beta,hub_metadata,high,Mistral/Mixtral,mit,base_model_namespace
kodamkarthik281/AI_Conversational_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
kodamkarthik281/AI_Conversational_Tutor,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
kollalekhan/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
kollalekhan/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
kr1shnasharma/academic-tutor-ai,Hugging Face,hub_sdk,package,huggingface-hub,backend/requirements.txt,high,,not_applicable,package
kr1shnasharma/academic-tutor-ai,Google,inference_service,configuration_signature,gemini_sdk,backend/.env.example,medium,,not_applicable,configuration_signature
kr1shnasharma/academic-tutor-ai,Groq,inference_service,code_signature,groq_sdk,backend/main.py,high,,not_applicable,code_signature
kr1shnasharma/academic-tutor-ai,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
kr1shnasharma/swp1-academic-ai-tutor,Groq,inference_service,code_signature,groq_sdk,app/config.py,high,,not_applicable,code_signature
kr1shnasharma/swp1-academic-ai-tutor,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
krishala/TutorChatbot,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
krishala/TutorChatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
krishala/TutorChatbot,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
Krishna-108/study-assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Krishna-108/study-assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
krishnachaithanya26/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
krishnachaithanya26/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Krishnajha18/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app (3).py,high,,not_applicable,code_signature
Krishnajha18/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
KSaiManikanta/Ai_Data-Science_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
KSaiManikanta/Ai_Data-Science_Tutor,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
KunalGupta1212/Quiz-generator,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
KunalGupta1212/Quiz-generator,Hugging Face,inference_service,code_signature,hf_inference,hf_quiz_generator.py,high,,not_applicable,code_signature
KunalGupta1212/Quiz-generator,Google,model_dependency,hf_linked_model,google/flan-t5-large,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
kunalhugface/Football_Tutor_Chatbot,OpenRouter,inference_service,code_signature,openrouter_endpoint,app.py,high,,not_applicable,code_signature
kunalhugface/Football_Tutor_Chatbot,Google,model_dependency,hf_linked_model,google/gemma-3-27b-it,hub_metadata,high,Gemma,gemma,base_model_namespace
kunalhugface/Football_Tutor_Chatbot,Meta,model_dependency,hf_linked_model,meta-llama/Llama-3.1-8B-Instruct,hub_metadata,high,Llama,llama3.1,base_model_namespace
kunalhugface/Football_Tutor_Chatbot,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
kunalhugface/Football_Tutor_Chatbot,OpenAI,model_dependency,code_model_id,openai/gpt-oss-20b:free,selected_source_files,medium,gpt,missing,model_namespace
kundan857/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
kundan857/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
lekhankolla/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
lekhankolla/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Lesterchia1/FPOC2_AI-Tutor_Chatbot,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Lesterchia1/FPOC2_AI-Tutor_Chatbot,Groq,inference_service,package,groq,requirements2.txt,high,,not_applicable,package
Lesterchia1/FPOC2_AI-Tutor_Chatbot,Groq,inference_service,package,groq,requirements_temp.txt,high,,not_applicable,package
Lesterchia1/FPOC2_AI-Tutor_Chatbot,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Lesterchia1/FPOC2_AI-Tutor_Chatbot,Groq,inference_service,code_signature,groq_sdk,app3.py,high,,not_applicable,code_signature
Lesterchia1/FPOC2_AI-Tutor_Chatbot,Groq,inference_service,code_signature,groq_sdk,app_R3.py,high,,not_applicable,code_signature
Lesterchia1/FPOC2_AI-Tutor_Chatbot,Groq,inference_service,code_signature,groq_sdk,app_temp.py,high,,not_applicable,code_signature
Lesterchia1/FPOC2_AI-Tutor_Chatbot,User-managed runtime,local_runtime,package,llama-cpp-python,requirements2.txt,high,,not_applicable,package
Lesterchia1/FPOC2_AI-Tutor_Chatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Lesterchia1/FPOC2_AI-Tutor_Chatbot,User-managed runtime,local_runtime,package,transformers,requirements2.txt,high,,not_applicable,package
Lesterchia1/FPOC2_AI-Tutor_Chatbot,User-managed runtime,local_runtime,package,transformers,requirements_temp.txt,high,,not_applicable,package
Lesterchia1/FPOC2_AI-Tutor_Chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app3.py,high,,not_applicable,code_signature
Lesterchia1/FPOC2_AI-Tutor_Chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app_R3.py,high,,not_applicable,code_signature
Lesterchia1/FPOC2_AI-Tutor_Chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app_temp.py,high,,not_applicable,code_signature
Lesterchia1/FPOC2_AI-Tutor_Chatbot,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
Lesterchia1/FPOC2_AI-Tutor_Chatbot,OpenAI,model_dependency,hf_linked_model,openai/whisper-base.en,hub_metadata,high,Whisper,apache-2.0,model_namespace
