left_space_id,right_space_id,jaccard_similarity,intersection_shingles,union_shingles
NIKHITHA913/aitutor,SambaReshma/AI_TUTOR,0.9141104294478528,149,163
NIKHITHA913/aitutor,sanakousar/AI_TUTOR,1.0,156,156
NIKHITHA913/aitutor,sandariyogitha/AI_TUTOR,0.9141104294478528,149,163
NIKHITHA913/aitutor,Sri921980/Ai_Tutor,0.874251497005988,146,167
Nitinane/StudyAssistant,rexiy/study_assistant,0.8695652173913043,160,184
Nitinane/StudyAssistant,Rushi420/StudyAssistant,0.9157303370786517,163,178
Nitinane/StudyAssistant,SaiRithwik2004/StudyAssistant,0.9111111111111111,164,180
Nitinane/StudyAssistant,Samyakj69/Study_Assistant,0.8972972972972973,166,185
Nitinane/StudyAssistant,saru21/study_assistant,0.8695652173913043,160,184
Nitinane/StudyAssistant,sreenivasulaReddy/StudyAssistant,0.8648648648648649,160,185
Nitinane/StudyAssistant,Srushtii-13/Study_Assistant,0.8695652173913043,160,184
Nitinane/StudyAssistant,Trinesh16/StudyAssistant,0.8695652173913043,160,184
Nitinane/StudyAssistant,VarunGoud314/Study_assistant,0.8695652173913043,160,184
nruhh/Ai_tutor,poojithathalla/AI_TUTOR,1.0,156,156
nruhh/Ai_tutor,provokingdiaries/AI_TUTOR,0.9141104294478528,149,163
nruhh/Ai_tutor,samakanishkareddy/AI_TUTOR,0.9141104294478528,149,163
nruhh/Ai_tutor,SambaReshma/AI_TUTOR,0.9141104294478528,149,163
nruhh/Ai_tutor,sanakousar/AI_TUTOR,1.0,156,156
nruhh/Ai_tutor,sandariyogitha/AI_TUTOR,0.9141104294478528,149,163
nruhh/Ai_tutor,Sri921980/Ai_Tutor,0.874251497005988,146,167
poojithathalla/AI_TUTOR,provokingdiaries/AI_TUTOR,0.9141104294478528,149,163
poojithathalla/AI_TUTOR,samakanishkareddy/AI_TUTOR,0.9141104294478528,149,163
poojithathalla/AI_TUTOR,SambaReshma/AI_TUTOR,0.9141104294478528,149,163
poojithathalla/AI_TUTOR,sanakousar/AI_TUTOR,1.0,156,156
poojithathalla/AI_TUTOR,sandariyogitha/AI_TUTOR,0.9141104294478528,149,163
poojithathalla/AI_TUTOR,Sri921980/Ai_Tutor,0.874251497005988,146,167
pranaymachi/StudyAssistant,Rajeev0102/StudyAssistant,0.9337016574585635,169,181
Premsp2005/StudyAssistant,rexiy/study_assistant,0.851063829787234,160,188
Premsp2005/StudyAssistant,saru21/study_assistant,0.851063829787234,160,188
Premsp2005/StudyAssistant,Srushtii-13/Study_Assistant,0.851063829787234,160,188
Premsp2005/StudyAssistant,Trinesh16/StudyAssistant,0.851063829787234,160,188
provokingdiaries/AI_TUTOR,samakanishkareddy/AI_TUTOR,1.0,156,156
provokingdiaries/AI_TUTOR,SambaReshma/AI_TUTOR,1.0,156,156
provokingdiaries/AI_TUTOR,sanakousar/AI_TUTOR,0.9141104294478528,149,163
provokingdiaries/AI_TUTOR,sandariyogitha/AI_TUTOR,1.0,156,156
ramashandoubeh/Education-chatbot,roshandakhore2003/nuron-teaching-assistant,0.944,236,250
ramashandoubeh/Education-chatbot,Saravana-Saro14/Educational-chatbot,1.0,245,245
ramashandoubeh/Education-chatbot,Sree1216/AI_tutor,0.944,236,250
ramashandoubeh/Education-chatbot,tejuu23/ai-tutor,0.944,236,250
rexiy/study_assistant,SaiRithwik2004/StudyAssistant,0.8695652173913043,160,184
rexiy/study_assistant,sangareddijaswanth/study_assistant,0.9662921348314607,172,178
rexiy/study_assistant,saru21/study_assistant,1.0,172,172
rexiy/study_assistant,sreenivasulaReddy/StudyAssistant,0.9714285714285714,170,175
rexiy/study_assistant,Srushtii-13/Study_Assistant,1.0,172,172
rexiy/study_assistant,Trinesh16/StudyAssistant,1.0,172,172
rexiy/study_assistant,VarunGoud314/Study_assistant,0.9325842696629213,166,178
rgos20000/Quiz_Generator,s1313/Quiz_Generator,1.0,322,322
ridgebradley888/Smart-AI-Tutor-APP,shukdevdatta123/Smart-AI-Tutor-APP,1.0,1246,1246
roshandakhore2003/nuron-teaching-assistant,Saravana-Saro14/Educational-chatbot,0.944,236,250
roshandakhore2003/nuron-teaching-assistant,Sree1216/AI_tutor,1.0,241,241
roshandakhore2003/nuron-teaching-assistant,tejuu23/ai-tutor,1.0,241,241
SaiAbhiYaswanth/study_assistant,theSriram/StudyAssistant,0.9565217391304348,308,322
SaiRithwik2004/StudyAssistant,Samyakj69/Study_Assistant,0.8770053475935828,164,187
SaiRithwik2004/StudyAssistant,saru21/study_assistant,0.8695652173913043,160,184
SaiRithwik2004/StudyAssistant,sreenivasulaReddy/StudyAssistant,0.8648648648648649,160,185
SaiRithwik2004/StudyAssistant,Srushtii-13/Study_Assistant,0.8695652173913043,160,184
SaiRithwik2004/StudyAssistant,Trinesh16/StudyAssistant,0.8695652173913043,160,184
SaiRithwik2004/StudyAssistant,VarunGoud314/Study_assistant,0.8901098901098901,162,182
samakanishkareddy/AI_TUTOR,SambaReshma/AI_TUTOR,1.0,156,156
samakanishkareddy/AI_TUTOR,sanakousar/AI_TUTOR,0.9141104294478528,149,163
samakanishkareddy/AI_TUTOR,sandariyogitha/AI_TUTOR,1.0,156,156
SambaReshma/AI_TUTOR,sanakousar/AI_TUTOR,0.9141104294478528,149,163
SambaReshma/AI_TUTOR,sandariyogitha/AI_TUTOR,1.0,156,156
samekbotfactorycz/aitutor,uc-msai631-2025-spring/group2_study_assistant,0.8533333333333334,192,225
samekbotfactorycz/aitutor,wangzy217/Teaching_Assistant,0.8533333333333334,192,225
sanakousar/AI_TUTOR,sandariyogitha/AI_TUTOR,0.9141104294478528,149,163
sanakousar/AI_TUTOR,Sri921980/Ai_Tutor,0.874251497005988,146,167
sangareddijaswanth/study_assistant,saru21/study_assistant,0.9662921348314607,172,178
sangareddijaswanth/study_assistant,sreenivasulaReddy/StudyAssistant,0.9392265193370166,170,181
sangareddijaswanth/study_assistant,Srushtii-13/Study_Assistant,0.9662921348314607,172,178
sangareddijaswanth/study_assistant,Trinesh16/StudyAssistant,0.9662921348314607,172,178
sangareddijaswanth/study_assistant,VarunGoud314/Study_assistant,0.9021739130434783,166,184
santhoshi-123/AITUTOR,Sirichandanasamala/AI_TUTOR,1.0,164,164
santhoshi-123/AITUTOR,Sri921980/Ai_Tutor,0.9337349397590361,155,166
santhoshi-123/AITUTOR,sudeepthitellapally/AITutor,1.0,164,164
Saravana-Saro14/Educational-chatbot,Sree1216/AI_tutor,0.944,236,250
Saravana-Saro14/Educational-chatbot,tejuu23/ai-tutor,0.944,236,250
saru21/study_assistant,sreenivasulaReddy/StudyAssistant,0.9714285714285714,170,175
saru21/study_assistant,Srushtii-13/Study_Assistant,1.0,172,172
saru21/study_assistant,Trinesh16/StudyAssistant,1.0,172,172
saru21/study_assistant,VarunGoud314/Study_assistant,0.9325842696629213,166,178
Sirichandanasamala/AI_TUTOR,Sri921980/Ai_Tutor,0.9337349397590361,155,166
Sirichandanasamala/AI_TUTOR,sudeepthitellapally/AITutor,1.0,164,164
Sree1216/AI_tutor,tejuu23/ai-tutor,1.0,241,241
sreenivasulaReddy/StudyAssistant,Srushtii-13/Study_Assistant,0.9714285714285714,170,175
sreenivasulaReddy/StudyAssistant,Trinesh16/StudyAssistant,0.9714285714285714,170,175
sreenivasulaReddy/StudyAssistant,VarunGoud314/Study_assistant,0.9273743016759777,166,179
Sri921980/Ai_Tutor,sudeepthitellapally/AITutor,0.9337349397590361,155,166
SrihithaReddy123/AI_TUTOR,Varshareddy1106/AI_TUTOR,1.0,166,166
Srushtii-13/Study_Assistant,Trinesh16/StudyAssistant,1.0,172,172
Srushtii-13/Study_Assistant,VarunGoud314/Study_assistant,0.9325842696629213,166,178
Trinesh16/StudyAssistant,VarunGoud314/Study_assistant,0.9325842696629213,166,178
uc-msai631-2025-spring/group2_study_assistant,wangzy217/Teaching_Assistant,1.0,205,205
