space_id,runtime_stage,disabled,last_modified,last_modified_age_days
LoveJesus/biblical-language-tutor-chirho,RUNTIME_ERROR,False,2026-02-14T12:28:33.000Z,197.4801736111111
LSATAdaptiveTutor/chatbot_tutor,SLEEPING,False,2025-04-25T18:04:46.000Z,492.24668981481483
lynnnnrz/ai-teaching-assistant,SLEEPING,False,2025-04-26T01:32:57.000Z,491.9354513888889
lynnnnrz/ai_teaching_assistant,CONFIG_ERROR,False,2025-04-25T21:44:11.000Z,492.09431712962964
Madni2025/MDCAT-AI-TUTOR,SLEEPING,False,2026-06-20T17:39:47.000Z,71.26403935185185
Madni2025/MDCAT_AI_TUTOR,SLEEPING,False,2026-07-05T07:00:45.000Z,56.7078125
maheshj90/StudyAssistant,SLEEPING,False,2025-12-09T15:03:25.000Z,264.3726273148148
ManarMagdy6/Professional-Quiz-Generator,SLEEPING,False,2026-03-26T14:26:34.000Z,157.3982175925926
Mani-krishna/StudyAssistant,RUNNING,False,2026-07-12T16:09:35.000Z,49.32667824074074
Manikanta2793/my-study-assistant,RUNTIME_ERROR,False,2026-04-20T06:37:51.000Z,132.72371527777779
Maram-almasary/AI_Study_Assistant,BUILD_ERROR,False,2025-02-27T08:06:26.000Z,549.6621990740741
maria355/Ai_teaching_assistant,RUNNING,False,2026-03-27T20:38:19.000Z,156.14005787037038
maria355/Quiz-Generator,SLEEPING,False,2026-03-27T20:41:38.000Z,156.13775462962963
marty331/AI_Tutor,PAUSED,False,2025-01-08T17:57:04.000Z,599.252037037037
mashetti-17varshitha/AI_tutor,SLEEPING,False,2026-07-06T08:10:15.000Z,55.65954861111111
Masterlew/math-tutor-chatbot,SLEEPING,False,2026-02-11T15:26:08.000Z,200.35685185185184
mattdotvaughn/reachy_mini_language_tutor,RUNNING,False,2026-01-05T13:05:48.000Z,237.45430555555555
mayankjen/AI-Powered_Teaching-Assistant,SLEEPING,False,2024-07-21T05:23:55.000Z,770.7750578703703
MeetThakkar/quiz-generator,SLEEPING,False,2026-01-16T05:49:46.000Z,226.7571064814815
Megana10/ai_study_assistant,RUNTIME_ERROR,False,2026-02-25T06:53:06.000Z,186.713125
Mehak0711/AI_TUTOR,SLEEPING,False,2026-07-02T09:43:24.000Z,59.59486111111111
mehakkhan/Kaggle_Study_Assistant,RUNTIME_ERROR,False,2025-05-08T15:18:14.000Z,479.36233796296295
Mehrann123/AI-tutor,SLEEPING,False,2024-12-10T08:56:59.000Z,628.6270949074074
Mehrann123/MMB-Quiz-Generator,BUILD_ERROR,False,2026-08-19T19:20:09.000Z,11.194340277777778
mehwishafsa/education_chatbot,RUNTIME_ERROR,False,2026-06-25T06:12:18.000Z,66.74145833333333
mercLH44/new-ai-tutor,SLEEPING,False,2024-10-02T15:52:25.000Z,697.338599537037
midlajvalappil/AI-Powered-YouTube-Transcript-Tutor,RUNTIME_ERROR,False,2025-07-17T19:57:38.000Z,409.1683101851852
mithilesh22/StudyAssistant,SLEEPING,False,2026-06-15T13:52:38.000Z,76.4217824074074
mkT83303/spanish-tutor-chatbot,SLEEPING,False,2025-06-10T15:30:04.000Z,446.35412037037037
MMustafa313/RAG_Study_Assistant,SLEEPING,False,2025-07-14T03:53:58.000Z,412.83752314814814
mogbuehi/LO_AI_Tutor,RUNTIME_ERROR,False,2023-09-26T08:47:00.000Z,1069.6340277777779
mogbuehi/YT_Language_Tutor,RUNTIME_ERROR,False,2023-09-29T00:48:29.000Z,1066.9663310185185
mogbuehi/YT_Language_Tutor_2,SLEEPING,False,2023-09-29T00:48:29.000Z,1066.9663310185185
MohammadYaseen/personalized-study-assistant-chatbot,SLEEPING,False,2024-11-16T03:01:06.000Z,652.8742361111111
mohammednouman/CB-Quiz-Generator,SLEEPING,False,2024-03-14T08:16:11.000Z,899.6554282407408
Mohd-Dilshan/ai-quiz-generator,SLEEPING,False,2026-03-13T15:02:28.000Z,170.37328703703704
Mohit99Chand/EducationalAIChatbot,RUNTIME_ERROR,False,2024-01-27T07:27:34.000Z,946.6891898148148
Mohitha/Conversational_AI_Data_Science_Tutor,SLEEPING,False,2025-03-09T17:28:36.000Z,539.2718055555556
montue/Teaching_Assistant,RUNTIME_ERROR,False,2024-10-02T17:54:47.000Z,697.2536226851852
Moon33/linda-quiz-generator,RUNTIME_ERROR,False,2025-06-10T14:03:29.000Z,446.41424768518516
MOrgan27/AI-study-assistant,RUNTIME_ERROR,False,2025-05-17T20:00:51.000Z,470.1660763888889
motsimaslam/Afri-AI-Tutor,SLEEPING,False,2025-03-02T15:05:34.000Z,546.3711342592593
mounikathatikonda/AI_TUTOR,SLEEPING,False,2026-07-02T10:15:28.000Z,59.57259259259259
Mpavan45/Ai_Data-Science_Tutor,BUILD_ERROR,False,2025-03-14T17:44:55.000Z,534.260474537037
mrhamxa/Gradio-based-RAG-study-assistant,SLEEPING,False,2025-07-28T10:34:24.000Z,398.55944444444447
MrSimple01/QuizGenerator,RUNNING,False,2025-04-08T09:21:22.000Z,509.610162037037
muhammadHassan123/quiz-generator-ai,RUNTIME_ERROR,False,2026-06-10T06:50:07.000Z,81.71519675925926
Mujahid1122/AI-Based-Quiz-Generator,RUNTIME_ERROR,False,2024-11-09T11:20:21.000Z,659.5275347222222
mukeshpatel1006/Study_Assistant,RUNTIME_ERROR,False,2026-08-13T07:08:01.000Z,17.702766203703703
Murtaza249/Text_to_Quiz_Generator,SLEEPING,False,2025-04-21T18:08:01.000Z,496.24443287037036
N-Mothish/personalized-study-assistant,BUILD_ERROR,False,2025-04-18T17:16:10.000Z,499.2804398148148
nakshatravuppula25/AI_TUTOR,RUNNING,False,2026-07-16T15:13:06.000Z,45.36590277777778
nandigamavamshi/StudyAssistant,RUNNING,False,2026-08-09T11:06:57.000Z,21.536840277777777
nandini1810/AI_TUTOR,SLEEPING,False,2026-07-06T09:41:26.000Z,55.59622685185185
naveensngc/AI-Tutor,SLEEPING,False,2026-07-03T07:32:00.000Z,58.68611111111111
NavenTheRaven/Quiz_Generator,SLEEPING,False,2026-03-16T01:16:53.000Z,167.9466087962963
nersyan/quiz-generator,RUNTIME_ERROR,False,2026-03-24T20:55:45.000Z,159.1279513888889
nhu445/ai-english-tutor,SLEEPING,False,2026-03-25T19:51:56.000Z,158.1722685185185
Nijanth/teaching-assistant-backend,SLEEPING,False,2026-04-15T05:37:13.000Z,137.76582175925927
NIKHITHA913/aitutor,SLEEPING,False,2026-07-03T09:48:50.000Z,58.591087962962966
Nishanthan02/quiz-generator,SLEEPING,False,2026-08-07T16:09:12.000Z,23.326944444444443
nishayaseen001/StudyAssistant,SLEEPING,False,2025-11-26T07:27:27.000Z,277.68927083333335
Nitinane/StudyAssistant,SLEEPING,False,2026-02-24T06:50:05.000Z,187.7152199074074
nohitha05/AI-TUTOR,SLEEPING,False,2026-07-06T13:12:26.000Z,55.449699074074076
npinar/quiz-generator,SLEEPING,False,2025-08-17T03:22:56.000Z,378.8590740740741
nruhh/Ai_tutor,SLEEPING,False,2026-07-02T09:50:05.000Z,59.59021990740741
nublelouch/study-assistant,RUNTIME_ERROR,False,2026-06-14T16:16:27.000Z,77.32190972222222
Nullpointer-KK/ai-tutor-chatbot_KK,RUNTIME_ERROR,False,2025-08-30T12:25:26.000Z,365.48233796296296
oluinioluwa814/Ai-tutor,SLEEPING,False,2025-12-23T22:22:42.000Z,250.06756944444444
omprasadmahapatra/Ai_Math_Tutor,RUNTIME_ERROR,False,2025-02-19T05:09:17.000Z,557.7852199074074
One2SkipAfew/tutormina-ai,RUNNING,False,2026-08-30T09:59:35.000Z,0.5836226851851852
patilyash22/Python-tutor-chatbot,BUILD_ERROR,False,2025-01-31T12:22:27.000Z,576.4844097222223
pattato1/language-tutor,RUNTIME_ERROR,False,2026-02-15T22:09:58.000Z,196.07641203703704
pattato1/languagetutor,SLEEPING,False,2026-02-16T20:42:47.000Z,195.13695601851853
Pavan-Kumar23/quiz-generator,SLEEPING,False,2026-06-28T10:20:31.000Z,63.569085648148146
phanisrigandla/AI_Tutor,SLEEPING,False,2026-07-07T14:26:44.000Z,54.398101851851855
philipobiorah/socratic-tutor,RUNNING,False,2026-08-27T15:30:02.000Z,3.3541435185185184
Phoenix3274/AI-Quiz-Generator,RUNTIME_ERROR,False,2025-10-12T08:29:02.000Z,322.64650462962965
Pooja1218/ai-quiz-generator,RUNTIME_ERROR,False,2025-05-02T09:51:59.000Z,485.58890046296295
poojithathalla/AI_TUTOR,SLEEPING,False,2026-07-06T10:10:34.000Z,55.57599537037037
pradeepodela/AI-tech-tutor,SLEEPING,False,2024-01-26T06:37:19.000Z,947.7240856481482
Prak2005/AI-Powered-Personal-Study-Assistant,SLEEPING,False,2025-03-01T19:08:04.000Z,547.2027314814815
pranaymachi/StudyAssistant,SLEEPING,False,2026-08-24T08:13:48.000Z,6.6570833333333335
praneeth300/AI-Quiz-Generator,RUNTIME_ERROR,False,2025-07-29T12:46:38.000Z,397.46761574074077
Pranshuu/educational-chatbot,BUILD_ERROR,False,2025-04-28T20:35:33.000Z,489.14197916666666
prasanth22118131/StudyAssistant,SLEEPING,False,2026-04-02T13:19:19.000Z,150.4449189814815
Pratap1928/AI_Teaching_Assistant,RUNTIME_ERROR,False,2024-11-19T21:52:45.000Z,649.0883680555555
pratikshahp/Education-Chatbot-Guardrail,BUILD_ERROR,False,2025-01-24T14:03:29.000Z,583.4142476851852
Premsp2005/StudyAssistant,RUNTIME_ERROR,False,2026-08-01T11:26:04.000Z,29.523564814814815
provokingdiaries/AI_TUTOR,SLEEPING,False,2026-07-02T09:52:43.000Z,59.5883912037037
pseudolab/AI_Tutor_BERT,PAUSED,False,2023-11-10T14:37:41.000Z,1024.3904976851852
pydeoxy/quiz_generator,RUNTIME_ERROR,False,2024-09-04T13:44:09.000Z,725.4276736111111
qhaData/quiz-generator-pipeline,SLEEPING,False,2025-10-26T10:44:31.000Z,308.5524189814815
RabiaAbsar/genai-tutor-chatbot,SLEEPING,False,2026-06-23T05:29:55.000Z,68.7708912037037
rachapich/PISA-Teaching-Assistant-ChatBot-Guru,SLEEPING,False,2025-09-11T09:37:40.000Z,353.5988425925926
Rahul2298/QuizGenerator,RUNTIME_ERROR,False,2025-09-05T14:01:33.000Z,359.41559027777777
RAHYDV/teaching-assistant,RUNTIME_ERROR,False,2024-11-20T12:15:31.000Z,648.489224537037
Raja02424/education-chatbot,SLEEPING,False,2026-04-30T11:37:46.000Z,122.51543981481481
Rajeev0102/StudyAssistant,SLEEPING,False,2026-08-23T19:37:50.000Z,7.182060185185185
Rajesh20/AI_Tutor,SLEEPING,False,2025-03-10T10:23:22.000Z,538.5671064814815
RAJKUMAR2504/AI-Study-Assistant,RUNNING,False,2026-08-20T19:31:38.000Z,10.18636574074074
Ram05saran/ai-language-tutor,SLEEPING,False,2025-09-22T17:29:54.000Z,342.2709027777778
ramashandoubeh/Education-chatbot,SLEEPING,False,2025-10-13T14:56:19.000Z,321.37755787037037
Ramya8637/quiz-generator,RUNTIME_ERROR,False,2025-09-21T09:56:34.000Z,343.5857175925926
RamyaKammari/jee_ai_tutor,SLEEPING,False,2024-07-09T21:28:38.000Z,782.1051157407408
Rashpinder/RAG-based-Agentic-AI-tutor,BUILD_ERROR,False,2026-01-13T14:03:18.000Z,229.414375
RayaRam11/Study-assistant,PAUSED,False,2026-07-13T01:49:37.000Z,48.92387731481482
Rayi-ss/AI-Powered-Study-Assistant,SLEEPING,False,2025-10-28T10:21:05.000Z,306.56869212962965
Razzaqi3143/Engineering_Quiz_Generator,BUILD_ERROR,False,2024-11-10T05:07:35.000Z,658.786400462963
rcventura108000/Sophia-Ai-english-tutor,SLEEPING,False,2025-08-16T12:33:42.000Z,379.4765972222222
rexiy/study_assistant,RUNTIME_ERROR,False,2026-02-19T09:00:53.000Z,192.62438657407407
rgos20000/Quiz_Generator,SLEEPING,False,2026-03-17T15:31:56.000Z,166.35282407407408
ridgebradley888/Smart-AI-Tutor-APP,SLEEPING,False,2025-02-10T06:00:18.000Z,566.7497916666666
Rishabh12j/AI_Powered_Teaching_Assistant,BUILD_ERROR,False,2024-05-15T08:01:30.000Z,837.665625
Rishabh12j/Teaching_Assistant_AI,RUNNING,False,2024-09-29T02:40:01.000Z,700.8888773148149
Riya00/quiz_generator,RUNTIME_ERROR,False,2025-08-16T20:13:15.000Z,379.15746527777776
rk803/Data_Science_Tutor_Ai,BUILD_ERROR,False,2025-03-15T07:01:28.000Z,533.7073148148148
Rohit8827/StudyAssistant,SLEEPING,False,2026-06-13T12:40:41.000Z,78.47174768518518
Rosh-2/physics_tutor_chatbot,SLEEPING,False,2025-05-24T09:46:59.000Z,463.5923726851852
roshandakhore2003/nuron-teaching-assistant,PAUSED,False,2026-05-26T07:55:44.000Z,96.66962962962963
roxqtang/ai-teaching-assistant,RUNTIME_ERROR,False,2025-04-26T01:32:57.000Z,491.9354513888889
rugvedaa/Ai-tutorApp,PAUSED,False,2026-08-22T23:49:03.000Z,8.007604166666667
Rupesx007/quiz_generator,SLEEPING,False,2025-03-03T23:40:21.000Z,545.0136458333334
Rushi420/StudyAssistant,RUNTIME_ERROR,False,2026-08-29T12:55:45.000Z,1.4612847222222223
s1313/Quiz_Generator,SLEEPING,False,2026-03-16T01:28:57.000Z,167.93822916666667
SaanviWatrana/saanvi-ai-study-tutor,RUNNING,False,2026-08-19T18:48:33.000Z,11.216284722222222
sabahat-shakeel/study-assistant,PAUSED,False,2024-11-06T11:19:33.000Z,662.5280902777778
sabrineoueslati/quiz-generator,BUILD_ERROR,False,2026-05-12T12:32:10.000Z,110.47766203703704
sachi2004/ai-study-assistant,RUNTIME_ERROR,False,2026-07-30T12:49:27.000Z,31.465659722222224
Sadem-12/AI_Study_Assistant,RUNNING,False,2025-02-25T13:38:24.000Z,551.4316666666666
SahilGupta4/Study_Assistant,SLEEPING,False,2026-04-23T08:50:55.000Z,129.63130787037036
SaiAbhiYaswanth/study_assistant,RUNNING,False,2026-07-14T16:35:44.000Z,47.30851851851852
saicharantej/aitutor,RUNTIME_ERROR,False,2023-10-26T16:23:41.000Z,1039.316886574074
saikumar27/AI_Powered_Data_Science_Tutor,BUILD_ERROR,False,2025-05-22T10:00:20.000Z,465.58310185185184
saimahashmi/ai-study-assistant,SLEEPING,False,2026-03-27T04:56:37.000Z,156.7940162037037
sairaarif89/AITutor,BUILD_ERROR,False,2025-02-13T16:06:22.000Z,563.3289120370371
SaiRithwik2004/StudyAssistant,SLEEPING,False,2026-07-06T07:35:55.000Z,55.68339120370371
Sajid1974/Socratic_QA_GenAI_Tutor,SLEEPING,False,2026-02-18T10:55:04.000Z,193.5450925925926
salsh093/SEG_StudyAssistant,SLEEPING,False,2025-03-20T22:51:41.000Z,528.0474421296296
samadjunejo/ai_study_assistant,SLEEPING,False,2025-05-18T15:57:22.000Z,469.33516203703704
samakanishkareddy/AI_TUTOR,SLEEPING,False,2026-07-02T10:06:19.000Z,59.57894675925926
Samanfatima563474/tutor-ai,SLEEPING,False,2025-07-14T12:04:06.000Z,412.4971527777778
SambaReshma/AI_TUTOR,SLEEPING,False,2026-07-03T09:21:55.000Z,58.609780092592594
sameekghosh/ai-python-teaching-assistant,RUNTIME_ERROR,False,2025-06-29T11:41:53.000Z,427.5125810185185
samekbotfactorycz/aitutor,BUILD_ERROR,False,2025-01-12T21:43:04.000Z,595.0950925925926
Samyakj69/Study_Assistant,SLEEPING,False,2026-04-27T14:52:12.000Z,125.38041666666666
SanaBegum23/AI_tutor,RUNTIME_ERROR,False,2026-07-03T09:52:38.000Z,58.58844907407408
sanakousar/AI_TUTOR,RUNTIME_ERROR,False,2026-07-03T09:52:43.000Z,58.5883912037037
sanchezpaez/speech_to_text_to_speech_language_tutor,SLEEPING,False,2025-04-23T15:02:58.000Z,494.3729398148148
sandariyogitha/AI_TUTOR,SLEEPING,False,2026-07-03T09:40:13.000Z,58.59707175925926
sangareddijaswanth/study_assistant,BUILD_ERROR,False,2026-07-15T07:41:34.000Z,46.679467592592594
sanjana033/my-study-assistant,SLEEPING,False,2026-05-04T16:29:25.000Z,118.31290509259259
Sanjay-Ai/AI-Powered-Socratic-Teaching-Assistant,BUILD_ERROR,False,2024-10-01T20:45:56.000Z,698.1347685185185
Sanjay0102/StudyAssistant,SLEEPING,False,2026-05-02T03:33:54.000Z,120.85145833333333
sanketh2334/biology_ai_tutor,RUNTIME_ERROR,False,2025-05-24T09:16:42.000Z,463.61340277777776
santhoshi-123/AITUTOR,SLEEPING,False,2026-07-03T10:07:18.000Z,58.57826388888889
santosh7/AI_converstion_Data_Science_Tutor,BUILD_ERROR,False,2025-03-21T06:55:16.000Z,527.7116203703704
Santoshtambe/ai-study-assistant,RUNTIME_ERROR,False,2026-07-16T18:59:53.000Z,45.20841435185185
Santoshtambe/study_Assistant,RUNTIME_ERROR,False,2026-07-16T19:14:48.000Z,45.198055555555555
saraHamza/Engli-Tutor-Chatbot,BUILD_ERROR,False,2024-11-13T21:16:19.000Z,655.1136689814815
Saravana-Saro14/Educational-chatbot,SLEEPING,False,2026-01-31T15:07:01.000Z,211.37012731481482
saru21/study_assistant,SLEEPING,False,2026-07-07T05:47:31.000Z,54.758668981481485
satvik452007/Study_assistant,RUNTIME_ERROR,False,2026-03-30T08:32:48.000Z,153.64388888888888
Sayan21/Video-Tutor-AI,RUNTIME_ERROR,False,2026-03-21T20:17:45.000Z,162.15434027777778
SBDeploy/Study_Assistant,SLEEPING,False,2025-11-26T11:38:19.000Z,277.51505787037036
Selenophile786/physics-ai-tutor,RUNNING,False,2026-08-16T13:11:38.000Z,14.45025462962963
SerotoninRonin/Quiz-Generator,RUNTIME_ERROR,False,2025-08-18T23:19:40.000Z,377.02800925925925
sewusida/statistics_study_assistant,RUNTIME_ERROR,False,2025-03-06T02:54:11.000Z,542.8790393518518
SH1VAM-2027/studyAssistant,SLEEPING,False,2026-07-15T08:26:05.000Z,46.64855324074074
Shahbazakbar/AI-Tutor,RUNTIME_ERROR,False,2025-02-23T06:41:09.000Z,553.7214236111112
Shahbazakbar/RAG-AI-Tutor,SLEEPING,False,2025-02-23T08:37:56.000Z,553.6403240740741
shaheerawan3/AI-Teaching-Assistant,SLEEPING,False,2024-12-15T17:07:18.000Z,623.2865972222222
shahzaib41202/AI_ML_Tutor,SLEEPING,False,2025-11-30T18:58:54.000Z,273.2090972222222
shankar-dev24/StudyAssistant,RUNNING,False,2026-07-17T11:13:09.000Z,44.53253472222222
shawarnaditya121/ai-teaching-assistant,RUNTIME_ERROR,False,2025-12-10T07:48:54.000Z,263.674375
shb59na/ai-study-tutor,SLEEPING,False,2026-08-08T14:24:44.000Z,22.39949074074074
sheraz00/ai-teaching-assistant,SLEEPING,False,2026-06-25T20:12:01.000Z,66.15832175925927
shikhahaljmili/ai-quiz-generator,SLEEPING,False,2025-11-09T06:20:30.000Z,294.73576388888887
shirosh/ai-tutor,RUNTIME_ERROR,False,2024-04-25T04:54:47.000Z,857.7952893518518
Shivam10lm/ai-teaching-assistant,BUILD_ERROR,False,2024-09-21T01:42:18.000Z,708.9289583333333
shivasai02/StudyAssistant,SLEEPING,False,2026-04-29T06:00:47.000Z,123.74945601851852
Shivateja23/DS_AI_TUTOR,SLEEPING,False,2025-03-21T10:09:55.000Z,527.5764467592593
Shlok1005/Voice_chatbot_tutor,SLEEPING,False,2025-12-17T12:24:17.000Z,256.4831365740741
shroukelnagdy/quiz-generator,SLEEPING,False,2026-04-30T17:55:36.000Z,122.25305555555556
shukdevdatta123/Language-Learning-Companion,PAUSED,False,2025-05-15T06:56:43.000Z,472.71061342592594
shukdevdatta123/Smart-AI-Tutor-APP,PAUSED,False,2025-03-28T04:24:59.000Z,520.8159837962963
shuklavartika/AI_Study_Assistant,RUNNING,False,2025-07-04T08:07:45.000Z,422.6612847222222
Siddhisapkal/AI_Tutor,SLEEPING,False,2025-03-14T11:45:46.000Z,534.5098842592593
Sindu31/IntelliGent-AI-Tutor-System,SLEEPING,False,2026-05-29T04:56:21.000Z,93.7942013888889
siphiwesibisi/quiz-and-study-guide-generator,RUNTIME_ERROR,False,2025-11-25T12:30:54.000Z,278.4785416666667
siphiwesibisi/quiz-generator,RUNTIME_ERROR,False,2025-11-25T11:29:12.000Z,278.5213888888889
Sirichandanasamala/AI_TUTOR,SLEEPING,False,2026-07-03T09:52:04.000Z,58.58884259259259
SirigajjeDurga/AI-Personal-Tutor,SLEEPING,False,2026-06-28T14:44:50.000Z,63.38553240740741
siriItis/pdf-study-assistant,RUNTIME_ERROR,False,2026-05-29T13:23:17.000Z,93.44216435185186
sk-12/EDUBUDDY-AI-TUTOR,SLEEPING,False,2026-06-14T04:29:46.000Z,77.81266203703704
Solkyash/Ai-study-assistant,RUNTIME_ERROR,False,2025-09-28T08:00:10.000Z,336.66655092592595
sravani30/AI_QUIZ_GENERATOR,BUILD_ERROR,False,2025-02-23T07:01:15.000Z,553.7074652777778
Sree1216/AI_tutor,SLEEPING,False,2026-07-03T05:57:27.000Z,58.75177083333333
sreejamanthena/StudyAssistant,RUNNING,False,2026-07-13T15:53:39.000Z,48.337743055555556
sreenivasulaReddy/StudyAssistant,SLEEPING,False,2026-07-04T07:37:10.000Z,57.68252314814815
Sri921980/Ai_Tutor,SLEEPING,False,2026-07-02T09:51:06.000Z,59.58951388888889
SrihithaReddy123/AI_TUTOR,SLEEPING,False,2026-07-06T08:46:56.000Z,55.63407407407407
srinivas25046/ai-study-assistant,RUNTIME_ERROR,False,2025-07-06T16:11:11.000Z,420.32556712962963
Srushtii-13/Study_Assistant,RUNTIME_ERROR,False,2026-02-13T03:52:56.000Z,198.83824074074073
starkbyte45896/Quiz_Generator,SLEEPING,False,2025-04-06T15:22:14.000Z,511.35956018518516
sudeepthitellapally/AITutor,SLEEPING,False,2026-07-03T09:41:22.000Z,58.59627314814815
sudipta26889/Quiz-Generator,SLEEPING,False,2025-10-08T15:33:56.000Z,326.3514351851852
Sujithraam/StudyAssistant,RUNNING,False,2026-07-24T06:23:33.000Z,37.733645833333334
SujithRaam07/StudyAssistant,RUNNING,False,2026-07-24T07:25:39.000Z,37.69052083333333
sultan-hassan/adaptive_language_tutor,RUNTIME_ERROR,False,2025-07-26T04:01:39.000Z,400.8321875
tariqm603/study-assistant,SLEEPING,False,2024-11-10T18:10:46.000Z,658.2425231481482
tarunkanugu/study_Assistant,RUNNING,False,2026-07-23T12:22:11.000Z,38.484594907407406
tayy786/Ai_Tutor_App,SLEEPING,False,2026-05-07T11:41:21.000Z,115.5129513888889
TeerthPurohit/RAG-TradingWithML-Teaching-Assistant,SLEEPING,False,2026-06-08T04:08:13.000Z,83.82762731481482
tejuu23/ai-tutor,SLEEPING,False,2026-07-03T05:40:37.000Z,58.76346064814815
tfitzge134/gemini-learning-companion,RUNTIME_ERROR,False,2025-04-17T01:08:20.000Z,500.9525462962963
thabassum9/ai_tutor,SLEEPING,False,2026-07-03T05:55:29.000Z,58.75313657407408
Thepatelsuraj12/Rag-based-AI-Teaching-Assistant,BUILD_ERROR,False,2026-02-13T16:33:11.000Z,198.31028935185185
theSriram/StudyAssistant,RUNNING,False,2026-08-22T11:26:54.000Z,8.522986111111111
thilak1/RAG-BASED-AI-TEACHING-ASSISTANT,RUNTIME_ERROR,False,2025-11-14T09:54:53.000Z,289.5868865740741
Tomjedo/Education_Chatbot,SLEEPING,False,2025-03-12T16:33:01.000Z,536.3104050925926
Tonic/open-gpt-Lesson-Plan-Generator,RUNTIME_ERROR,False,2023-11-28T23:12:21.000Z,1006.0330902777778
tools4ds/ai_tutor,RUNTIME_ERROR,False,2025-01-21T05:49:28.000Z,586.7573148148148
towardsai-tutors/ai-tutor-chatbot,RUNNING,False,2026-08-25T23:18:07.000Z,5.029085648148148
Trinesh16/StudyAssistant,SLEEPING,False,2026-03-03T06:49:51.000Z,180.71538194444443
Trivikrama/Physics_Lesson_Plan_Generator,RUNTIME_ERROR,False,2024-10-18T14:33:05.000Z,681.3936921296296
Troy88/Quiz-Generator,SLEEPING,False,2024-11-04T08:10:23.000Z,664.6594560185185
Turbiling/Backward-Design-Lesson-Plan-Generator,SLEEPING,False,2025-10-07T20:39:21.000Z,327.13934027777776
Turbiling/GB_Education_Chatbot,RUNTIME_ERROR,False,2025-06-11T20:51:45.000Z,445.13072916666664
Turbiling/Lesson_Plan_Generator,RUNNING,False,2025-10-08T17:38:02.000Z,326.2652546296296
Turbiling/Sharqi_Education_Chatbot,SLEEPING,False,2025-06-01T09:51:06.000Z,455.5895138888889
Tutor-Ai-100/AI_Tutor_Chatbot,RUNTIME_ERROR,False,2024-11-15T15:44:12.000Z,653.3443055555556
tyapab/ai-study-assistant,RUNTIME_ERROR,False,2026-01-16T19:51:25.000Z,226.1726273148148
uc-msai631-2025-spring/group2_study_assistant,SLEEPING,False,2025-02-22T19:14:55.000Z,554.197974537037
Udayveer1990/Language_tutor,SLEEPING,False,2026-06-05T10:06:04.000Z,86.57912037037038
Ukhanyo/quiz-generator-ai,RUNTIME_ERROR,False,2025-08-04T08:56:35.000Z,391.6273726851852
UlliInduSree/AI_Tutor_Chatbot,RUNTIME_ERROR,False,2025-08-01T15:28:29.000Z,394.3552199074074
UmarIqbal000/quiz-generator-ai,SLEEPING,False,2026-02-09T21:12:27.000Z,202.11635416666667
umerforsure/AI-Study-Assistant,RUNTIME_ERROR,False,2025-08-07T12:01:33.000Z,388.49892361111114
Us-er-na-me/QuizGenerator,BUILD_ERROR,False,2025-03-18T12:36:51.000Z,530.4744097222223
Vaibhava24/my-study-assistant,RUNNING,False,2026-08-13T10:01:57.000Z,17.581979166666667
Vaishnav-00299/my-study-assistant,SLEEPING,False,2026-06-23T04:32:06.000Z,68.81104166666667
Varshareddy1106/AI_TUTOR,SLEEPING,False,2026-07-06T09:28:03.000Z,55.60552083333334
VarunGoud314/Study_assistant,SLEEPING,False,2026-03-16T05:34:37.000Z,167.7676273148148
VinayKarthik800/ai-tutor,RUNNING,False,2026-08-23T07:44:28.000Z,7.677453703703704
vinitwaghmare/ai-study-assistant,SLEEPING,False,2025-11-09T08:15:55.000Z,294.65561342592594
vinitwaghmare/bilingual-ai-study-assistant,SLEEPING,False,2025-11-02T18:14:28.000Z,301.2399537037037
vipin1143/eva-teaching-assistant,SLEEPING,False,2026-05-12T05:10:54.000Z,110.78409722222223
viraja1/AI-Quiz-Generator,RUNTIME_ERROR,False,2025-06-07T10:10:41.000Z,449.57591435185185
vishalraaj1/AI-STUDY_ASSISTANT,RUNTIME_ERROR,False,2026-03-12T08:50:43.000Z,171.63144675925926
VishnuSai05/Study_Assistant,PAUSED,False,2026-07-16T18:04:27.000Z,45.24690972222222
vivicake666/math-tutor-chatbot,SLEEPING,False,2026-06-09T20:53:16.000Z,82.12967592592592
VSrilekha/AI-Tutor,SLEEPING,False,2026-07-03T06:05:21.000Z,58.74628472222222
wajahatkhan/AI_tutor,SLEEPING,False,2025-02-13T16:56:10.000Z,563.2943287037037
wangzy217/Teaching_Assistant,RUNTIME_ERROR,False,2024-05-07T07:52:10.000Z,845.6721064814815
wimida/socratic-tutor-bot,RUNTIME_ERROR,False,2025-04-04T09:41:59.000Z,513.5958449074074
windsoldier/ai-teaching-assistant,SLEEPING,False,2026-06-07T13:10:54.000Z,84.45076388888889
wupeiwen2001/reachy-mini-language-tutor,RUNNING,False,2026-02-16T18:14:03.000Z,195.24024305555557
yadavnirmal002/CBSE10-AI-Tutor,SLEEPING,False,2025-02-13T17:58:29.000Z,563.2510532407407
Yasir-Bhatti/Education_tutor_chatbot,SLEEPING,False,2025-12-24T16:57:49.000Z,249.29318287037037
YasirAnsari/AI_tutor,SLEEPING,False,2026-02-27T10:50:32.000Z,184.54824074074074
Yasirkhalil12/ai-quiz-generator,SLEEPING,False,2026-02-17T07:43:39.000Z,194.67802083333333
