draw,service_hhi,model_hhi,hhi_difference,hhi_ratio,service_top_share,model_top_share,top_share_difference,service_shannon_entropy,model_shannon_entropy,shannon_entropy_difference_model_minus_service
87,0.34297520661157016,0.11674829099071524,0.22622691562085492,2.937732138955647,0.5454545454545454,0.18686868686868688,0.35858585858585856,1.4638795706949534,2.410398559935825,0.9465189892408716
88,0.2826497296194266,0.11537088052239568,0.1672788490970309,2.449922617731594,0.45454545454545453,0.19696969696969696,0.25757575757575757,1.5261508162338875,2.499113378443778,0.9729625622098905
89,0.3294306703397613,0.11181398723486266,0.21761668310489865,2.946238466997871,0.5252525252525253,0.17676767676767677,0.3484848484848485,1.4253527170957168,2.4405387263257334,1.0151860092300167
90,0.38511376390164265,0.12832023943135057,0.2567935244702921,3.001192684866153,0.5858585858585859,0.21212121212121213,0.3737373737373737,1.3605421647962834,2.316316838737959,0.9557746739416757
91,0.30272421181512094,0.14117040211316306,0.16155380970195787,2.1443886769724956,0.48484848484848486,0.23232323232323232,0.25252525252525254,1.4789531782937304,2.2145924953731346,0.7356393170794042
92,0.450005101520253,0.12271990386468501,0.327285197655568,3.6669284064665124,0.6414141414141414,0.20286195286195285,0.4385521885521886,1.150166203767145,2.377811419191421,1.227645215424276
93,0.4076114682175288,0.13394041424344455,0.27367105397408426,3.043229860978861,0.6111111111111112,0.22474747474747475,0.3863636363636364,1.3096328780172484,2.3096099999994846,0.9999771219822362
94,0.28591470258136925,0.1316277250620685,0.15428697751930076,2.172146502163943,0.4595959595959596,0.21212121212121213,0.2474747474747475,1.5396668031846141,2.318896129466192,0.7792293262815779
95,0.36917151311090707,0.15010373091181173,0.21906778219909534,2.459442619236434,0.5707070707070707,0.23232323232323232,0.3383838383838384,1.3763210015857672,2.201988602147378,0.8256676005616106
96,0.3747831853892461,0.13756532780101804,0.23721785758822805,2.7244014998557837,0.5707070707070707,0.19696969696969696,0.37373737373737376,1.3450498031898959,2.205868016002208,0.8608182128123123
97,0.4890827466585042,0.14911743699622487,0.33996530966227934,3.2798494697228873,0.6818181818181818,0.22895622895622897,0.4528619528619528,1.120906843458183,2.140730450098161,1.019823606639978
98,0.27716559534741353,0.13095602489541883,0.1462095704519947,2.1164783794312427,0.4444444444444444,0.20707070707070707,0.23737373737373735,1.5155137142399437,2.3526578937890186,0.8371441795490748
99,0.34919906132027345,0.13222857078075934,0.21697049053951412,2.640874504340371,0.5353535353535354,0.23232323232323232,0.30303030303030304,1.3952731826019489,2.3250585764055827,0.9297853938036338
100,0.3692735435159677,0.1350542461653573,0.2342192973506104,2.734260891463107,0.5656565656565656,0.20033670033670037,0.36531986531986527,1.3444017115601197,2.222501770658829,0.8781000590987094
101,0.29680644832159986,0.10196238479066763,0.19484406353093223,2.910940627084723,0.4797979797979798,0.16161616161616163,0.3181818181818181,1.5422731465279393,2.5472357639690566,1.0049626174411173
102,0.3237679828588919,0.13501173349658196,0.18875624936230995,2.398072926506707,0.5151515151515151,0.21296296296296294,0.30218855218855223,1.4508279067130003,2.248265405586606,0.7974374988736057
103,0.3947301295786145,0.14994643403734315,0.24478369554127133,2.632474270647274,0.5808080808080808,0.23232323232323232,0.34848484848484845,1.227490778952588,2.2227292865299084,0.9952385075773205
104,0.30354045505560656,0.12429570678728927,0.1792447482683173,2.4420831813206862,0.4898989898989899,0.19696969696969696,0.29292929292929293,1.5091524039302997,2.359499441162614,0.8503470372323143
105,0.372615039281706,0.12503826140189778,0.2475767778798082,2.9800081599347203,0.5808080808080808,0.23737373737373738,0.3434343434343434,1.4298971557886424,2.3744951718880496,0.9445980160994072
106,0.32920110192837476,0.14709950231835756,0.1821015996100172,2.2379484412932067,0.5252525252525253,0.24242424242424243,0.2828282828282829,1.423420190144241,2.2772906951059073,0.8538705049616664
107,0.34843383328231814,0.1385799634957884,0.20985386978652973,2.51431609947644,0.5202020202020202,0.20454545454545456,0.31565656565656564,1.281278766457617,2.2197019819620043,0.9384232155043872
108,0.4151107029894908,0.13631828951694272,0.27879241347254813,3.0451578028192436,0.6161616161616161,0.20707070707070707,0.40909090909090906,1.2965302848952662,2.2306701917384375,0.9341399068431713
109,0.3230282624222018,0.11201237968914735,0.21101588273305444,2.8838621527250647,0.5151515151515151,0.1734006734006734,0.34175084175084175,1.4248226122183496,2.466155247462237,1.0413326352438874
110,0.3480257116620753,0.18141006019793898,0.16661565146413632,1.9184476940382453,0.5404040404040404,0.32323232323232326,0.21717171717171718,1.3512071876874536,2.138855807723094,0.7876486200356405
111,0.2873686358534843,0.1503956512374021,0.13697298461608223,1.9107509657966641,0.4444444444444444,0.2415824915824916,0.20286195286195283,1.4861542542629922,2.281092993377915,0.794938739114923
112,0.3859810223446587,0.1516001768527021,0.2343808454919566,2.546045989904655,0.5858585858585859,0.22727272727272727,0.35858585858585856,1.336562224086244,2.1895941270153068,0.8530319029290627
113,0.3381287623711866,0.151101361539072,0.1870274008321146,2.237761188430806,0.5353535353535354,0.21212121212121213,0.3232323232323232,1.4257219070805929,2.1376124621047294,0.7118905550241366
114,0.3217018671564126,0.1289919395980002,0.19270992755841237,2.493968756179553,0.51010101010101,0.23063973063973062,0.2794612794612794,1.405681745569898,2.3763620244292034,0.9706802788593054
115,0.4984695439240894,0.13587615776167963,0.36259338616240977,3.6685578407242088,0.6868686868686869,0.21885521885521883,0.468013468013468,1.080299741889204,2.2776174215762857,1.1973176796870817
116,0.25275482093663915,0.12343128252219163,0.12932353841444752,2.047737135771854,0.4090909090909091,0.19696969696969696,0.21212121212121215,1.6123420960149748,2.321773063824565,0.7094309678095903
117,0.3027242118151209,0.1264270085818907,0.17629720323323017,2.3944583931133434,0.46464646464646464,0.1961279461279461,0.26851851851851855,1.4613360682138432,2.2912131485137106,0.8298770802998674
118,0.3359351086623814,0.12344970467866093,0.21248540398372048,2.7212305573093034,0.5303030303030303,0.20707070707070707,0.3232323232323232,1.3978580942389827,2.3597410299221036,0.9618829356831209
119,0.3650137741046832,0.14175565985330293,0.22325811425138029,2.5749502664120847,0.5707070707070707,0.20959595959595959,0.36111111111111116,1.4047327992513128,2.2450692598170785,0.8403364605657657
120,0.28221610039791856,0.1488510242718997,0.13336507612601886,1.8959634424980958,0.45454545454545453,0.23316498316498316,0.22138047138047137,1.537708626197286,2.2678484335792355,0.7301398073819494
121,0.3143811855933068,0.1415728553775692,0.1728083302157376,2.2206318065342727,0.4898989898989899,0.23232323232323232,0.25757575757575757,1.4019328617104434,2.2366268005315466,0.8346939388211032
122,0.33705744311804914,0.1494646237912231,0.18759281932682603,2.2550984612175626,0.5303030303030303,0.22727272727272727,0.303030303030303,1.417533944735588,2.185127006196645,0.7675930614610571
123,0.29537802265074997,0.12483986894761306,0.1705381537031369,2.3660552124954597,0.46464646464646464,0.19696969696969696,0.2676767676767677,1.475839378274356,2.4179707539202284,0.9421313756458725
124,0.3591980410162229,0.1404675259894115,0.21873051502681137,2.5571607279770796,0.5555555555555556,0.21717171717171718,0.3383838383838384,1.3561333270382818,2.2465207898415853,0.8903874628033035
125,0.3414192429343944,0.12663957192576722,0.2147796710086272,2.6959917642056257,0.5353535353535354,0.21717171717171718,0.3181818181818182,1.402945990874095,2.3294954898377243,0.9265494989636291
126,0.293082338536884,0.11256787856114457,0.1805144599757394,2.6036054181982977,0.46464646464646464,0.16498316498316498,0.29966329966329963,1.559941638135677,2.4421663240059037,0.8822246858702267
127,0.36149372513008876,0.14075944631500187,0.2207342788150869,2.568166717003926,0.5606060606060606,0.22053872053872053,0.34006734006734,1.3750398160750137,2.238993282486016,0.8639534664110025
128,0.4072288541985512,0.12237413415864593,0.2848547200399053,3.3277363472138597,0.6060606060606061,0.18181818181818182,0.42424242424242425,1.2578966587381966,2.3376565156424127,1.0797598569042162
129,0.31392204877053353,0.13464329036719608,0.17927875840333746,2.3315090407729384,0.51010101010101,0.25757575757575757,0.2525252525252525,1.479553213774106,2.3189425482868327,0.8393893345127266
130,0.29637281910009183,0.12654604405446157,0.16982677504563026,2.3420156774916014,0.4696969696969697,0.20707070707070707,0.26262626262626265,1.5091907183004787,2.35010535357897,0.8409146352784915
131,0.2915263748597082,0.13313975898150984,0.15838661587819838,2.1896267282577457,0.47474747474747475,0.23232323232323232,0.24242424242424243,1.523325499007876,2.2976254948905943,0.7742999958827184
132,0.309509233751658,0.13331689510140685,0.17619233865025116,2.321605476306895,0.494949494949495,0.22390572390572389,0.2710437710437711,1.4423663094933004,2.288241420397551,0.8458751109042508
133,0.4029180695847362,0.14356244827625303,0.25935562130848316,2.8065700635685227,0.5959595959595959,0.26262626262626265,0.33333333333333326,1.257745007984029,2.260060275579586,1.002315267595557
