analysis,provider,project_count,fractional_weight,fractional_share
combined_near_duplicate_090,namespace:OrdalieTech,1,0.3333333333333333,0.0007733952049497292
combined_near_duplicate_090,namespace:castorini,1,0.3333333333333333,0.0007733952049497292
combined_near_duplicate_090,namespace:csebuetnlp,1,0.3333333333333333,0.0007733952049497292
combined_near_duplicate_090,namespace:dangvantuan,1,0.3333333333333333,0.0007733952049497292
combined_near_duplicate_090,namespace:distil-whisper,1,0.3333333333333333,0.0007733952049497292
combined_near_duplicate_090,namespace:google-bert,1,0.3333333333333333,0.0007733952049497292
combined_near_duplicate_090,namespace:mixedbread-ai,1,0.3333333333333333,0.0007733952049497292
combined_near_duplicate_090,namespace:TinyLlama,1,0.25,0.000580046403712297
combined_near_duplicate_090,namespace:answerdotai,1,0.25,0.000580046403712297
combined_near_duplicate_090,namespace:lmsys,1,0.25,0.000580046403712297
combined_near_duplicate_090,namespace:shahzaib41202,1,0.25,0.000580046403712297
combined_near_duplicate_090,Black Forest Labs,1,0.16666666666666666,0.0003866976024748646
combined_near_duplicate_090,Moonshot AI,1,0.16666666666666666,0.0003866976024748646
combined_near_duplicate_090,namespace:CohereLabs,1,0.16666666666666666,0.0003866976024748646
combined_near_duplicate_090,namespace:openbmb,1,0.16666666666666666,0.0003866976024748646
combined_near_duplicate_090,namespace:towardsai-tutors,1,0.16666666666666666,0.0003866976024748646
combined_near_duplicate_090,BigScience,2,0.14285714285714285,0.00033145508783559825
combined_near_duplicate_090,namespace:OpenAssistant,2,0.14285714285714285,0.00033145508783559825
combined_near_duplicate_090,namespace:intfloat,2,0.14285714285714285,0.00033145508783559825
combined_near_duplicate_090,namespace:togethercomputer,2,0.14285714285714285,0.00033145508783559825
combined_likes_weighted,Google,229,250.83809523809524,0.34408517865307986
combined_likes_weighted,Groq,93,107.91666666666667,0.14803383630544126
combined_likes_weighted,User-managed runtime,128,106.98809523809524,0.14676007577242145
combined_likes_weighted,OpenAI,76,75.91666666666667,0.10413808870598995
combined_likes_weighted,Hugging Face,55,28.916666666666668,0.03966620941929584
combined_likes_weighted,Mistral AI,29,16.083333333333332,0.022062185642432553
combined_likes_weighted,namespace:HuggingFaceTB,4,13.666666666666666,0.018747142203932327
combined_likes_weighted,namespace:sentence-transformers,25,12.5,0.017146776406035666
combined_likes_weighted,namespace:AdamCodd,2,10.666666666666666,0.014631915866483767
combined_likes_weighted,Meta,24,10.583333333333334,0.014517604023776864
combined_likes_weighted,OpenRouter,11,9.516666666666666,0.013054412437128486
combined_likes_weighted,DeepSeek,7,7.933333333333334,0.010882487425697302
combined_likes_weighted,Alibaba,16,7.583333333333333,0.010402377686328304
combined_likes_weighted,Cohere,5,5.1,0.006995884773662551
combined_likes_weighted,namespace:CountingMstar,1,4.666666666666667,0.006401463191586649
combined_likes_weighted,namespace:google-bert,1,4.666666666666667,0.006401463191586649
combined_likes_weighted,Anthropic,4,4.6,0.006310013717421124
combined_likes_weighted,namespace:facebook,8,3.1666666666666665,0.004343850022862368
combined_likes_weighted,namespace:distilbert,6,2.75,0.0037722908093278463
combined_likes_weighted,Microsoft,6,2.6666666666666665,0.003657978966620942
combined_likes_weighted,namespace:valhalla,6,2.4166666666666665,0.0033150434385002285
combined_likes_weighted,EleutherAI,4,2.321428571428571,0.0031844013325494805
combined_likes_weighted,namespace:openai-community,5,2.25,0.0030864197530864196
combined_likes_weighted,namespace:google-t5,5,2.0,0.0027434842249657062
combined_likes_weighted,namespace:sshleifer,4,1.8333333333333333,0.0025148605395518974
combined_likes_weighted,Together AI,3,1.6666666666666665,0.0022862368541380885
combined_likes_weighted,BigScience,2,1.5714285714285714,0.002155594748187341
combined_likes_weighted,namespace:OpenAssistant,2,1.5714285714285714,0.002155594748187341
combined_likes_weighted,namespace:intfloat,2,1.5714285714285714,0.002155594748187341
combined_likes_weighted,namespace:togethercomputer,2,1.5714285714285714,0.002155594748187341
combined_likes_weighted,namespace:Salesforce,3,1.4166666666666665,0.0019433013260173751
combined_likes_weighted,BAAI,3,1.25,0.0017146776406035665
combined_likes_weighted,namespace:TheBloke,2,1.1666666666666665,0.0016003657978966618
combined_likes_weighted,namespace:jaiganesan,2,1.0,0.0013717421124828531
combined_likes_weighted,namespace:mrm8488,2,1.0,0.0013717421124828531
combined_likes_weighted,namespace:3morg,1,1.0,0.0013717421124828531
combined_likes_weighted,namespace:mixedbread-ai,1,1.0,0.0013717421124828531
combined_likes_weighted,namespace:models,2,0.8333333333333333,0.0011431184270690442
combined_likes_weighted,namespace:cross-encoder,2,0.75,0.00102880658436214
combined_likes_weighted,namespace:deepseek,2,0.6666666666666666,0.0009144947416552355
combined_likes_weighted,namespace:MBZUAI,1,0.6666666666666666,0.0009144947416552355
combined_likes_weighted,Black Forest Labs,1,0.5,0.0006858710562414266
combined_likes_weighted,Fireworks AI,1,0.5,0.0006858710562414266
combined_likes_weighted,TII,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:Abdelrahman04,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:CohereLabs,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:LiquidAI,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:LoveJesus,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:akhooli,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:answerdotai,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:bielik-chatbot-devteam,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:canopylabs,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:danrdoran,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:ke955,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:koshkosh,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:lmqg,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:lmsys,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:openbmb,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:runwayml,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:shahzaib41202,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:speakleash,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:vivicake666,1,0.5,0.0006858710562414266
combined_likes_weighted,namespace:OrdalieTech,1,0.3333333333333333,0.0004572473708276177
combined_likes_weighted,namespace:castorini,1,0.3333333333333333,0.0004572473708276177
combined_likes_weighted,namespace:csebuetnlp,1,0.3333333333333333,0.0004572473708276177
combined_likes_weighted,namespace:dangvantuan,1,0.3333333333333333,0.0004572473708276177
combined_likes_weighted,namespace:distil-whisper,1,0.3333333333333333,0.0004572473708276177
combined_likes_weighted,namespace:TinyLlama,1,0.25,0.0003429355281207133
combined_likes_weighted,Moonshot AI,1,0.16666666666666666,0.00022862368541380886
combined_likes_weighted,namespace:towardsai-tutors,1,0.16666666666666666,0.00022862368541380886
combined_likes_arm,Google,137,108.06904761904762,0.27997162595608194
combined_likes_arm,Groq,76,62.833333333333336,0.16278065630397237
combined_likes_arm,User-managed runtime,124,59.70238095238095,0.15466938070565012
combined_likes_arm,OpenAI,68,48.583333333333336,0.12586355785837652
combined_likes_arm,Hugging Face,43,20.416666666666668,0.05289291882556132
combined_likes_arm,Mistral AI,29,13.25,0.03432642487046632
combined_likes_arm,Meta,22,9.583333333333334,0.024827288428324698
combined_likes_arm,namespace:sentence-transformers,22,9.416666666666666,0.02439550949913644
combined_likes_arm,OpenRouter,10,5.283333333333333,0.013687392055267703
combined_likes_arm,namespace:facebook,8,3.1666666666666665,0.008203799654576856
combined_likes_arm,DeepSeek,5,3.033333333333333,0.007858376511226253
combined_likes_arm,Alibaba,8,2.833333333333333,0.007340241796200344
combined_likes_arm,namespace:valhalla,6,2.4166666666666665,0.006260794473229706
combined_likes_arm,Microsoft,5,2.333333333333333,0.006044905008635578
combined_likes_arm,namespace:distilbert,6,2.25,0.005829015544041451
combined_likes_arm,namespace:HuggingFaceTB,4,2.1666666666666665,0.005613126079447322
combined_likes_arm,namespace:google-t5,5,2.0,0.0051813471502590676
combined_likes_arm,namespace:openai-community,4,1.75,0.0045336787564766836
combined_likes_arm,Together AI,3,1.6666666666666665,0.004317789291882556
combined_likes_arm,Cohere,5,1.3666666666666667,0.003540587219343696
combined_likes_arm,namespace:sshleifer,4,1.1666666666666665,0.003022452504317789
combined_likes_arm,EleutherAI,4,1.0357142857142856,0.0026831976313841594
combined_likes_arm,namespace:jaiganesan,2,1.0,0.0025906735751295338
combined_likes_arm,namespace:mrm8488,2,1.0,0.0025906735751295338
combined_likes_arm,namespace:3morg,1,1.0,0.0025906735751295338
combined_likes_arm,Anthropic,4,0.95,0.0024611398963730567
combined_likes_arm,namespace:Salesforce,3,0.8333333333333333,0.002158894645941278
combined_likes_arm,namespace:cross-encoder,2,0.75,0.0019430051813471502
combined_likes_arm,namespace:AdamCodd,2,0.6666666666666666,0.0017271157167530224
combined_likes_arm,namespace:deepseek,2,0.6666666666666666,0.0017271157167530224
combined_likes_arm,namespace:TheBloke,2,0.5833333333333333,0.0015112262521588945
combined_likes_arm,Fireworks AI,1,0.5,0.0012953367875647669
combined_likes_arm,TII,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:Abdelrahman04,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:LiquidAI,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:LoveJesus,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:akhooli,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:bielik-chatbot-devteam,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:canopylabs,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:danrdoran,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:ke955,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:koshkosh,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:lmqg,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:models,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:runwayml,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:speakleash,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:vivicake666,1,0.5,0.0012953367875647669
combined_likes_arm,namespace:CountingMstar,1,0.3333333333333333,0.0008635578583765112
combined_likes_arm,namespace:MBZUAI,1,0.3333333333333333,0.0008635578583765112
combined_likes_arm,namespace:OrdalieTech,1,0.3333333333333333,0.0008635578583765112
combined_likes_arm,namespace:castorini,1,0.3333333333333333,0.0008635578583765112
combined_likes_arm,namespace:csebuetnlp,1,0.3333333333333333,0.0008635578583765112
combined_likes_arm,namespace:dangvantuan,1,0.3333333333333333,0.0008635578583765112
combined_likes_arm,namespace:distil-whisper,1,0.3333333333333333,0.0008635578583765112
combined_likes_arm,namespace:google-bert,1,0.3333333333333333,0.0008635578583765112
combined_likes_arm,namespace:mixedbread-ai,1,0.3333333333333333,0.0008635578583765112
combined_likes_arm,BigScience,2,0.2857142857142857,0.0007401924500370096
combined_likes_arm,namespace:OpenAssistant,2,0.2857142857142857,0.0007401924500370096
combined_likes_arm,namespace:intfloat,2,0.2857142857142857,0.0007401924500370096
combined_likes_arm,namespace:togethercomputer,2,0.2857142857142857,0.0007401924500370096
combined_likes_arm,BAAI,1,0.25,0.0006476683937823834
combined_likes_arm,namespace:TinyLlama,1,0.25,0.0006476683937823834
combined_likes_arm,namespace:answerdotai,1,0.25,0.0006476683937823834
combined_likes_arm,namespace:lmsys,1,0.25,0.0006476683937823834
combined_likes_arm,namespace:shahzaib41202,1,0.25,0.0006476683937823834
combined_likes_arm,Black Forest Labs,1,0.16666666666666666,0.0004317789291882556
combined_likes_arm,Moonshot AI,1,0.16666666666666666,0.0004317789291882556
combined_likes_arm,namespace:CohereLabs,1,0.16666666666666666,0.0004317789291882556
combined_likes_arm,namespace:openbmb,1,0.16666666666666666,0.0004317789291882556
combined_likes_arm,namespace:towardsai-tutors,1,0.16666666666666666,0.0004317789291882556
combined_recent_arm,Google,160,135.5690476190476,0.39524503679022627
combined_recent_arm,Groq,64,52.166666666666664,0.152089407191448
combined_recent_arm,User-managed runtime,83,41.285714285714285,0.12036651395251978
combined_recent_arm,OpenAI,49,32.25,0.09402332361516035
combined_recent_arm,Hugging Face,38,18.333333333333332,0.05344995140913508
combined_recent_arm,namespace:sentence-transformers,16,6.416666666666667,0.01870748299319728
combined_recent_arm,Meta,15,6.333333333333333,0.0184645286686103
combined_recent_arm,Alibaba,14,6.25,0.018221574344023325
combined_recent_arm,Mistral AI,12,5.666666666666667,0.016520894071914483
combined_recent_arm,DeepSeek,7,4.533333333333333,0.013216715257531583
combined_recent_arm,OpenRouter,9,3.783333333333333,0.011030126336248785
combined_recent_arm,Microsoft,5,2.333333333333333,0.006802721088435373
combined_recent_arm,namespace:openai-community,5,2.25,0.006559766763848397
combined_recent_arm,Together AI,3,1.6666666666666665,0.004859086491739552
combined_recent_arm,namespace:valhalla,3,1.5,0.004373177842565598
combined_recent_arm,Cohere,5,1.3666666666666667,0.003984450923226433
combined_recent_arm,BAAI,3,1.25,0.0036443148688046646
combined_recent_arm,namespace:HuggingFaceTB,3,1.1666666666666665,0.0034013605442176865
combined_recent_arm,namespace:facebook,2,1.0,0.0029154518950437317
combined_recent_arm,namespace:google-t5,2,1.0,0.0029154518950437317
combined_recent_arm,namespace:mrm8488,2,1.0,0.0029154518950437317
combined_recent_arm,namespace:3morg,1,1.0,0.0029154518950437317
combined_recent_arm,Anthropic,4,0.95,0.0027696793002915453
combined_recent_arm,namespace:models,2,0.8333333333333333,0.002429543245869776
combined_recent_arm,namespace:cross-encoder,2,0.75,0.002186588921282799
combined_recent_arm,namespace:distilbert,2,0.75,0.002186588921282799
combined_recent_arm,namespace:AdamCodd,2,0.6666666666666666,0.001943634596695821
combined_recent_arm,namespace:deepseek,2,0.6666666666666666,0.001943634596695821
combined_recent_arm,EleutherAI,3,0.5357142857142857,0.0015618492294877135
combined_recent_arm,TII,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:Abdelrahman04,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:LiquidAI,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:LoveJesus,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:akhooli,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:bielik-chatbot-devteam,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:canopylabs,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:ke955,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:koshkosh,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:lmqg,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:speakleash,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:vivicake666,1,0.5,0.0014577259475218659
combined_recent_arm,namespace:OrdalieTech,1,0.3333333333333333,0.0009718172983479105
combined_recent_arm,namespace:dangvantuan,1,0.3333333333333333,0.0009718172983479105
combined_recent_arm,namespace:distil-whisper,1,0.3333333333333333,0.0009718172983479105
combined_recent_arm,BigScience,2,0.2857142857142857,0.0008329862557267804
combined_recent_arm,namespace:OpenAssistant,2,0.2857142857142857,0.0008329862557267804
combined_recent_arm,namespace:intfloat,2,0.2857142857142857,0.0008329862557267804
combined_recent_arm,namespace:togethercomputer,2,0.2857142857142857,0.0008329862557267804
combined_recent_arm,namespace:TinyLlama,1,0.25,0.0007288629737609329
combined_recent_arm,namespace:answerdotai,1,0.25,0.0007288629737609329
combined_recent_arm,namespace:sshleifer,1,0.25,0.0007288629737609329
combined_recent_arm,Black Forest Labs,1,0.16666666666666666,0.00048590864917395527
combined_recent_arm,Moonshot AI,1,0.16666666666666666,0.00048590864917395527
combined_recent_arm,namespace:CohereLabs,1,0.16666666666666666,0.00048590864917395527
combined_recent_arm,namespace:openbmb,1,0.16666666666666666,0.00048590864917395527
combined_recent_arm,namespace:towardsai-tutors,1,0.16666666666666666,0.00048590864917395527
combined_high_confidence,Google,228,196.5690476190476,0.3854295051353875
combined_high_confidence,Groq,93,77.83333333333333,0.1526143790849673
combined_high_confidence,User-managed runtime,128,62.98571428571429,0.12350140056022409
combined_high_confidence,OpenAI,74,54.28333333333333,0.10643790849673203
combined_high_confidence,Hugging Face,55,26.083333333333332,0.0511437908496732
combined_high_confidence,Mistral AI,27,12.583333333333334,0.024673202614379088
combined_high_confidence,namespace:sentence-transformers,25,11.083333333333334,0.021732026143790852
combined_high_confidence,Meta,22,9.916666666666666,0.019444444444444445
combined_high_confidence,OpenRouter,10,6.583333333333333,0.012908496732026143
combined_high_confidence,Alibaba,14,5.5,0.010784313725490196
combined_high_confidence,DeepSeek,6,4.333333333333333,0.00849673202614379
combined_high_confidence,namespace:facebook,8,3.1666666666666665,0.006209150326797385
combined_high_confidence,Microsoft,6,2.6666666666666665,0.00522875816993464
combined_high_confidence,namespace:valhalla,6,2.4166666666666665,0.004738562091503268
combined_high_confidence,namespace:distilbert,6,2.25,0.004411764705882353
combined_high_confidence,namespace:openai-community,5,2.25,0.004411764705882353
combined_high_confidence,namespace:HuggingFaceTB,4,2.1666666666666665,0.004248366013071895
combined_high_confidence,namespace:google-t5,5,2.0,0.00392156862745098
combined_high_confidence,Together AI,3,2.0,0.00392156862745098
combined_high_confidence,Cohere,5,1.5333333333333332,0.003006535947712418
combined_high_confidence,BAAI,3,1.25,0.0024509803921568627
combined_high_confidence,namespace:sshleifer,4,1.1666666666666665,0.002287581699346405
combined_high_confidence,Anthropic,4,1.1166666666666667,0.0021895424836601307
combined_high_confidence,EleutherAI,4,1.0357142857142856,0.0020308123249299717
combined_high_confidence,namespace:mrm8488,2,1.0,0.00196078431372549
combined_high_confidence,namespace:3morg,1,1.0,0.00196078431372549
combined_high_confidence,namespace:speakleash,1,1.0,0.00196078431372549
combined_high_confidence,namespace:Salesforce,3,0.8333333333333333,0.001633986928104575
combined_high_confidence,namespace:cross-encoder,2,0.75,0.0014705882352941176
combined_high_confidence,namespace:AdamCodd,2,0.6666666666666666,0.00130718954248366
combined_high_confidence,Fireworks AI,1,0.5,0.000980392156862745
combined_high_confidence,TII,1,0.5,0.000980392156862745
combined_high_confidence,namespace:Abdelrahman04,1,0.5,0.000980392156862745
combined_high_confidence,namespace:LiquidAI,1,0.5,0.000980392156862745
combined_high_confidence,namespace:LoveJesus,1,0.5,0.000980392156862745
combined_high_confidence,namespace:TheBloke,1,0.5,0.000980392156862745
combined_high_confidence,namespace:danrdoran,1,0.5,0.000980392156862745
combined_high_confidence,namespace:ke955,1,0.5,0.000980392156862745
combined_high_confidence,namespace:koshkosh,1,0.5,0.000980392156862745
combined_high_confidence,namespace:lmqg,1,0.5,0.000980392156862745
combined_high_confidence,namespace:runwayml,1,0.5,0.000980392156862745
combined_high_confidence,namespace:vivicake666,1,0.5,0.000980392156862745
combined_high_confidence,namespace:CountingMstar,1,0.3333333333333333,0.00065359477124183
combined_high_confidence,namespace:MBZUAI,1,0.3333333333333333,0.00065359477124183
combined_high_confidence,namespace:OrdalieTech,1,0.3333333333333333,0.00065359477124183
combined_high_confidence,namespace:castorini,1,0.3333333333333333,0.00065359477124183
combined_high_confidence,namespace:csebuetnlp,1,0.3333333333333333,0.00065359477124183
combined_high_confidence,namespace:dangvantuan,1,0.3333333333333333,0.00065359477124183
combined_high_confidence,namespace:distil-whisper,1,0.3333333333333333,0.00065359477124183
combined_high_confidence,namespace:google-bert,1,0.3333333333333333,0.00065359477124183
combined_high_confidence,namespace:lmsys,1,0.3333333333333333,0.00065359477124183
combined_high_confidence,namespace:mixedbread-ai,1,0.3333333333333333,0.00065359477124183
combined_high_confidence,namespace:shahzaib41202,1,0.3333333333333333,0.00065359477124183
combined_high_confidence,BigScience,2,0.2857142857142857,0.0005602240896358543
combined_high_confidence,namespace:OpenAssistant,2,0.2857142857142857,0.0005602240896358543
combined_high_confidence,namespace:intfloat,2,0.2857142857142857,0.0005602240896358543
combined_high_confidence,namespace:togethercomputer,2,0.2857142857142857,0.0005602240896358543
combined_high_confidence,namespace:TinyLlama,1,0.25,0.0004901960784313725
combined_high_confidence,namespace:answerdotai,1,0.25,0.0004901960784313725
combined_high_confidence,Black Forest Labs,1,0.16666666666666666,0.000326797385620915
combined_high_confidence,Moonshot AI,1,0.16666666666666666,0.000326797385620915
combined_high_confidence,namespace:CohereLabs,1,0.16666666666666666,0.000326797385620915
combined_high_confidence,namespace:openbmb,1,0.16666666666666666,0.000326797385620915
model_provider_hf_linked_only,Google,32,25.666666666666668,0.14102564102564102
model_provider_hf_linked_only,Mistral AI,27,24.5,0.1346153846153846
model_provider_hf_linked_only,namespace:sentence-transformers,25,19.666666666666668,0.10805860805860806
model_provider_hf_linked_only,OpenAI,22,18.416666666666668,0.10119047619047619
model_provider_hf_linked_only,Meta,22,17.416666666666668,0.0956959706959707
model_provider_hf_linked_only,Alibaba,14,10.666666666666666,0.05860805860805861
model_provider_hf_linked_only,namespace:facebook,8,5.666666666666666,0.031135531135531132
model_provider_hf_linked_only,Microsoft,6,5.0,0.027472527472527472
model_provider_hf_linked_only,namespace:valhalla,6,4.333333333333333,0.023809523809523808
model_provider_hf_linked_only,namespace:openai-community,5,4.333333333333333,0.023809523809523808
model_provider_hf_linked_only,namespace:distilbert,6,4.0,0.02197802197802198
model_provider_hf_linked_only,namespace:google-t5,5,3.6666666666666665,0.020146520146520144
model_provider_hf_linked_only,namespace:HuggingFaceTB,4,3.0,0.016483516483516484
model_provider_hf_linked_only,DeepSeek,3,3.0,0.016483516483516484
model_provider_hf_linked_only,BAAI,3,2.0,0.01098901098901099
model_provider_hf_linked_only,namespace:mrm8488,2,2.0,0.01098901098901099
model_provider_hf_linked_only,EleutherAI,4,1.6666666666666665,0.009157509157509156
model_provider_hf_linked_only,namespace:sshleifer,4,1.6666666666666665,0.009157509157509156
model_provider_hf_linked_only,namespace:cross-encoder,2,1.5,0.008241758241758242
model_provider_hf_linked_only,namespace:Salesforce,3,1.1666666666666665,0.006410256410256409
model_provider_hf_linked_only,namespace:AdamCodd,2,1.0,0.005494505494505495
model_provider_hf_linked_only,TII,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:3morg,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:Abdelrahman04,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:LiquidAI,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:LoveJesus,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:answerdotai,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:danrdoran,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:ke955,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:koshkosh,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:lmqg,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:runwayml,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:speakleash,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:vivicake666,1,1.0,0.005494505494505495
model_provider_hf_linked_only,namespace:CountingMstar,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,namespace:MBZUAI,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,namespace:OrdalieTech,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,namespace:TheBloke,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,namespace:castorini,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,namespace:csebuetnlp,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,namespace:dangvantuan,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,namespace:distil-whisper,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,namespace:google-bert,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,namespace:lmsys,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,namespace:mixedbread-ai,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,namespace:shahzaib41202,1,0.5,0.0027472527472527475
model_provider_hf_linked_only,BigScience,2,0.3333333333333333,0.0018315018315018315
model_provider_hf_linked_only,namespace:OpenAssistant,2,0.3333333333333333,0.0018315018315018315
model_provider_hf_linked_only,namespace:intfloat,2,0.3333333333333333,0.0018315018315018315
model_provider_hf_linked_only,namespace:togethercomputer,2,0.3333333333333333,0.0018315018315018315
model_provider_hf_linked_only,namespace:TinyLlama,1,0.3333333333333333,0.0018315018315018315
model_provider_hf_linked_only,Black Forest Labs,1,0.25,0.0013736263736263737
model_provider_hf_linked_only,Moonshot AI,1,0.25,0.0013736263736263737
model_provider_hf_linked_only,namespace:CohereLabs,1,0.25,0.0013736263736263737
model_provider_hf_linked_only,namespace:openbmb,1,0.25,0.0013736263736263737
