robustness_family,variant,strict_projects_in_frame,boundary,matched_projects,service_categories,model_categories,weighting,service_hhi,model_hhi,hhi_difference_service_minus_model,service_hhi_ci_low,service_hhi_ci_high,model_hhi_ci_low,model_hhi_ci_high,hhi_difference_ci_low,hhi_difference_ci_high,bootstrap_fraction_service_hhi_gt_model_hhi,bootstrap_draws,bootstrap_seed,omitted_projects
rank_cutoff,25,258,frozen query vocabulary and returned ranks,57,8,22,project_equal,0.28893505694059707,0.11683509455900959,0.17209996238158748,0.21821329639889195,0.4138504155124652,0.10141582025238535,0.16761877586265847,0.09438010840942508,0.26605739800280404,1.0,2000,20260831,
rank_cutoff,50,369,frozen query vocabulary and returned ranks,68,8,24,project_equal,0.30671496539792387,0.11786632545174933,0.18884863994617454,0.2393436418685121,0.41235942906574397,0.10072695898212225,0.16526140787197233,0.1131155234765475,0.2750958165128796,1.0,2000,20260831,
rank_cutoff,75,454,frozen query vocabulary and returned ranks,86,8,26,project_equal,0.34819497025419144,0.1270863379604591,0.22110863229373234,0.2728501892915089,0.45294753921038405,0.10897965679646657,0.1687426762213809,0.14349967700258398,0.309008341596058,1.0,2000,20260831,
rank_cutoff,100,530,frozen query vocabulary and returned ranks,99,9,26,project_equal,0.33894500561167223,0.12379830856261832,0.21514669704905393,0.26859249056218754,0.43620612692582383,0.10717851211327643,0.1583909734267478,0.1424894993708125,0.29643290367196085,1.0,2000,20260831,
leave_one_query_out,ai tutor,381,frozen query vocabulary and returned ranks,68,8,20,project_equal,0.3369377162629758,0.12471765667051135,0.21222005959246446,0.2630798551038062,0.45480374134948093,0.10592605608419839,0.17278826052479812,0.12952530276816615,0.31010759083044975,1.0,2000,20260831,
leave_one_query_out,socratic tutor,521,frozen query vocabulary and returned ranks,97,9,26,project_equal,0.3386119672653842,0.1236065351141342,0.21500543215124995,0.2687732490168987,0.442190323094909,0.10669158370826985,0.16028145333663985,0.1434302337596391,0.3059863635290088,1.0,2000,20260831,
leave_one_query_out,tutor chatbot,503,frozen query vocabulary and returned ranks,91,9,24,project_equal,0.37531699070160607,0.12815984381918447,0.2471571468824216,0.2976572877671779,0.479493720565149,0.11105391860886364,0.16652980718914784,0.16682428148774306,0.33731408243770883,1.0,2000,20260831,
leave_one_query_out,education chatbot,517,frozen query vocabulary and returned ranks,95,8,26,project_equal,0.34332409972299166,0.12574484456755924,0.21757925515543242,0.27622714681440447,0.43774930747922425,0.10820775623268697,0.16326508156355798,0.1470661742074484,0.2997979378270237,1.0,2000,20260831,
leave_one_query_out,educational chatbot,522,frozen query vocabulary and returned ranks,97,9,26,project_equal,0.33930279519608886,0.12238430108288753,0.21691849411320133,0.2714169943670953,0.43553911148899954,0.10637399475679314,0.1581398129450526,0.14624974905823035,0.30115115846529916,1.0,2000,20260831,
leave_one_query_out,educational ai,525,frozen query vocabulary and returned ranks,96,9,25,project_equal,0.34461805555555547,0.1230348186728395,0.22158323688271597,0.269580078125,0.44596489800347217,0.10741373697916667,0.1604347511574074,0.1471845461998457,0.3053239233699845,1.0,2000,20260831,
leave_one_query_out,quiz generator,442,frozen query vocabulary and returned ranks,77,9,23,project_equal,0.28520829819531124,0.13067361930998295,0.1545346788853283,0.22853558778883457,0.38219661831674817,0.11303128689492324,0.17358165373587447,0.09286171080002252,0.22821987265980764,1.0,2000,20260831,
leave_one_query_out,course generator,527,frozen query vocabulary and returned ranks,99,9,26,project_equal,0.33894500561167223,0.12379830856261832,0.21514669704905393,0.26859249056218754,0.43620612692582383,0.10717851211327643,0.1583909734267478,0.1424894993708125,0.29643290367196085,1.0,2000,20260831,
leave_one_query_out,teaching assistant,485,frozen query vocabulary and returned ranks,92,9,24,project_equal,0.32726843100189035,0.12128984194496954,0.2059785890569208,0.2588566280718337,0.42997622282608694,0.10605505671077506,0.15639854580182727,0.1315001608118043,0.29235065013915146,1.0,2000,20260831,
leave_one_query_out,study assistant,389,frozen query vocabulary and returned ranks,89,9,26,project_equal,0.330861002398687,0.1189261316612661,0.2119348707374209,0.2597833291251105,0.4384058199722256,0.10350957020017112,0.15846878550688043,0.1366714184516546,0.30030500848658276,1.0,2000,20260831,
leave_one_query_out,learning companion,526,frozen query vocabulary and returned ranks,98,9,26,project_equal,0.34485630987088717,0.12401227497801841,0.22084403489286875,0.27496095376926283,0.4387807163681799,0.10555924325512518,0.16166672451293443,0.14880760765190432,0.3002568012749317,1.0,2000,20260831,
leave_one_query_out,homework assistant,529,frozen query vocabulary and returned ranks,99,9,26,project_equal,0.33894500561167223,0.12379830856261832,0.21514669704905393,0.26859249056218754,0.43620612692582383,0.10717851211327643,0.1583909734267478,0.1424894993708125,0.29643290367196085,1.0,2000,20260831,
leave_one_query_out,lesson plan generator,519,frozen query vocabulary and returned ranks,96,9,26,project_equal,0.3512912326388889,0.12149311583719136,0.22979811680169754,0.27435302734375,0.44900851779513873,0.1037620261863426,0.15638925057870368,0.15443770797164355,0.3135571515118633,1.0,2000,20260831,
leave_one_query_out,grading assistant,530,frozen query vocabulary and returned ranks,99,9,26,project_equal,0.33894500561167223,0.12379830856261832,0.21514669704905393,0.26859249056218754,0.43620612692582383,0.10717851211327643,0.1583909734267478,0.1424894993708125,0.29643290367196085,1.0,2000,20260831,
leave_one_query_out,language tutor,511,frozen query vocabulary and returned ranks,94,9,23,project_equal,0.3458578542326844,0.13162221467733012,0.21423563955535427,0.27308736985061116,0.4421684019918515,0.11616096241386248,0.16958371057793875,0.13620204277953823,0.2972811273955033,1.0,2000,20260831,
evidence,high_confidence_both_layers,530,,84,8,20,project_equal,0.4441609977324263,0.14703995023935498,0.29712104749307133,0.3576318027210884,0.5596797052154194,0.1289280990173847,0.18759330120937262,0.1998426280234315,0.40443062641723343,1.0,2000,20260831,
evidence,hub_linked_model_only,530,,85,8,21,project_equal,0.43370242214532867,0.14560745866974237,0.2880949634755863,0.34414705882352936,0.5492768166089966,0.12883559207996922,0.18537624951941556,0.19343713956170705,0.389839965397924,1.0,2000,20260831,
evidence,service_code_signature_only,530,,94,9,20,project_equal,0.3713218650973292,0.1292408581057291,0.24208100699160007,0.29164073110004524,0.47498868266183797,0.1127581767768221,0.16716887354760826,0.15764179681605558,0.3276039308887881,1.0,2000,20260831,
evidence,service_package_only,530,,28,6,17,project_equal,0.35140306122448983,0.13089923469387754,0.2205038265306123,0.27487244897959184,0.4898012329931973,0.10522959183673469,0.23662308673469376,0.10766900510204083,0.33397640306122434,1.0,2000,20260831,
weighting,likes_plus_one,530,,99,9,26,likes_weight,0.2739595719381689,0.10073919936583432,0.17322037257233458,0.24241555812487317,0.41310112129820936,0.09311886211644277,0.1629133765900758,0.13347908742472517,0.2730953806710299,1.0,2000,20260831,
search_arm,likes,399,,80,9,26,project_equal,0.3208203125000001,0.1327105034722222,0.18810980902777788,0.24882812500000004,0.425177734375,0.10976470269097222,0.18083572048611107,0.11011197916666669,0.2785690104166667,1.0,2000,20260831,
search_arm,createdAt,355,,71,8,23,project_equal,0.32191033525094226,0.11631014569419648,0.20560018955674578,0.24915691331085102,0.4311718904979171,0.09888414997024396,0.16658208247922585,0.1269119608102449,0.2962240874826422,1.0,2000,20260831,
source_reuse,exact_multifile_cluster,530,,99,9,26,source_cluster_weight,0.3218827160493826,0.11926097393689984,0.2026217421124828,0.25758547102217444,0.41722884982476216,0.10438918736583579,0.15637052304833576,0.13222680672287007,0.28457487462076936,1.0,2000,20260831,
source_reuse,near_duplicate_jaccard_085,530,,99,9,26,source_similarity_weight_085,0.28356015779092736,0.11251050113229602,0.17104965665863134,0.23222251368943145,0.3699765023364259,0.09917083138215743,0.15120615444492022,0.10573617656362357,0.2486212222109069,1.0,2000,20260831,
source_reuse,near_duplicate_jaccard_090,530,,99,9,26,source_similarity_weight_090,0.2879474443198206,0.11320523776460324,0.17474220655521738,0.2358743146308865,0.37505994464327663,0.09975808246062282,0.15136269186565424,0.10907600239873842,0.25335647494316976,1.0,2000,20260831,
source_reuse,near_duplicate_jaccard_095,530,,99,9,26,source_similarity_weight_095,0.29194843750000005,0.1131792534722222,0.17876918402777786,0.2387111700322078,0.379567096793013,0.09989326625151032,0.15051867049865378,0.11315857116611792,0.25792500374184835,1.0,2000,20260831,
source_reuse,author_cluster,530,,99,9,26,author_cluster_weight,0.36615239502165625,0.12378064216333932,0.2423717528583169,0.28480341221168803,0.47105343852645737,0.10595051101129026,0.16048894367433109,0.16406490595041334,0.32619252185315806,1.0,2000,20260831,
model_taxonomy,immediate_public_namespace,530,"namespace is an observable artifact owner, not verified corporate control",99,9,30,project_equal,0.33894500561167223,0.10121132764230405,0.23773367796936817,0.26859249056218754,0.43620612692582383,0.08843061649038077,0.13317238036935006,0.16207508587559094,0.3236877472820234,1.0,2000,20260831,
model_taxonomy,disaggregated_unmapped_namespaces,530,model publisher mapping varies only by the deterministic treatment of unresolved public namespaces,99,9,26,project_equal,0.33894500561167223,0.12379830856261832,0.21514669704905393,0.26859249056218754,0.43620612692582383,0.10717851211327643,0.1583909734267478,0.1424894993708125,0.29643290367196085,1.0,2000,20260831,
model_taxonomy,pooled_unmapped_namespaces,530,model publisher mapping varies only by the deterministic treatment of unresolved public namespaces,99,9,11,project_equal,0.33894500561167223,0.1844596356380868,0.15448536997358545,0.26859249056218754,0.43620612692582383,0.1654797129544604,0.2276891388633812,0.05538458377263092,0.25824873312247054,0.9985,2000,20260831,
model_taxonomy,mapped_publishers_only,530,model publisher mapping varies only by the deterministic treatment of unresolved public namespaces,74,8,10,project_equal,0.5148831263696129,0.1953423017612206,0.3195408246083923,0.3960532322863403,0.6570626369612856,0.1757110573411249,0.24589382456781103,0.19136839542244946,0.44788242634526415,1.0,2000,20260831,
